# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=3
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
12047.9,0.990721,0.100567,6,63,0,-12017.4,-0.00344811,1.02222,0.993555,-0.038647,0.0117541,0.0288224,-1.18747,-0.00688068,0.3262,-0.0458783,-0.0397864,0.0589098,-1.94347,-0.968997,0.230271,-0.364155,-0.166236,0.0721316,-5.01617,0.957523,0.164447,0.14902,0.0348607,0.0931114,0.0180923,-2.18942e-05,0.018372,0.0249249,0.944779,1.01458,-0.00344811,1.02222,0.993555,-0.038647,0.0117541,0.0288224,-1.18747,-0.00688068,0.3262,-0.0458783,-0.0397864,0.0589098,-6.94347,-0.968997,0.230271,-0.364155,-0.166236,0.0721316,-10.0162,0.957523,0.164447,0.14902,0.0348607,0.0931114,0.0180923,-2.18942e-05,0.018372,0.0249249,0.944779,1.01458
12043.9,0.803842,0.185357,4,31,0,-12030.2,-0.0667559,1.04912,1.01202,0.0372056,0.0623945,0.0557608,-1.18903,-0.0836362,0.272179,0.017812,0.00956324,-0.00498331,-1.96375,-1.11617,0.301626,-0.361137,-0.06451,0.0235424,-5.02715,0.8091,-0.0317298,0.190085,0.164829,-0.0414995,-0.0114481,-0.0250829,0.0580266,0.0419863,0.99689,1.02243,-0.0667559,1.04912,1.01202,0.0372056,0.0623945,0.0557608,-1.18903,-0.0836362,0.272179,0.017812,0.00956324,-0.00498331,-6.96375,-1.11617,0.301626,-0.361137,-0.06451,0.0235424,-10.0272,0.8091,-0.0317298,0.190085,0.164829,-0.0414995,-0.0114481,-0.0250829,0.0580266,0.0419863,0.99689,1.02243
12043.5,0.798937,0.190123,4,31,0,-12024.1,-0.0238279,1.05814,1.02665,-0.0143678,0.00739807,0.0687799,-1.1145,-0.00808736,0.297817,-0.0366209,-0.0616832,-0.0563282,-1.72198,-0.897792,0.173679,-0.29974,-0.292772,-0.197175,-4.88769,0.956964,0.120489,0.143677,-0.0374395,-0.0435923,0.0305184,0.0344847,-0.0041408,0.0393844,0.950963,0.978742,-0.0238279,1.05814,1.02665,-0.0143678,0.00739807,0.0687799,-1.1145,-0.00808736,0.297817,-0.0366209,-0.0616832,-0.0563282,-6.72198,-0.897792,0.173679,-0.29974,-0.292772,-0.197175,-9.88769,0.956964,0.120489,0.143677,-0.0374395,-0.0435923,0.0305184,0.0344847,-0.0041408,0.0393844,0.950963,0.978742
12046.2,0.995902,0.192408,5,31,0,-12035.5,-0.0165202,1.02217,0.987928,-0.00205513,0.0391748,0.0401491,-1.15325,-0.0195654,0.272203,0.0255468,-0.0235754,-0.014597,-1.83673,-0.821618,0.203446,-0.348438,-0.358223,0.0226006,-4.93747,0.938691,0.00400477,0.174485,0.0164543,0.0132301,-0.0119382,-0.0430244,0.0321731,0.0832958,0.995601,1.03384,-0.0165202,1.02217,0.987928,-0.00205513,0.0391748,0.0401491,-1.15325,-0.0195654,0.272203,0.0255468,-0.0235754,-0.014597,-6.83673,-0.821618,0.203446,-0.348438,-0.358223,0.0226006,-9.93747,0.938691,0.00400477,0.174485,0.0164543,0.0132301,-0.0119382,-0.0430244,0.0321731,0.0832958,0.995601,1.03384
12046.2,0.00669181,0.357472,1,3,0,-12022.7,-0.0165202,1.02217,0.987928,-0.00205513,0.0391748,0.0401491,-1.15325,-0.0195654,0.272203,0.0255468,-0.0235754,-0.014597,-1.83673,-0.821618,0.203446,-0.348438,-0.358223,0.0226006,-4.93747,0.938691,0.00400477,0.174485,0.0164543,0.0132301,-0.0119382,-0.0430244,0.0321731,0.0832958,0.995601,1.03384,-0.0165202,1.02217,0.987928,-0.00205513,0.0391748,0.0401491,-1.15325,-0.0195654,0.272203,0.0255468,-0.0235754,-0.014597,-6.83673,-0.821618,0.203446,-0.348438,-0.358223,0.0226006,-9.93747,0.938691,0.00400477,0.174485,0.0164543,0.0132301,-0.0119382,-0.0430244,0.0321731,0.0832958,0.995601,1.03384
12042.9,0.999784,0.0321171,7,127,0,-12024.4,-0.0274186,1.02758,1.05844,-0.00703042,0.0405392,0.0915392,-1.17848,-0.0349734,0.289028,-0.0494304,-0.0544802,0.0238384,-1.9459,-1.17491,0.225231,-0.429854,0.0337307,0.0520609,-5.01688,0.941293,0.0459556,-0.00825823,0.121987,-0.055025,0.0456919,0.0338049,0.0378988,0.125307,0.979557,0.99569,-0.0274186,1.02758,1.05844,-0.00703042,0.0405392,0.0915392,-1.17848,-0.0349734,0.289028,-0.0494304,-0.0544802,0.0238384,-6.9459,-1.17491,0.225231,-0.429854,0.0337307,0.0520609,-10.0169,0.941293,0.0459556,-0.00825823,0.121987,-0.055025,0.0456919,0.0338049,0.0378988,0.125307,0.979557,0.99569
12040.2,0.995269,0.0607869,6,63,0,-12030.9,-0.00804336,1.01977,1.08147,0.00775519,-0.0101786,0.100965,-1.19806,-0.0345663,0.298842,-0.0240584,0.00692267,-0.0359798,-1.91328,-1.14239,0.275979,-0.432117,-0.0428514,-0.027003,-5.05612,0.950481,0.0622375,0.0826871,0.0628546,0.0364807,0.032309,0.0273358,0.0400108,0.121663,1.04327,0.9269,-0.00804336,1.01977,1.08147,0.00775519,-0.0101786,0.100965,-1.19806,-0.0345663,0.298842,-0.0240584,0.00692267,-0.0359798,-6.91328,-1.14239,0.275979,-0.432117,-0.0428514,-0.027003,-10.0561,0.950481,0.0622375,0.0826871,0.0628546,0.0364807,0.032309,0.0273358,0.0400108,0.121663,1.04327,0.9269
12043.4,0.666832,0.112497,5,31,0,-12027,-0.071412,1.04273,0.997835,0.00326774,0.0610435,0.0873457,-1.22532,-0.0224014,0.299459,-0.0723045,0.0143231,0.0454719,-1.98214,-0.920607,0.223253,-0.394788,-0.0238193,-0.122209,-5.08514,0.932404,0.05123,0.0534689,0.197446,0.0577391,-0.00667797,0.0296369,0.0624916,0.00916033,0.970975,1.07372,-0.071412,1.04273,0.997835,0.00326774,0.0610435,0.0873457,-1.22532,-0.0224014,0.299459,-0.0723045,0.0143231,0.0454719,-6.98214,-0.920607,0.223253,-0.394788,-0.0238193,-0.122209,-10.0851,0.932404,0.05123,0.0534689,0.197446,0.0577391,-0.00667797,0.0296369,0.0624916,0.00916033,0.970975,1.07372
12041.6,0.999524,0.077485,6,63,0,-12033.8,-0.018455,0.985546,1.01974,-0.0277819,0.0138177,0.0540226,-1.18438,-0.0467108,0.282528,0.0337619,-0.048497,0.0325844,-1.89675,-0.913008,0.232615,-0.379264,-0.27243,-0.0254867,-4.96559,0.881443,0.000212804,0.246183,0.111497,-0.0848103,0.0171208,-0.00194542,-0.00559803,0.0275865,1.04045,0.969692,-0.018455,0.985546,1.01974,-0.0277819,0.0138177,0.0540226,-1.18438,-0.0467108,0.282528,0.0337619,-0.048497,0.0325844,-6.89675,-0.913008,0.232615,-0.379264,-0.27243,-0.0254867,-9.96559,0.881443,0.000212804,0.246183,0.111497,-0.0848103,0.0171208,-0.00194542,-0.00559803,0.0275865,1.04045,0.969692
12034.1,0.975438,0.143694,5,63,0,-12023.7,-0.0572995,1.05504,1.00508,-0.000599714,0.0717151,0.0684484,-1.22329,-0.0439406,0.205817,0.00380998,-0.0300435,0.118484,-1.9557,-1.0727,-0.0707034,-0.211854,-0.00670021,-0.0437572,-5.09183,0.956355,-0.0209926,0.145875,0.0985984,0.178681,0.0331215,-0.0314092,0.0567279,0.0597753,0.854305,1.0292,-0.0572995,1.05504,1.00508,-0.000599714,0.0717151,0.0684484,-1.22329,-0.0439406,0.205817,0.00380998,-0.0300435,0.118484,-6.9557,-1.0727,-0.0707034,-0.211854,-0.00670021,-0.0437572,-10.0918,0.956355,-0.0209926,0.145875,0.0985984,0.178681,0.0331215,-0.0314092,0.0567279,0.0597753,0.854305,1.0292
12043.1,0.132799,0.245865,4,15,0,-12020.3,-0.0471619,1.00671,1.03077,-0.0488898,0.0502445,0.0673744,-1.23872,-0.0482591,0.266917,-0.0315053,0.00511247,0.0219667,-2.03282,-1.18928,0.285708,-0.57002,0.179067,0.0100166,-5.08509,0.945035,-0.00709492,0.165745,0.173366,-0.0459235,0.0281789,-0.00690894,0.0174981,0.0425139,1.01888,0.940768,-0.0471619,1.00671,1.03077,-0.0488898,0.0502445,0.0673744,-1.23872,-0.0482591,0.266917,-0.0315053,0.00511247,0.0219667,-7.03282,-1.18928,0.285708,-0.57002,0.179067,0.0100166,-10.0851,0.945035,-0.00709492,0.165745,0.173366,-0.0459235,0.0281789,-0.00690894,0.0174981,0.0425139,1.01888,0.940768
12046,0.98591,0.0360138,7,127,0,-12029.8,-0.0927608,1.02294,1.00556,0.0323617,0.0640478,0.117362,-1.17255,-0.0690702,0.275306,-0.01353,-0.0523612,0.0249175,-1.9224,-1.23348,0.216655,-0.327632,-0.0342705,0.0817845,-4.97474,0.888738,-0.01205,0.151829,0.0442242,0.0105587,0.0238692,0.00443617,0.0540084,0.00311786,0.927695,1.048,-0.0927608,1.02294,1.00556,0.0323617,0.0640478,0.117362,-1.17255,-0.0690702,0.275306,-0.01353,-0.0523612,0.0249175,-6.9224,-1.23348,0.216655,-0.327632,-0.0342705,0.0817845,-9.97474,0.888738,-0.01205,0.151829,0.0442242,0.0105587,0.0238692,0.00443617,0.0540084,0.00311786,0.927695,1.048
12047.7,0.976119,0.0637193,6,63,0,-12030.9,0.0352717,1.01523,1.00869,-0.0035031,0.00578778,0.0210008,-1.17616,-0.0356306,0.270274,-0.0223512,-0.00462115,-0.0480387,-1.85301,-0.928672,0.174924,-0.334159,-0.297362,-0.159408,-5.03689,0.923193,0.021536,0.0923757,0.143188,-0.0282535,0.0199638,0.0397152,0.0340347,0.0255081,1.01272,0.986354,0.0352717,1.01523,1.00869,-0.0035031,0.00578778,0.0210008,-1.17616,-0.0356306,0.270274,-0.0223512,-0.00462115,-0.0480387,-6.85301,-0.928672,0.174924,-0.334159,-0.297362,-0.159408,-10.0369,0.923193,0.021536,0.0923757,0.143188,-0.0282535,0.0199638,0.0397152,0.0340347,0.0255081,1.01272,0.986354
12043.3,0.989507,0.108599,5,31,0,-12032.2,0.0262116,1.03535,1.01676,-0.0267187,-0.0433067,0.00204472,-1.16502,-0.04328,0.302214,-0.0515077,-0.0640499,-0.019757,-1.8728,-0.884648,0.273148,-0.373388,-0.483526,-0.0895497,-5.01939,0.917646,0.0288473,0.172077,0.0891103,0.0521052,0.0137102,0.0277661,0.0169582,-0.0222017,1.01104,1.03059,0.0262116,1.03535,1.01676,-0.0267187,-0.0433067,0.00204472,-1.16502,-0.04328,0.302214,-0.0515077,-0.0640499,-0.019757,-6.8728,-0.884648,0.273148,-0.373388,-0.483526,-0.0895497,-10.0194,0.917646,0.0288473,0.172077,0.0891103,0.0521052,0.0137102,0.0277661,0.0169582,-0.0222017,1.01104,1.03059
12042.9,0.317716,0.190542,4,15,0,-12028.2,-0.0126799,1.00515,1.02202,0.00458407,0.0174379,0.0739903,-1.18331,-0.0353041,0.282355,-0.0399858,-0.0564834,-0.0158308,-1.97362,-1.11565,0.164041,-0.413659,-0.0462707,-0.0313292,-4.92639,0.961396,0.0927893,0.0704022,-0.144058,-0.055819,-0.00191032,-0.0352342,0.0448543,0.124057,1.00373,0.979242,-0.0126799,1.00515,1.02202,0.00458407,0.0174379,0.0739903,-1.18331,-0.0353041,0.282355,-0.0399858,-0.0564834,-0.0158308,-6.97362,-1.11565,0.164041,-0.413659,-0.0462707,-0.0313292,-9.92639,0.961396,0.0927893,0.0704022,-0.144058,-0.055819,-0.00191032,-0.0352342,0.0448543,0.124057,1.00373,0.979242
12039.8,0.996272,0.0501879,6,127,0,-12029.5,0.0336386,1.01825,0.997602,-0.0221007,-0.011238,0.0143117,-1.1961,-0.0519825,0.317149,-0.0620335,-0.0147864,0.070986,-1.88253,-1.10243,0.271646,-0.365619,-0.134569,-0.00374797,-5.05264,0.910661,0.00854364,-0.0189066,0.044118,0.181574,-0.00155481,0.0352474,0.0852725,0.0901006,1.02241,1.02127,0.0336386,1.01825,0.997602,-0.0221007,-0.011238,0.0143117,-1.1961,-0.0519825,0.317149,-0.0620335,-0.0147864,0.070986,-6.88253,-1.10243,0.271646,-0.365619,-0.134569,-0.00374797,-10.0526,0.910661,0.00854364,-0.0189066,0.044118,0.181574,-0.00155481,0.0352474,0.0852725,0.0901006,1.02241,1.02127
12038.9,0.968638,0.0894845,6,63,0,-12025.6,-0.0329358,1.0208,1.02627,-0.0233817,-0.00716258,0.0786234,-1.23992,0.00335875,0.263979,-0.00762528,0.0575417,0.0919139,-2.08614,-0.879138,0.0520119,-0.109976,-0.0656303,0.255101,-5.12529,0.964039,0.00942161,0.0771994,0.316842,0.0988686,0.0384201,-0.0345013,-0.000449258,-0.0938477,0.933377,0.979575,-0.0329358,1.0208,1.02627,-0.0233817,-0.00716258,0.0786234,-1.23992,0.00335875,0.263979,-0.00762528,0.0575417,0.0919139,-7.08614,-0.879138,0.0520119,-0.109976,-0.0656303,0.255101,-10.1253,0.964039,0.00942161,0.0771994,0.316842,0.0988686,0.0384201,-0.0345013,-0.000449258,-0.0938477,0.933377,0.979575
12036.3,0.798559,0.146408,5,31,0,-12018.3,0.00820258,0.993838,1.03079,-0.0270792,-0.0179164,0.0636354,-1.26267,0.0167621,0.278996,0.0306948,0.0710713,0.116058,-2.05886,-0.872083,0.143063,-0.32319,-0.145766,0.126267,-5.08701,0.991184,0.0642628,0.235643,0.119936,0.271868,0.0386041,-0.0159891,0.0115276,0.039081,0.899191,0.982299,0.00820258,0.993838,1.03079,-0.0270792,-0.0179164,0.0636354,-1.26267,0.0167621,0.278996,0.0306948,0.0710713,0.116058,-7.05886,-0.872083,0.143063,-0.32319,-0.145766,0.126267,-10.087,0.991184,0.0642628,0.235643,0.119936,0.271868,0.0386041,-0.0159891,0.0115276,0.039081,0.899191,0.982299
12043.3,0.984291,0.149123,6,63,0,-12024.9,-0.0220372,1.00856,0.99925,-0.0219316,-0.0284022,0.0657878,-1.13325,-0.0314303,0.256513,-0.00718867,-0.0825602,-0.0398702,-1.73679,-0.888111,0.216053,-0.464767,-0.451687,-0.216014,-4.88437,0.884584,0.0182528,0.193175,-0.110515,-0.0881167,0.0281897,0.00945289,0.0385035,0.0695535,1.02859,1.01778,-0.0220372,1.00856,0.99925,-0.0219316,-0.0284022,0.0657878,-1.13325,-0.0314303,0.256513,-0.00718867,-0.0825602,-0.0398702,-6.73679,-0.888111,0.216053,-0.464767,-0.451687,-0.216014,-9.88437,0.884584,0.0182528,0.193175,-0.110515,-0.0881167,0.0281897,0.00945289,0.0385035,0.0695535,1.02859,1.01778
12039.5,0.07312,0.251459,4,15,0,-12032.3,0.0109571,1.01829,1.02633,-0.00542967,-0.0111909,0.0292986,-1.09804,-0.022172,0.26637,-0.0621507,-0.0922124,-0.0943748,-1.75842,-0.768765,0.192614,-0.265543,-0.348851,-0.276484,-4.86864,0.937039,-0.0448842,0.052214,-0.00873531,-0.113272,0.020706,0.0184279,0.039102,-0.0341194,1.01901,0.925332,0.0109571,1.01829,1.02633,-0.00542967,-0.0111909,0.0292986,-1.09804,-0.022172,0.26637,-0.0621507,-0.0922124,-0.0943748,-6.75842,-0.768765,0.192614,-0.265543,-0.348851,-0.276484,-9.86864,0.937039,-0.0448842,0.052214,-0.00873531,-0.113272,0.020706,0.0184279,0.039102,-0.0341194,1.01901,0.925332
12041,0.993932,0.0361169,7,127,0,-12025.2,-0.00840389,1.01672,0.998622,0.0236158,-0.017762,0.0478526,-1.10628,-0.0284105,0.247456,-0.0643709,-0.0872356,-0.0736565,-1.71132,-0.98317,0.206034,-0.500575,-0.445998,-0.255033,-4.9024,0.891302,-0.0396105,0.00281581,0.0153666,-0.0714213,0.0220326,0.0420817,0.0379407,-0.031435,1.02477,0.939744,-0.00840389,1.01672,0.998622,0.0236158,-0.017762,0.0478526,-1.10628,-0.0284105,0.247456,-0.0643709,-0.0872356,-0.0736565,-6.71132,-0.98317,0.206034,-0.500575,-0.445998,-0.255033,-9.9024,0.891302,-0.0396105,0.00281581,0.0153666,-0.0714213,0.0220326,0.0420817,0.0379407,-0.031435,1.02477,0.939744
12039.8,0.998385,0.0626777,6,63,0,-12026.1,-0.0373263,1.07667,1.01714,-0.00556971,0.0823483,0.0282561,-1.13906,-0.0469836,0.273699,0.0399294,-0.0452233,-0.095209,-1.79395,-0.917754,0.22803,-0.267493,-0.31475,-0.274124,-4.8583,0.905562,0.0207459,0.216679,-0.134239,-0.174714,-0.00620679,0.0575462,0.0488757,0.0975045,1.05289,1.02819,-0.0373263,1.07667,1.01714,-0.00556971,0.0823483,0.0282561,-1.13906,-0.0469836,0.273699,0.0399294,-0.0452233,-0.095209,-6.79395,-0.917754,0.22803,-0.267493,-0.31475,-0.274124,-9.8583,0.905562,0.0207459,0.216679,-0.134239,-0.174714,-0.00620679,0.0575462,0.0488757,0.0975045,1.05289,1.02819
12043.9,0.979525,0.109086,5,31,0,-12027.1,-0.00654761,0.995985,1.01603,-0.0666078,-0.0321873,0.0807126,-1.14392,-0.0313661,0.296465,0.00826582,-0.0539596,-0.0492444,-1.83454,-0.936365,0.121717,-0.0692767,-0.299492,-0.12362,-4.95347,0.930442,0.0805007,0.250121,-0.022869,-0.0502228,0.0092651,-0.0294799,-0.0163878,-0.0444015,0.970906,1.03228,-0.00654761,0.995985,1.01603,-0.0666078,-0.0321873,0.0807126,-1.14392,-0.0313661,0.296465,0.00826582,-0.0539596,-0.0492444,-6.83454,-0.936365,0.121717,-0.0692767,-0.299492,-0.12362,-9.95347,0.930442,0.0805007,0.250121,-0.022869,-0.0502228,0.0092651,-0.0294799,-0.0163878,-0.0444015,0.970906,1.03228
12035.7,0.895297,0.179073,5,31,0,-12023.2,0.00616868,1.07404,0.982498,0.0152685,0.040471,-0.0345264,-1.09269,-0.00661421,0.289761,-0.001155,-0.103681,-0.0260925,-1.69283,-0.932514,0.355194,-0.579635,-0.366678,-0.0525519,-4.85266,0.933615,0.00698565,0.218533,-0.0790581,0.0565743,0.0362715,0.00462779,0.0907285,0.152151,0.960317,0.942154,0.00616868,1.07404,0.982498,0.0152685,0.040471,-0.0345264,-1.09269,-0.00661421,0.289761,-0.001155,-0.103681,-0.0260925,-6.69283,-0.932514,0.355194,-0.579635,-0.366678,-0.0525519,-9.85266,0.933615,0.00698565,0.218533,-0.0790581,0.0565743,0.0362715,0.00462779,0.0907285,0.152151,0.960317,0.942154
12033.6,0.665641,0.234129,4,31,0,-12022.1,-0.0865023,0.993303,1.0183,-0.0307304,0.0091314,0.156972,-1.14955,-0.0304373,0.263981,-0.0615494,0.0236739,-0.0549934,-1.85942,-1.08161,-0.0540881,-0.182914,0.0926388,-0.0302253,-4.9545,0.971829,0.070571,0.0859379,0.222822,-0.108389,-0.0146945,-0.0495957,-0.034895,-0.0304241,0.934124,1.05967,-0.0865023,0.993303,1.0183,-0.0307304,0.0091314,0.156972,-1.14955,-0.0304373,0.263981,-0.0615494,0.0236739,-0.0549934,-6.85942,-1.08161,-0.0540881,-0.182914,0.0926388,-0.0302253,-9.9545,0.971829,0.070571,0.0859379,0.222822,-0.108389,-0.0146945,-0.0495957,-0.034895,-0.0304241,0.934124,1.05967
12039.9,0.925895,0.16822,5,31,0,-12019.8,-0.000729842,1.00181,1.02369,-0.0285422,0.0422247,0.00537089,-1.18924,-0.0715859,0.293204,-0.056761,-0.0246462,-0.0414474,-1.96859,-1.08898,0.188209,-0.305215,-0.0629403,-0.222675,-4.94702,0.841052,0.000966726,-0.0158937,-0.0341688,-0.168764,0.0357325,-0.0219689,0.0444203,0.0446474,0.950596,0.980362,-0.000729842,1.00181,1.02369,-0.0285422,0.0422247,0.00537089,-1.18924,-0.0715859,0.293204,-0.056761,-0.0246462,-0.0414474,-6.96859,-1.08898,0.188209,-0.305215,-0.0629403,-0.222675,-9.94702,0.841052,0.000966726,-0.0158937,-0.0341688,-0.168764,0.0357325,-0.0219689,0.0444203,0.0446474,0.950596,0.980362
12035.6,0.423034,0.237025,4,15,0,-12024.9,-0.0166937,0.996856,1.04097,-0.0420225,0.0384969,-0.00142704,-1.19498,-0.0661188,0.293116,-0.052164,-0.0312095,-0.040224,-1.95307,-1.08644,0.186437,-0.329325,-0.0912983,-0.288671,-4.94662,0.845319,0.00463406,-0.0187538,-0.00763842,-0.167442,0.0299561,-0.0103194,0.0486037,0.0529738,0.952804,0.96827,-0.0166937,0.996856,1.04097,-0.0420225,0.0384969,-0.00142704,-1.19498,-0.0661188,0.293116,-0.052164,-0.0312095,-0.040224,-6.95307,-1.08644,0.186437,-0.329325,-0.0912983,-0.288671,-9.94662,0.845319,0.00463406,-0.0187538,-0.00763842,-0.167442,0.0299561,-0.0103194,0.0486037,0.0529738,0.952804,0.96827
12034.4,0.998041,0.0922023,5,63,0,-12014.5,-0.0201189,0.995651,1.04319,-0.0404975,0.0461917,-0.00253416,-1.19761,-0.0686068,0.295366,-0.0526378,-0.0311848,-0.035102,-1.94725,-1.10951,0.156987,-0.326694,-0.069137,-0.283697,-4.9478,0.844641,0.00617369,-0.010001,0.00912109,-0.17132,0.0314358,-0.0126028,0.0446802,0.0454621,0.952931,0.960893,-0.0201189,0.995651,1.04319,-0.0404975,0.0461917,-0.00253416,-1.19761,-0.0686068,0.295366,-0.0526378,-0.0311848,-0.035102,-6.94725,-1.10951,0.156987,-0.326694,-0.069137,-0.283697,-9.9478,0.844641,0.00617369,-0.010001,0.00912109,-0.17132,0.0314358,-0.0126028,0.0446802,0.0454621,0.952931,0.960893
12038.1,0.967845,0.155804,5,31,0,-12024.3,-0.0649422,1.04027,1.00983,0.0075244,-0.00707726,0.0887929,-1.15995,-0.0137985,0.283198,-0.0907772,0.00259008,-0.0400516,-1.81411,-1.00349,0.214084,-0.608685,-0.180277,-0.0355491,-5.02255,0.935572,0.00841835,0.0967168,0.180448,-0.0814769,-0.00214678,0.0461556,0.0420425,0.0805089,1.02575,1.04824,-0.0649422,1.04027,1.00983,0.0075244,-0.00707726,0.0887929,-1.15995,-0.0137985,0.283198,-0.0907772,0.00259008,-0.0400516,-6.81411,-1.00349,0.214084,-0.608685,-0.180277,-0.0355491,-10.0226,0.935572,0.00841835,0.0967168,0.180448,-0.0814769,-0.00214678,0.0461556,0.0420425,0.0805089,1.02575,1.04824
12043.3,0.703162,0.242136,4,15,0,-12027.4,-0.0588701,0.997362,1.03362,-0.0284314,0.0782322,0.0791737,-1.22636,-0.0422274,0.2873,-0.0336101,0.0261852,0.0718959,-1.98355,-1.01925,0.172845,-0.285888,-0.0440609,0.034741,-4.98438,0.8912,-0.0349993,0.045963,0.0373709,0.0337724,-0.00796448,-0.0728942,0.0550933,0.0512017,0.966184,1.04399,-0.0588701,0.997362,1.03362,-0.0284314,0.0782322,0.0791737,-1.22636,-0.0422274,0.2873,-0.0336101,0.0261852,0.0718959,-6.98355,-1.01925,0.172845,-0.285888,-0.0440609,0.034741,-9.98438,0.8912,-0.0349993,0.045963,0.0373709,0.0337724,-0.00796448,-0.0728942,0.0550933,0.0512017,0.966184,1.04399
12036.4,0.419902,0.193271,5,31,0,-12025.9,-0.0312921,1.05189,0.997869,0.0313812,0.0168332,0.0758324,-1.16899,0.0183113,0.222606,-0.104436,0.0041497,-0.0167111,-1.76741,-0.881784,0.151666,-0.371143,-0.347959,-0.212657,-5.00467,0.991031,-0.119899,0.00678682,0.190393,-0.0513642,0.0347341,0.0346989,0.0602321,0.0772179,0.989047,1.03564,-0.0312921,1.05189,0.997869,0.0313812,0.0168332,0.0758324,-1.16899,0.0183113,0.222606,-0.104436,0.0041497,-0.0167111,-6.76741,-0.881784,0.151666,-0.371143,-0.347959,-0.212657,-10.0047,0.991031,-0.119899,0.00678682,0.190393,-0.0513642,0.0347341,0.0346989,0.0602321,0.0772179,0.989047,1.03564
12036.2,0.979248,0.0767812,6,63,0,-12017.7,-0.0652451,1.01917,1.0219,-0.0291488,0.0622255,0.0972252,-1.14647,-0.00337624,0.255764,-0.0467387,-0.0496724,0.0133982,-1.829,-0.811355,0.0871935,-0.458331,-0.166156,-0.132018,-5.02467,1.01549,-0.0291144,0.00313724,0.0407247,0.233864,0.014244,-0.00870219,0.0618936,-5.94518e-05,0.907194,0.963859,-0.0652451,1.01917,1.0219,-0.0291488,0.0622255,0.0972252,-1.14647,-0.00337624,0.255764,-0.0467387,-0.0496724,0.0133982,-6.829,-0.811355,0.0871935,-0.458331,-0.166156,-0.132018,-10.0247,1.01549,-0.0291144,0.00313724,0.0407247,0.233864,0.014244,-0.00870219,0.0618936,-5.94518e-05,0.907194,0.963859
12033.4,0.978094,0.12214,5,31,0,-12020.5,-0.0792606,1.01196,1.01257,-0.0661778,0.0925585,0.0970895,-1.17813,0.0454779,0.214918,-0.127127,-0.0281066,0.0353261,-1.81171,-0.782054,0.0587632,-0.437655,-0.263959,-0.11502,-4.99847,1.03987,-0.0659662,0.0495827,0.0613643,0.0430657,0.0317518,-0.0221708,0.0260992,0.0810741,1.00298,0.997417,-0.0792606,1.01196,1.01257,-0.0661778,0.0925585,0.0970895,-1.17813,0.0454779,0.214918,-0.127127,-0.0281066,0.0353261,-6.81171,-0.782054,0.0587632,-0.437655,-0.263959,-0.11502,-9.99847,1.03987,-0.0659662,0.0495827,0.0613643,0.0430657,0.0317518,-0.0221708,0.0260992,0.0810741,1.00298,0.997417
