# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=3
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_3.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
12048.6,0.933132,0.122723,5,31,0,-12035.8,-0.0232047,1.0189,1.04129,0.00304439,0.0338457,0.0703821,-1.1756,-0.0235493,0.255052,-0.075399,-0.0561632,0.0109027,-1.92802,-0.939043,0.132678,-0.490552,-0.306837,-0.00727785,-4.94727,0.935838,-0.0208365,0.0579258,-0.0107502,-0.0123054,-0.0267644,-0.01345,0.0580883,0.103376,1.04797,1.03963,-0.0232047,1.0189,1.04129,0.00304439,0.0338457,0.0703821,-1.1756,-0.0235493,0.255052,-0.075399,-0.0561632,0.0109027,-6.92802,-0.939043,0.132678,-0.490552,-0.306837,-0.00727785,-9.94727,0.935838,-0.0208365,0.0579258,-0.0107502,-0.0123054,-0.0267644,-0.01345,0.0580883,0.103376,1.04797,1.03963
12038.3,0.849329,0.122723,6,63,0,-12030.3,-0.0260488,1.00467,1.0268,0.03157,0.0123997,0.0490931,-1.2596,-0.0354236,0.301426,-0.0147595,0.123972,0.0278375,-2.05538,-1.20553,0.263018,-0.190133,0.354717,0.103097,-5.20449,0.949859,0.0208437,0.147024,0.331645,0.110109,0.0611622,-0.0541793,0.0123853,-0.0220418,0.886383,0.98668,-0.0260488,1.00467,1.0268,0.03157,0.0123997,0.0490931,-1.2596,-0.0354236,0.301426,-0.0147595,0.123972,0.0278375,-7.05538,-1.20553,0.263018,-0.190133,0.354717,0.103097,-10.2045,0.949859,0.0208437,0.147024,0.331645,0.110109,0.0611622,-0.0541793,0.0123853,-0.0220418,0.886383,0.98668
12043,0.995851,0.122723,6,63,0,-12026.2,0.0129569,1.04003,1.0179,-0.0292294,-0.0512483,0.0560737,-1.10865,-0.0349881,0.291128,0.0404086,-0.0591403,-0.117777,-1.7578,-0.938973,0.232113,-0.0470711,-0.29632,-0.350357,-4.87855,0.934481,0.065741,0.185809,0.0752643,-0.21024,0.0269884,-0.0212395,0.0221438,0.00595782,0.957481,1.01153,0.0129569,1.04003,1.0179,-0.0292294,-0.0512483,0.0560737,-1.10865,-0.0349881,0.291128,0.0404086,-0.0591403,-0.117777,-6.7578,-0.938973,0.232113,-0.0470711,-0.29632,-0.350357,-9.87855,0.934481,0.065741,0.185809,0.0752643,-0.21024,0.0269884,-0.0212395,0.0221438,0.00595782,0.957481,1.01153
12032.8,0.866009,0.122723,5,63,0,-12021.2,-0.0841539,1.01691,0.995734,0.0142579,0.108714,0.0594689,-1.07318,-0.0196705,0.253916,-0.0559782,-0.0596611,-0.154131,-1.6679,-0.731076,0.253514,-0.500066,-0.524888,-0.275029,-4.75547,0.901331,0.00401991,0.161827,-0.121429,-0.260114,0.0260771,-0.0219893,0.0396059,0.0302947,0.975368,1.01005,-0.0841539,1.01691,0.995734,0.0142579,0.108714,0.0594689,-1.07318,-0.0196705,0.253916,-0.0559782,-0.0596611,-0.154131,-6.6679,-0.731076,0.253514,-0.500066,-0.524888,-0.275029,-9.75547,0.901331,0.00401991,0.161827,-0.121429,-0.260114,0.0260771,-0.0219893,0.0396059,0.0302947,0.975368,1.01005
12040.8,0.994765,0.122723,5,31,0,-12020.5,-0.0196469,1.04151,1.02414,0.0284947,-0.00290701,0.0809312,-1.16992,-0.00576763,0.280852,-0.0264014,-0.0269909,-0.0434434,-1.86166,-1.10133,0.0312453,-0.309921,-0.0136321,-0.106843,-5.05011,0.991107,0.0897671,0.0476229,0.0371074,0.0741726,-0.00330535,-0.0175458,0.0463743,0.0468336,0.964388,1.00377,-0.0196469,1.04151,1.02414,0.0284947,-0.00290701,0.0809312,-1.16992,-0.00576763,0.280852,-0.0264014,-0.0269909,-0.0434434,-6.86166,-1.10133,0.0312453,-0.309921,-0.0136321,-0.106843,-10.0501,0.991107,0.0897671,0.0476229,0.0371074,0.0741726,-0.00330535,-0.0175458,0.0463743,0.0468336,0.964388,1.00377
12039.9,0.993981,0.122723,5,31,0,-12028.2,-0.0256271,0.973511,1.00488,-0.0492707,-0.0122904,0.0420594,-1.21864,0.021805,0.296926,-0.00232313,0.0125522,0.0317063,-1.94972,-0.942366,0.278068,-0.422522,-0.13806,0.0424047,-4.99172,0.978221,0.070641,0.0631764,0.0839732,-0.0533031,0.0182284,-0.0566671,0.0035397,-0.0120307,0.926624,1.03902,-0.0256271,0.973511,1.00488,-0.0492707,-0.0122904,0.0420594,-1.21864,0.021805,0.296926,-0.00232313,0.0125522,0.0317063,-6.94972,-0.942366,0.278068,-0.422522,-0.13806,0.0424047,-9.99172,0.978221,0.070641,0.0631764,0.0839732,-0.0533031,0.0182284,-0.0566671,0.0035397,-0.0120307,0.926624,1.03902
12038.1,0.997825,0.122723,5,63,0,-12025.5,-0.0645565,1.00146,0.976048,-0.0555477,0.0142477,0.11324,-1.18705,-0.0491492,0.281354,-0.0816524,-0.043526,0.0793197,-2.01623,-1.05879,0.163817,-0.340936,-0.145762,0.216958,-5.03521,0.954551,0.0580833,0.142312,0.0953825,0.191607,0.0154793,-0.02146,0.0207064,0.0251803,0.954051,0.964878,-0.0645565,1.00146,0.976048,-0.0555477,0.0142477,0.11324,-1.18705,-0.0491492,0.281354,-0.0816524,-0.043526,0.0793197,-7.01623,-1.05879,0.163817,-0.340936,-0.145762,0.216958,-10.0352,0.954551,0.0580833,0.142312,0.0953825,0.191607,0.0154793,-0.02146,0.0207064,0.0251803,0.954051,0.964878
12041.9,0.999793,0.122723,5,63,0,-12029.3,0.00429152,1.04246,1.01118,0.0257656,0.0170549,0.0281845,-1.15296,-0.0112591,0.254634,-0.0122785,-0.0170531,-0.0868706,-1.82305,-0.962358,0.0923855,-0.373932,-0.211698,-0.121631,-5.05922,0.950129,0.0643154,0.128549,0.220199,-0.0651924,0.00787318,0.00115719,0.0563491,0.0724278,1.00747,1.03638,0.00429152,1.04246,1.01118,0.0257656,0.0170549,0.0281845,-1.15296,-0.0112591,0.254634,-0.0122785,-0.0170531,-0.0868706,-6.82305,-0.962358,0.0923855,-0.373932,-0.211698,-0.121631,-10.0592,0.950129,0.0643154,0.128549,0.220199,-0.0651924,0.00787318,0.00115719,0.0563491,0.0724278,1.00747,1.03638
12039.7,0.976914,0.122723,5,31,0,-12024.5,-0.0162866,1.01509,1.00969,0.0173698,-0.00815329,0.0441425,-1.23547,-0.0198405,0.260243,-0.107624,0.0192271,0.0213454,-2.11778,-1.00455,0.0685752,-0.466738,0.0957663,0.0622645,-5.04621,0.890991,0.0414494,0.000326917,-0.000516538,0.0243578,-0.00666197,-0.0483091,0.0259605,-0.0129699,0.94462,1.00375,-0.0162866,1.01509,1.00969,0.0173698,-0.00815329,0.0441425,-1.23547,-0.0198405,0.260243,-0.107624,0.0192271,0.0213454,-7.11778,-1.00455,0.0685752,-0.466738,0.0957663,0.0622645,-10.0462,0.890991,0.0414494,0.000326917,-0.000516538,0.0243578,-0.00666197,-0.0483091,0.0259605,-0.0129699,0.94462,1.00375
12034.2,0.888885,0.122723,5,63,0,-12021.6,-0.000815566,0.979797,1.0291,-0.0486893,0.00202586,0.00664986,-1.19768,-0.0192189,0.241383,-0.0356099,0.0702338,0.0521203,-1.87867,-1.01524,0.142938,-0.247042,0.0304709,0.046743,-4.97969,1.00334,-0.019586,0.0318934,0.163267,-0.0587867,0.00550447,-0.0233422,0.001881,0.0706327,1.01755,0.995774,-0.000815566,0.979797,1.0291,-0.0486893,0.00202586,0.00664986,-1.19768,-0.0192189,0.241383,-0.0356099,0.0702338,0.0521203,-6.87867,-1.01524,0.142938,-0.247042,0.0304709,0.046743,-9.97969,1.00334,-0.019586,0.0318934,0.163267,-0.0587867,0.00550447,-0.0233422,0.001881,0.0706327,1.01755,0.995774
12039.2,0.989721,0.122723,5,47,0,-12020.1,-0.0277494,1.02047,0.985521,-0.00738626,0.00770334,0.0687519,-1.2357,-0.0672252,0.305313,-0.107647,-0.00672275,0.0114673,-2.10877,-1.05908,0.15643,-0.352678,-0.0167399,-0.0102043,-5.09747,0.921711,0.130652,-0.0356973,0.0824266,0.137696,0.0286341,0.0201436,0.0477382,0.032959,0.948642,1.01116,-0.0277494,1.02047,0.985521,-0.00738626,0.00770334,0.0687519,-1.2357,-0.0672252,0.305313,-0.107647,-0.00672275,0.0114673,-7.10877,-1.05908,0.15643,-0.352678,-0.0167399,-0.0102043,-10.0975,0.921711,0.130652,-0.0356973,0.0824266,0.137696,0.0286341,0.0201436,0.0477382,0.032959,0.948642,1.01116
12038.4,0.87293,0.122723,4,15,0,-12021.3,-0.00919803,1.04361,1.02002,0.00697365,0.0860118,0.00878311,-1.18882,-0.0316254,0.307234,-0.0345362,0.0385009,0.0364767,-1.91078,-0.902112,0.241,-0.303174,-0.0914276,0.0841931,-4.96168,0.973989,0.0755015,0.0409048,0.186927,-0.0569189,0.0296766,-0.00650805,-0.00825466,0.052262,0.976964,0.957399,-0.00919803,1.04361,1.02002,0.00697365,0.0860118,0.00878311,-1.18882,-0.0316254,0.307234,-0.0345362,0.0385009,0.0364767,-6.91078,-0.902112,0.241,-0.303174,-0.0914276,0.0841931,-9.96168,0.973989,0.0755015,0.0409048,0.186927,-0.0569189,0.0296766,-0.00650805,-0.00825466,0.052262,0.976964,0.957399
12032.3,0.84488,0.122723,5,31,0,-12018.6,0.000330157,1.07031,0.973307,0.0579667,0.0223777,0.0174672,-1.228,-0.0373957,0.340942,-0.0643148,-0.0062789,0.052085,-2.03123,-0.830336,0.295414,-0.251976,-0.244711,0.0351849,-5.15267,0.922413,0.139008,0.145566,0.181264,0.206356,0.0312858,-0.0563513,0.0484832,0.0176789,0.862464,1.01881,0.000330157,1.07031,0.973307,0.0579667,0.0223777,0.0174672,-1.228,-0.0373957,0.340942,-0.0643148,-0.0062789,0.052085,-7.03123,-0.830336,0.295414,-0.251976,-0.244711,0.0351849,-10.1527,0.922413,0.139008,0.145566,0.181264,0.206356,0.0312858,-0.0563513,0.0484832,0.0176789,0.862464,1.01881
12038.4,0.99748,0.122723,5,31,0,-12019.3,-0.0141212,1.0051,1.02809,-0.0309703,0.0143925,0.0938404,-1.19687,-0.0849534,0.297875,-0.0740222,-0.0040923,0.0810499,-1.93681,-1.17951,0.246664,-0.367208,-0.096457,0.123483,-4.93821,0.869842,0.0632131,-0.0435586,-0.0335866,0.0917912,0.0286616,-0.0273403,0.0112419,0.0944862,1.03637,0.966289,-0.0141212,1.0051,1.02809,-0.0309703,0.0143925,0.0938404,-1.19687,-0.0849534,0.297875,-0.0740222,-0.0040923,0.0810499,-6.93681,-1.17951,0.246664,-0.367208,-0.096457,0.123483,-9.93821,0.869842,0.0632131,-0.0435586,-0.0335866,0.0917912,0.0286616,-0.0273403,0.0112419,0.0944862,1.03637,0.966289
12041.4,0.99997,0.122723,5,63,0,-12029.2,-0.0418923,1.03433,0.998433,-0.00534964,0.0749222,0.0555586,-1.16468,-0.0186768,0.308843,-0.0706321,-0.0670489,0.00520637,-1.8728,-1.13121,0.391166,-0.579027,-0.0609723,0.0594204,-5.09111,0.992785,0.0807022,0.110341,0.0267089,0.188504,0.0462909,0.0214303,0.0634636,-0.00272594,0.965421,0.971347,-0.0418923,1.03433,0.998433,-0.00534964,0.0749222,0.0555586,-1.16468,-0.0186768,0.308843,-0.0706321,-0.0670489,0.00520637,-6.8728,-1.13121,0.391166,-0.579027,-0.0609723,0.0594204,-10.0911,0.992785,0.0807022,0.110341,0.0267089,0.188504,0.0462909,0.0214303,0.0634636,-0.00272594,0.965421,0.971347
12039.7,0.928414,0.122723,5,31,0,-12026,-0.0400155,1.0019,1.01649,-0.0272698,0.0278924,0.0959668,-1.19506,-0.00872545,0.310217,0.00785575,-0.0229677,0.0365833,-1.84074,-1.00745,0.304804,-0.275653,-0.267811,-0.0902683,-5.12321,0.972876,0.0795955,0.103037,0.266397,0.188343,0.0667179,-0.015205,0.0205187,0.109217,0.909119,0.945556,-0.0400155,1.0019,1.01649,-0.0272698,0.0278924,0.0959668,-1.19506,-0.00872545,0.310217,0.00785575,-0.0229677,0.0365833,-6.84074,-1.00745,0.304804,-0.275653,-0.267811,-0.0902683,-10.1232,0.972876,0.0795955,0.103037,0.266397,0.188343,0.0667179,-0.015205,0.0205187,0.109217,0.909119,0.945556
12041.2,0.896579,0.122723,5,31,0,-12024.4,0.0134951,1.00902,1.00045,0.0169198,-0.0294674,0.0272575,-1.2741,-0.0211469,0.246511,-0.0368502,0.0879581,0.0634513,-2.14913,-0.981129,0.244385,-0.594461,0.153727,0.130369,-5.06322,0.912296,-0.0488039,0.224725,0.17461,-0.00870134,-0.0156905,-0.0305332,0.0301185,-0.00600225,0.999073,1.08421,0.0134951,1.00902,1.00045,0.0169198,-0.0294674,0.0272575,-1.2741,-0.0211469,0.246511,-0.0368502,0.0879581,0.0634513,-7.14913,-0.981129,0.244385,-0.594461,0.153727,0.130369,-10.0632,0.912296,-0.0488039,0.224725,0.17461,-0.00870134,-0.0156905,-0.0305332,0.0301185,-0.00600225,0.999073,1.08421
12046.3,0.935601,0.122723,5,31,0,-12031.3,-0.0163809,1.03498,1.02314,-0.0188556,0.012022,0.0578777,-1.16523,-0.018217,0.27612,-0.0318659,-0.0286874,-0.0129815,-1.88348,-0.88761,0.189659,-0.275069,-0.273245,-0.049435,-5.10149,0.937564,-0.0117171,0.0514645,0.225928,0.114307,0.0181647,0.0120381,0.0688535,0.0507714,0.995916,0.998056,-0.0163809,1.03498,1.02314,-0.0188556,0.012022,0.0578777,-1.16523,-0.018217,0.27612,-0.0318659,-0.0286874,-0.0129815,-6.88348,-0.88761,0.189659,-0.275069,-0.273245,-0.049435,-10.1015,0.937564,-0.0117171,0.0514645,0.225928,0.114307,0.0181647,0.0120381,0.0688535,0.0507714,0.995916,0.998056
12041.9,0.928514,0.122723,5,63,0,-12032.4,-0.0254778,1.01336,1.0469,0.0191787,0.037425,0.0901447,-1.23311,-0.0467468,0.278945,-0.0891526,0.0124559,0.048223,-2.02399,-0.979362,0.20887,-0.621377,-0.160204,0.0299467,-4.98014,0.917603,0.0290001,0.032568,0.00438065,0.0134945,0.0434792,0.00685999,0.0205984,0.0885858,0.937276,0.985613,-0.0254778,1.01336,1.0469,0.0191787,0.037425,0.0901447,-1.23311,-0.0467468,0.278945,-0.0891526,0.0124559,0.048223,-7.02399,-0.979362,0.20887,-0.621377,-0.160204,0.0299467,-9.98014,0.917603,0.0290001,0.032568,0.00438065,0.0134945,0.0434792,0.00685999,0.0205984,0.0885858,0.937276,0.985613
12034.6,0.562667,0.122723,5,31,0,-12014,-0.0566944,0.979547,1.01969,-0.0791307,0.0245064,0.15845,-1.20219,-0.0707135,0.332597,0.0220376,0.00533622,0.0471563,-1.95321,-1.01892,0.360894,-0.346327,-0.198769,0.127696,-5.11936,0.809294,0.0747696,0.205144,0.273472,0.0628012,-0.00393616,-0.0101268,0.0739108,0.0297343,0.974799,1.00577,-0.0566944,0.979547,1.01969,-0.0791307,0.0245064,0.15845,-1.20219,-0.0707135,0.332597,0.0220376,0.00533622,0.0471563,-6.95321,-1.01892,0.360894,-0.346327,-0.198769,0.127696,-10.1194,0.809294,0.0747696,0.205144,0.273472,0.0628012,-0.00393616,-0.0101268,0.0739108,0.0297343,0.974799,1.00577
12032.3,0.765784,0.122723,5,31,0,-12013.1,0.00537312,1.05716,0.991732,0.063236,0.0301917,-0.021538,-1.22547,0.0424828,0.271635,-0.00111997,0.0247318,0.0300883,-2.02795,-0.772077,0.258889,-0.438458,-0.0939849,-0.106257,-5.06911,1.01709,0.00802285,0.256083,0.172694,0.0626643,0.0517306,0.0395854,-0.0152107,-0.0181542,0.995755,0.985002,0.00537312,1.05716,0.991732,0.063236,0.0301917,-0.021538,-1.22547,0.0424828,0.271635,-0.00111997,0.0247318,0.0300883,-7.02795,-0.772077,0.258889,-0.438458,-0.0939849,-0.106257,-10.0691,1.01709,0.00802285,0.256083,0.172694,0.0626643,0.0517306,0.0395854,-0.0152107,-0.0181542,0.995755,0.985002
12042.8,0.758452,0.122723,5,31,0,-12019.7,0.00514946,1.01966,1.01608,-0.0292128,0.00909705,0.0201451,-1.20217,-0.0653512,0.270328,0.0488853,0.0323262,0.0289965,-1.94641,-1.20545,0.210835,-0.189204,0.0401578,0.0646522,-5.08794,0.898986,0.0209427,0.241556,0.24697,0.123281,-0.00451135,-0.0441579,0.0597675,-0.0132734,0.947175,1.02277,0.00514946,1.01966,1.01608,-0.0292128,0.00909705,0.0201451,-1.20217,-0.0653512,0.270328,0.0488853,0.0323262,0.0289965,-6.94641,-1.20545,0.210835,-0.189204,0.0401578,0.0646522,-10.0879,0.898986,0.0209427,0.241556,0.24697,0.123281,-0.00451135,-0.0441579,0.0597675,-0.0132734,0.947175,1.02277
12037.5,0.539878,0.122723,5,31,0,-12021.7,-0.0447571,1.02921,1.03523,-0.0452095,0.0494459,0.0766589,-1.17063,-0.000853526,0.288484,-0.0531327,-0.0137156,-0.0121449,-1.87222,-0.958716,0.2738,-0.528992,-0.158096,0.144536,-4.99079,0.949564,0.000225195,0.0451533,0.0927201,-0.0409094,0.0611313,0.0295315,0.0713339,0.00558441,1.00966,0.966733,-0.0447571,1.02921,1.03523,-0.0452095,0.0494459,0.0766589,-1.17063,-0.000853526,0.288484,-0.0531327,-0.0137156,-0.0121449,-6.87222,-0.958716,0.2738,-0.528992,-0.158096,0.144536,-9.99079,0.949564,0.000225195,0.0451533,0.0927201,-0.0409094,0.0611313,0.0295315,0.0713339,0.00558441,1.00966,0.966733
12033.3,1,0.122723,5,31,0,-12020.3,-0.00564871,1.07863,1.01113,0.0689502,-0.00764901,0.0332157,-1.20689,-0.0209476,0.305342,0.0151759,0.017396,0.00965314,-1.95856,-0.773611,0.150294,-0.180263,-0.203143,-0.307487,-5.04418,0.988827,0.105919,0.135253,0.110036,0.183584,0.00900051,-0.0158773,0.0451545,0.180292,1.01547,0.975354,-0.00564871,1.07863,1.01113,0.0689502,-0.00764901,0.0332157,-1.20689,-0.0209476,0.305342,0.0151759,0.017396,0.00965314,-6.95856,-0.773611,0.150294,-0.180263,-0.203143,-0.307487,-10.0442,0.988827,0.105919,0.135253,0.110036,0.183584,0.00900051,-0.0158773,0.0451545,0.180292,1.01547,0.975354
12042.3,0.854452,0.122723,5,31,0,-12016.7,-0.0282624,1.03329,1.00597,0.0390257,0.0215505,0.0925256,-1.20331,-0.0161359,0.311387,0.0112784,-0.0228155,0.0105831,-1.93276,-0.990072,0.237107,-0.182056,-0.155133,-0.16334,-5.03953,0.899252,0.10157,0.0733081,0.0312877,0.0964148,-0.0102244,-0.0105099,0.0151456,0.0824048,1.03251,1.02392,-0.0282624,1.03329,1.00597,0.0390257,0.0215505,0.0925256,-1.20331,-0.0161359,0.311387,0.0112784,-0.0228155,0.0105831,-6.93276,-0.990072,0.237107,-0.182056,-0.155133,-0.16334,-10.0395,0.899252,0.10157,0.0733081,0.0312877,0.0964148,-0.0102244,-0.0105099,0.0151456,0.0824048,1.03251,1.02392
12042.1,1,0.122723,5,31,0,-12032.7,-0.0278026,0.999587,1.00216,0.00870494,0.0144103,0.0344264,-1.16421,-0.0283052,0.257793,-0.0271603,-0.0727525,0.00769553,-1.88349,-1.1228,0.224924,-0.612994,-0.146536,0.00204447,-4.97357,0.873317,0.0108253,0.10953,-0.0261765,-0.0256524,0.0575336,0.0226476,0.0263896,0.0115165,0.986135,0.970755,-0.0278026,0.999587,1.00216,0.00870494,0.0144103,0.0344264,-1.16421,-0.0283052,0.257793,-0.0271603,-0.0727525,0.00769553,-6.88349,-1.1228,0.224924,-0.612994,-0.146536,0.00204447,-9.97357,0.873317,0.0108253,0.10953,-0.0261765,-0.0256524,0.0575336,0.0226476,0.0263896,0.0115165,0.986135,0.970755
12046.4,0.952192,0.122723,5,63,0,-12031.7,-0.00558691,1.03117,1.02068,-0.0292212,-0.00716497,0.0265221,-1.17418,-0.0166305,0.283873,-0.0439005,-0.028904,0.0246379,-1.88417,-1.00716,0.172739,-0.323094,-0.0316884,-0.0938908,-5.08587,0.989407,0.0141564,0.0144539,0.106227,0.211865,0.00470302,-0.00745253,0.0446726,0.0295842,1.01029,0.973303,-0.00558691,1.03117,1.02068,-0.0292212,-0.00716497,0.0265221,-1.17418,-0.0166305,0.283873,-0.0439005,-0.028904,0.0246379,-6.88417,-1.00716,0.172739,-0.323094,-0.0316884,-0.0938908,-10.0859,0.989407,0.0141564,0.0144539,0.106227,0.211865,0.00470302,-0.00745253,0.0446726,0.0295842,1.01029,0.973303
12042.8,0.885734,0.122723,5,31,0,-12027.2,-0.00814805,1.03217,0.983141,-0.0264775,0.00409711,0.0146938,-1.18661,0.00519077,0.308904,-0.0858612,-0.0294663,0.0251052,-1.8961,-0.916142,0.224964,-0.495054,-0.166781,-0.0993235,-4.96925,0.995518,0.106641,0.115789,0.0155141,-0.0223242,-0.00688515,0.0220473,-0.0288476,-0.0270712,1.01406,1.02089,-0.00814805,1.03217,0.983141,-0.0264775,0.00409711,0.0146938,-1.18661,0.00519077,0.308904,-0.0858612,-0.0294663,0.0251052,-6.8961,-0.916142,0.224964,-0.495054,-0.166781,-0.0993235,-9.96925,0.995518,0.106641,0.115789,0.0155141,-0.0223242,-0.00688515,0.0220473,-0.0288476,-0.0270712,1.01406,1.02089
12043.9,0.941571,0.122723,5,31,0,-12026.6,0.00136452,1.02235,1.0249,0.023946,-0.00960488,0.0369999,-1.15665,-0.0330085,0.297934,-0.0117491,-0.041294,-0.0454116,-1.86845,-1.12251,0.168273,-0.130245,0.0580034,-0.244044,-4.97067,1.00545,0.0508003,0.088706,0.0665974,-0.0866276,0.0191787,-0.00315803,0.0825264,0.0918627,1.03452,0.98254,0.00136452,1.02235,1.0249,0.023946,-0.00960488,0.0369999,-1.15665,-0.0330085,0.297934,-0.0117491,-0.041294,-0.0454116,-6.86845,-1.12251,0.168273,-0.130245,0.0580034,-0.244044,-9.97067,1.00545,0.0508003,0.088706,0.0665974,-0.0866276,0.0191787,-0.00315803,0.0825264,0.0918627,1.03452,0.98254
12044.4,0.853812,0.122723,5,31,0,-12032.8,-0.0114491,1.02888,0.998315,-0.0140413,0.0209339,0.0527243,-1.20937,-0.00722205,0.246788,-0.0612104,0.0175846,0.00109257,-1.9219,-0.93816,0.16447,-0.445029,-0.23717,-0.10357,-5.03107,0.904954,-0.0348178,0.0751334,0.191529,-0.0526948,0.0092519,-0.0353231,0.00419977,-0.0563476,0.930268,1.01322,-0.0114491,1.02888,0.998315,-0.0140413,0.0209339,0.0527243,-1.20937,-0.00722205,0.246788,-0.0612104,0.0175846,0.00109257,-6.9219,-0.93816,0.16447,-0.445029,-0.23717,-0.10357,-10.0311,0.904954,-0.0348178,0.0751334,0.191529,-0.0526948,0.0092519,-0.0353231,0.00419977,-0.0563476,0.930268,1.01322
12044.1,0.954132,0.122723,5,31,0,-12033.6,-0.0308924,1.0102,1.00721,0.0388969,-0.00387829,0.0676068,-1.23832,-0.00195054,0.268732,-0.00176916,0.0247716,0.0833876,-2.04251,-1.03276,0.130879,-0.308832,0.078674,0.0885132,-5.12735,1.00304,0.00733206,0.0439463,0.148931,0.129098,0.020319,-0.00437816,0.0795488,0.111124,1.02576,1.02297,-0.0308924,1.0102,1.00721,0.0388969,-0.00387829,0.0676068,-1.23832,-0.00195054,0.268732,-0.00176916,0.0247716,0.0833876,-7.04251,-1.03276,0.130879,-0.308832,0.078674,0.0885132,-10.1273,1.00304,0.00733206,0.0439463,0.148931,0.129098,0.020319,-0.00437816,0.0795488,0.111124,1.02576,1.02297
12042.5,0.966071,0.122723,5,63,0,-12031.3,-0.0511268,1.02606,0.982647,-0.0111485,0.0504448,0.0870544,-1.19662,-0.0457856,0.269927,-0.0519524,0.0120061,0.00551053,-1.9075,-0.915877,0.219273,-0.464503,-0.404951,-0.0475957,-5.04259,0.859363,0.0105606,0.197562,0.173161,0.0039119,0.0161852,0.00952647,-0.020142,0.00445935,0.931336,1.02917,-0.0511268,1.02606,0.982647,-0.0111485,0.0504448,0.0870544,-1.19662,-0.0457856,0.269927,-0.0519524,0.0120061,0.00551053,-6.9075,-0.915877,0.219273,-0.464503,-0.404951,-0.0475957,-10.0426,0.859363,0.0105606,0.197562,0.173161,0.0039119,0.0161852,0.00952647,-0.020142,0.00445935,0.931336,1.02917
12046.2,0.996586,0.122723,5,31,0,-12034.8,-0.012227,1.02295,1.03452,0.0145598,0.0184992,0.0487299,-1.15958,-0.0312797,0.304769,0.00240786,-0.0367869,-0.0232961,-1.87766,-1.14398,0.225529,-0.266283,0.0555153,-0.0716331,-4.92602,0.982884,0.0469316,0.186355,-0.10143,-0.0840624,-0.00462336,-0.03997,0.0579782,0.042874,1.00634,1.02889,-0.012227,1.02295,1.03452,0.0145598,0.0184992,0.0487299,-1.15958,-0.0312797,0.304769,0.00240786,-0.0367869,-0.0232961,-6.87766,-1.14398,0.225529,-0.266283,0.0555153,-0.0716331,-9.92602,0.982884,0.0469316,0.186355,-0.10143,-0.0840624,-0.00462336,-0.03997,0.0579782,0.042874,1.00634,1.02889
