# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=1
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
12037.4,1.73726e-14,0.0153119,1,3,1,-12016.3,-0.095974,1.01338,1.01225,-0.0291724,0.0525043,0.164754,-1.20596,-0.0226728,0.309139,-0.0709237,0.00320304,-0.0137658,-2.00436,-1.12995,0.222126,-0.527153,0.312311,-0.0201281,-5.03852,0.950284,0.142473,-0.0403884,0.0765756,-0.0626609,0.0140408,-0.0169085,0.00752398,0.00774089,0.979827,1.0137,-0.095974,1.01338,1.01225,-0.0291724,0.0525043,0.164754,-1.20596,-0.0226728,0.309139,-0.0709237,0.00320304,-0.0137658,-7.00436,-1.12995,0.222126,-0.527153,0.312311,-0.0201281,-10.0385,0.950284,0.142473,-0.0403884,0.0765756,-0.0626609,0.0140408,-0.0169085,0.00752398,0.00774089,0.979827,1.0137
12043.7,0.955274,0.00358636,5,31,0,-12024.7,-0.00356788,1.02936,1.01405,-0.0241836,0.0359786,0.0091571,-1.21164,-0.0167614,0.250071,-0.0791752,0.0472083,-0.00464735,-1.98196,-1.24528,0.226781,-0.522744,0.296202,-0.00864955,-4.97911,1.02803,-0.00142292,0.0782137,0.0967118,-0.0844071,0.0369936,-0.0308072,0.0564134,0.051516,0.971427,0.995023,-0.00356788,1.02936,1.01405,-0.0241836,0.0359786,0.0091571,-1.21164,-0.0167614,0.250071,-0.0791752,0.0472083,-0.00464735,-6.98196,-1.24528,0.226781,-0.522744,0.296202,-0.00864955,-9.97911,1.02803,-0.00142292,0.0782137,0.0967118,-0.0844071,0.0369936,-0.0308072,0.0564134,0.051516,0.971427,0.995023
12042.8,0.970282,0.00493473,7,127,0,-12033.1,-0.00390686,1.03248,0.961939,-0.0234096,0.0359354,0.0149757,-1.19014,-0.0206937,0.290273,-0.0619069,0.0329834,-0.015062,-1.975,-1.21799,0.210275,-0.492198,0.29923,0.0173313,-4.97213,1.0021,0.0103875,0.0919379,0.103441,-0.0824671,0.00991722,-0.00865711,0.0554017,0.0453467,0.939414,1.01432,-0.00390686,1.03248,0.961939,-0.0234096,0.0359354,0.0149757,-1.19014,-0.0206937,0.290273,-0.0619069,0.0329834,-0.015062,-6.975,-1.21799,0.210275,-0.492198,0.29923,0.0173313,-9.97213,1.0021,0.0103875,0.0919379,0.103441,-0.0824671,0.00991722,-0.00865711,0.0554017,0.0453467,0.939414,1.01432
12034.2,0.980728,0.00696002,6,63,0,-12020.9,-0.0631394,1.02815,0.983847,0.0257044,0.0797986,0.103596,-1.23102,-0.0844903,0.269652,0.00568769,0.0305737,0.047946,-2.0412,-1.2228,0.0664614,0.0147924,0.209883,-0.041931,-5.14375,0.885643,0.0799731,0.0973326,0.228497,0.220309,0.0600835,-0.0164902,0.0350255,-0.0570197,0.875405,0.978863,-0.0631394,1.02815,0.983847,0.0257044,0.0797986,0.103596,-1.23102,-0.0844903,0.269652,0.00568769,0.0305737,0.047946,-7.0412,-1.2228,0.0664614,0.0147924,0.209883,-0.041931,-10.1438,0.885643,0.0799731,0.0973326,0.228497,0.220309,0.0600835,-0.0164902,0.0350255,-0.0570197,0.875405,0.978863
12038.1,0.931435,0.00997588,6,63,0,-12017.6,-0.0478811,1.00085,0.963508,-0.0433427,0.0121023,0.060522,-1.25786,-0.0740469,0.281984,-0.0530407,0.0551992,0.0745953,-2.0955,-1.10464,0.200733,-0.503383,-0.0188202,0.177679,-5.10331,0.858126,-0.0155391,0.034497,0.227105,0.027077,0.0216108,-0.052847,0.0501543,-0.0453574,0.867582,1.00957,-0.0478811,1.00085,0.963508,-0.0433427,0.0121023,0.060522,-1.25786,-0.0740469,0.281984,-0.0530407,0.0551992,0.0745953,-7.0955,-1.10464,0.200733,-0.503383,-0.0188202,0.177679,-10.1033,0.858126,-0.0155391,0.034497,0.227105,0.027077,0.0216108,-0.052847,0.0501543,-0.0453574,0.867582,1.00957
12043.4,0.992691,0.104262,6,63,0,-12027.2,-0.0216976,1.06046,0.974333,0.020894,0.0155915,0.0074128,-1.1818,0.0040808,0.279126,-0.0546016,-0.00614741,0.0168108,-1.9356,-0.83454,0.150108,-0.257077,-0.113567,-0.036539,-4.97902,0.958905,0.0900606,0.0976383,0.109334,-0.00738432,-0.00702046,0.00531006,0.0584381,0.0973161,1.00618,1.00615,-0.0216976,1.06046,0.974333,0.020894,0.0155915,0.0074128,-1.1818,0.0040808,0.279126,-0.0546016,-0.00614741,0.0168108,-6.9356,-0.83454,0.150108,-0.257077,-0.113567,-0.036539,-9.97902,0.958905,0.0900606,0.0976383,0.109334,-0.00738432,-0.00702046,0.00531006,0.0584381,0.0973161,1.00618,1.00615
12043.4,0,1.48006,0,1,1,-12031.4,-0.0216976,1.06046,0.974333,0.020894,0.0155915,0.0074128,-1.1818,0.0040808,0.279126,-0.0546016,-0.00614741,0.0168108,-1.9356,-0.83454,0.150108,-0.257077,-0.113567,-0.036539,-4.97902,0.958905,0.0900606,0.0976383,0.109334,-0.00738432,-0.00702046,0.00531006,0.0584381,0.0973161,1.00618,1.00615,-0.0216976,1.06046,0.974333,0.020894,0.0155915,0.0074128,-1.1818,0.0040808,0.279126,-0.0546016,-0.00614741,0.0168108,-6.9356,-0.83454,0.150108,-0.257077,-0.113567,-0.036539,-9.97902,0.958905,0.0900606,0.0976383,0.109334,-0.00738432,-0.00702046,0.00531006,0.0584381,0.0973161,1.00618,1.00615
12038.5,0.858419,0.249149,4,15,0,-12027.7,-0.0664604,0.983487,1.0159,-0.0207836,-0.00044574,0.0983616,-1.13415,-0.0697408,0.245902,-0.031096,0.0219001,-0.0979635,-1.81852,-1.11896,0.155637,-0.439799,-0.0453247,-0.14217,-4.91089,0.893246,-0.0106807,0.17604,0.186572,-0.18674,0.0241007,0.00647069,0.0418515,-0.0440096,0.916024,1.05068,-0.0664604,0.983487,1.0159,-0.0207836,-0.00044574,0.0983616,-1.13415,-0.0697408,0.245902,-0.031096,0.0219001,-0.0979635,-6.81852,-1.11896,0.155637,-0.439799,-0.0453247,-0.14217,-9.91089,0.893246,-0.0106807,0.17604,0.186572,-0.18674,0.0241007,0.00647069,0.0418515,-0.0440096,0.916024,1.05068
12044.8,0.306737,0.2415,4,15,0,-12028.5,-0.0279044,1.0642,1.00764,0.0110786,0.057943,0.0357733,-1.18934,-0.0667701,0.295781,0.00676015,-0.0446204,-0.0229601,-1.95355,-1.18095,0.238574,-0.323912,-0.0644904,-0.177078,-4.99902,0.904405,0.0533509,0.177906,-0.0390799,-0.0170361,-1.12511e-05,-0.0148895,0.0339644,0.0699018,0.966141,1.0095,-0.0279044,1.0642,1.00764,0.0110786,0.057943,0.0357733,-1.18934,-0.0667701,0.295781,0.00676015,-0.0446204,-0.0229601,-6.95355,-1.18095,0.238574,-0.323912,-0.0644904,-0.177078,-9.99902,0.904405,0.0533509,0.177906,-0.0390799,-0.0170361,-1.12511e-05,-0.0148895,0.0339644,0.0699018,0.966141,1.0095
12040,0.991103,0.0530862,6,127,0,-12022.1,-0.0342106,1.04404,1.02217,-0.0188707,0.032248,0.0844076,-1.12029,-0.0118032,0.303876,-0.0272247,-0.0796325,0.00777813,-1.74407,-1.26583,0.244263,-0.31562,-0.0521543,-0.100693,-4.96255,1.0234,0.0738421,0.10653,0.0496697,0.0708441,0.0316868,0.0183606,0.018047,-0.0215564,0.963582,0.927874,-0.0342106,1.04404,1.02217,-0.0188707,0.032248,0.0844076,-1.12029,-0.0118032,0.303876,-0.0272247,-0.0796325,0.00777813,-6.74407,-1.26583,0.244263,-0.31562,-0.0521543,-0.100693,-9.96255,1.0234,0.0738421,0.10653,0.0496697,0.0708441,0.0316868,0.0183606,0.018047,-0.0215564,0.963582,0.927874
12036.9,0.99832,0.082447,6,63,0,-12025.4,-0.00601035,1.03445,0.954546,-0.0196844,0.026883,-0.00696596,-1.15749,-0.0462916,0.28986,0.0688231,-0.0624292,-0.050716,-1.90276,-1.05138,0.194289,-0.168783,-0.117912,-0.165339,-4.93901,0.892945,0.0328889,0.275517,-0.0749643,-0.0646562,0.064178,-0.0269507,0.0490917,0.064511,0.977206,0.891662,-0.00601035,1.03445,0.954546,-0.0196844,0.026883,-0.00696596,-1.15749,-0.0462916,0.28986,0.0688231,-0.0624292,-0.050716,-6.90276,-1.05138,0.194289,-0.168783,-0.117912,-0.165339,-9.93901,0.892945,0.0328889,0.275517,-0.0749643,-0.0646562,0.064178,-0.0269507,0.0490917,0.064511,0.977206,0.891662
12040.8,0.955471,0.141306,5,31,0,-12022.4,-0.02056,1.03108,1.02316,0.020082,0.0306924,0.0493824,-1.14219,-0.0713007,0.266278,0.0233459,-0.0372715,-0.00399906,-1.81721,-1.2401,0.0369707,0.0642921,0.03448,-0.149186,-4.92803,0.881792,0.024184,0.133974,0.11232,-0.067831,0.0408823,-0.0347552,0.0252989,0.0333209,0.878127,0.940005,-0.02056,1.03108,1.02316,0.020082,0.0306924,0.0493824,-1.14219,-0.0713007,0.266278,0.0233459,-0.0372715,-0.00399906,-6.81721,-1.2401,0.0369707,0.0642921,0.03448,-0.149186,-9.92803,0.881792,0.024184,0.133974,0.11232,-0.067831,0.0408823,-0.0347552,0.0252989,0.0333209,0.878127,0.940005
12043.9,0.80652,0.221784,5,63,0,-12025.9,-0.030009,1.04027,0.995111,0.00889197,0.0568097,0.0831037,-1.1514,-0.0217658,0.272387,-0.0400384,-0.0598325,-0.0687146,-1.86142,-0.871419,0.0904477,-0.153062,-0.189694,-0.305932,-4.898,0.928358,0.0416025,0.0422352,-0.078993,-0.0949082,-0.0101979,0.0238197,-0.00211119,0.0367416,1.08505,0.97777,-0.030009,1.04027,0.995111,0.00889197,0.0568097,0.0831037,-1.1514,-0.0217658,0.272387,-0.0400384,-0.0598325,-0.0687146,-6.86142,-0.871419,0.0904477,-0.153062,-0.189694,-0.305932,-9.898,0.928358,0.0416025,0.0422352,-0.078993,-0.0949082,-0.0101979,0.0238197,-0.00211119,0.0367416,1.08505,0.97777
12043.6,0.925721,0.223018,5,31,0,-12028.2,-0.0266086,0.981423,0.996821,-0.0201212,0.0366951,0.0792538,-1.20368,-0.0231041,0.321624,-0.058479,0.0168817,0.0475534,-1.90755,-1.0578,0.338386,-0.411961,-0.00905514,0.0557831,-4.9747,0.963913,0.0833405,0.0189022,0.0835933,-0.0211127,0.0156021,-0.0627635,0.0418505,0.0112771,0.917635,1.01318,-0.0266086,0.981423,0.996821,-0.0201212,0.0366951,0.0792538,-1.20368,-0.0231041,0.321624,-0.058479,0.0168817,0.0475534,-6.90755,-1.0578,0.338386,-0.411961,-0.00905514,0.0557831,-9.9747,0.963913,0.0833405,0.0189022,0.0835933,-0.0211127,0.0156021,-0.0627635,0.0418505,0.0112771,0.917635,1.01318
12048.1,0.27951,0.329247,2,5,0,-12032,-0.0429954,0.983501,0.98942,-0.0275336,0.0297056,0.0573989,-1.19576,-0.033419,0.307151,-0.0378822,-0.00296797,0.0427331,-1.9427,-1.03556,0.309315,-0.534287,-0.0270592,0.102573,-4.97511,0.942454,0.064648,0.0570715,0.0673822,-0.0161811,0.0105122,-0.0602305,0.0238176,0.00200359,0.933328,1.00813,-0.0429954,0.983501,0.98942,-0.0275336,0.0297056,0.0573989,-1.19576,-0.033419,0.307151,-0.0378822,-0.00296797,0.0427331,-6.9427,-1.03556,0.309315,-0.534287,-0.0270592,0.102573,-9.97511,0.942454,0.064648,0.0570715,0.0673822,-0.0161811,0.0105122,-0.0602305,0.0238176,0.00200359,0.933328,1.00813
12042.6,0.958713,0.063388,6,127,0,-12033.2,-0.00988682,1.04136,1.01567,-0.00471667,-0.0117219,0.0779725,-1.23565,-0.00550118,0.31288,-0.00417764,0.0416052,0.0617869,-1.98329,-1.06867,0.223099,-0.156529,0.181612,0.0648533,-5.18864,1.0398,0.0578048,0.142305,0.264392,0.169494,0.0366603,0.00165828,0.0101792,-0.0514512,0.933134,0.995899,-0.00988682,1.04136,1.01567,-0.00471667,-0.0117219,0.0779725,-1.23565,-0.00550118,0.31288,-0.00417764,0.0416052,0.0617869,-6.98329,-1.06867,0.223099,-0.156529,0.181612,0.0648533,-10.1886,1.0398,0.0578048,0.142305,0.264392,0.169494,0.0366603,0.00165828,0.0101792,-0.0514512,0.933134,0.995899
12044.5,0.983249,0.104981,6,63,0,-12030.9,-0.0481825,1.01324,1.0116,0.00299705,0.063857,0.059913,-1.25027,-0.0477205,0.270257,-0.0819233,0.0226087,0.0342182,-2.1196,-1.26391,0.302171,-0.536122,0.19993,0.158906,-5.12308,0.929388,-0.0438749,-0.0221023,0.129063,0.064807,0.0203873,-0.056997,0.0781836,0.0458798,0.926216,0.990141,-0.0481825,1.01324,1.0116,0.00299705,0.063857,0.059913,-1.25027,-0.0477205,0.270257,-0.0819233,0.0226087,0.0342182,-7.1196,-1.26391,0.302171,-0.536122,0.19993,0.158906,-10.1231,0.929388,-0.0438749,-0.0221023,0.129063,0.064807,0.0203873,-0.056997,0.0781836,0.0458798,0.926216,0.990141
12045,0.765678,0.18825,5,31,0,-12034.8,-0.0273902,1.00739,0.997058,-0.00317182,-0.00860863,0.02427,-1.15049,-0.0245541,0.304252,-0.0224041,0.00188809,-0.00460403,-1.83602,-0.78553,0.176485,-0.197368,-0.270259,-0.138019,-4.89438,0.899247,0.0547036,0.0272739,0.0516409,-0.0505046,0.0103545,-0.00813482,0.026023,0.0862346,1.0134,0.969635,-0.0273902,1.00739,0.997058,-0.00317182,-0.00860863,0.02427,-1.15049,-0.0245541,0.304252,-0.0224041,0.00188809,-0.00460403,-6.83602,-0.78553,0.176485,-0.197368,-0.270259,-0.138019,-9.89438,0.899247,0.0547036,0.0272739,0.0516409,-0.0505046,0.0103545,-0.00813482,0.026023,0.0862346,1.0134,0.969635
12040.9,0.857552,0.170328,5,31,0,-12026.9,-0.028811,1.01378,1.01809,0.0241141,0.033503,0.105826,-1.20524,-0.0338381,0.23628,-0.0570398,-0.00627843,0.0451571,-1.94316,-1.14889,0.180657,-0.625341,0.109725,0.0629041,-5.05111,0.959612,-0.0644491,0.235995,0.108915,0.0763814,0.0202334,-0.0452288,0.0281935,0.0295564,0.96335,1.02836,-0.028811,1.01378,1.01809,0.0241141,0.033503,0.105826,-1.20524,-0.0338381,0.23628,-0.0570398,-0.00627843,0.0451571,-6.94316,-1.14889,0.180657,-0.625341,0.109725,0.0629041,-10.0511,0.959612,-0.0644491,0.235995,0.108915,0.0763814,0.0202334,-0.0452288,0.0281935,0.0295564,0.96335,1.02836
12040.8,0.899558,0.205845,5,31,0,-12022.8,-0.0492507,1.03497,1.00247,-0.0569593,0.00990122,0.0538503,-1.20842,-0.00979258,0.284581,-0.0276887,0.00258061,-0.0214214,-1.97702,-0.851566,0.152742,-0.178972,-0.171254,-0.137736,-5.04995,0.906881,0.042364,0.0129766,0.0939027,-0.0146825,0.0282175,0.00687616,0.0118051,0.0998863,1.02135,0.986449,-0.0492507,1.03497,1.00247,-0.0569593,0.00990122,0.0538503,-1.20842,-0.00979258,0.284581,-0.0276887,0.00258061,-0.0214214,-6.97702,-0.851566,0.152742,-0.178972,-0.171254,-0.137736,-10.05,0.906881,0.042364,0.0129766,0.0939027,-0.0146825,0.0282175,0.00687616,0.0118051,0.0998863,1.02135,0.986449
12037,0.175025,0.283107,3,11,1,-12026.5,-0.00508101,1.03668,1.0096,-0.0621496,0.0680934,0.0857371,-1.20807,-0.0141081,0.293544,-0.0555075,0.0272803,-0.0373186,-2.02298,-0.853689,0.121589,-0.175596,-0.148918,-0.100043,-5.00854,0.911655,0.0534916,-0.0263561,0.10425,-0.0111672,0.0190099,0.00751144,0.00597301,0.0716916,1.00111,0.964634,-0.00508101,1.03668,1.0096,-0.0621496,0.0680934,0.0857371,-1.20807,-0.0141081,0.293544,-0.0555075,0.0272803,-0.0373186,-7.02298,-0.853689,0.121589,-0.175596,-0.148918,-0.100043,-10.0085,0.911655,0.0534916,-0.0263561,0.10425,-0.0111672,0.0190099,0.00751144,0.00597301,0.0716916,1.00111,0.964634
12043.7,0.999966,0.0417565,6,127,0,-12027,-0.0140622,1.02333,0.997406,-0.0151829,0.0427413,0.0438786,-1.20639,-0.00352809,0.265282,-0.0556962,0.0233643,0.0383435,-1.92617,-0.904794,0.016546,-0.177617,-0.252433,0.034606,-5.03067,1.01461,0.0742629,-0.0296404,0.260034,-0.0611681,0.0205391,-0.0201941,0.0110633,0.0349571,0.972498,0.970547,-0.0140622,1.02333,0.997406,-0.0151829,0.0427413,0.0438786,-1.20639,-0.00352809,0.265282,-0.0556962,0.0233643,0.0383435,-6.92617,-0.904794,0.016546,-0.177617,-0.252433,0.034606,-10.0307,1.01461,0.0742629,-0.0296404,0.260034,-0.0611681,0.0205391,-0.0201941,0.0110633,0.0349571,0.972498,0.970547
12038.2,0.937988,0.0787591,6,63,0,-12025.5,-0.0808619,1.00407,1.00879,-0.0392299,0.0532401,0.0700447,-1.19066,-0.0674418,0.269207,-0.0210544,-0.0218827,0.0379783,-1.95361,-1.27966,0.196566,-0.456244,-0.00978357,0.134695,-5.15724,0.920479,-0.0200377,0.120793,0.255649,0.240017,0.00267787,0.0210819,0.0530145,0.07513,0.984688,1.0134,-0.0808619,1.00407,1.00879,-0.0392299,0.0532401,0.0700447,-1.19066,-0.0674418,0.269207,-0.0210544,-0.0218827,0.0379783,-6.95361,-1.27966,0.196566,-0.456244,-0.00978357,0.134695,-10.1572,0.920479,-0.0200377,0.120793,0.255649,0.240017,0.00267787,0.0210819,0.0530145,0.07513,0.984688,1.0134
12036.4,0.974246,0.122071,5,63,0,-12021.6,0.0150862,1.02554,1.00117,0.00157583,-0.00521726,0.0688158,-1.1882,-0.00477379,0.268531,-0.0329252,-0.0127993,0.0342127,-1.94188,-0.977994,0.155295,-0.418999,-0.0284835,-0.108821,-4.89312,0.97028,0.0882386,0.0743637,-0.033688,-0.0405757,0.0593233,-0.0333331,0.0392873,0.0433845,0.948652,0.891616,0.0150862,1.02554,1.00117,0.00157583,-0.00521726,0.0688158,-1.1882,-0.00477379,0.268531,-0.0329252,-0.0127993,0.0342127,-6.94188,-0.977994,0.155295,-0.418999,-0.0284835,-0.108821,-9.89312,0.97028,0.0882386,0.0743637,-0.033688,-0.0405757,0.0593233,-0.0333331,0.0392873,0.0433845,0.948652,0.891616
12044.5,0.713448,0.209688,5,31,0,-12021.9,-0.0511572,1.01776,0.996436,-0.0391311,0.041847,0.0840275,-1.2339,-0.0553913,0.261888,-0.00719169,0.0521395,0.0202568,-1.99093,-1.15829,0.325431,-0.454921,0.161396,-0.0610105,-5.08739,0.940981,-0.0389103,0.138999,0.17886,0.0603411,0.0142439,0.00822169,0.0578491,0.0339134,0.960628,1.09829,-0.0511572,1.01776,0.996436,-0.0391311,0.041847,0.0840275,-1.2339,-0.0553913,0.261888,-0.00719169,0.0521395,0.0202568,-6.99093,-1.15829,0.325431,-0.454921,0.161396,-0.0610105,-10.0874,0.940981,-0.0389103,0.138999,0.17886,0.0603411,0.0142439,0.00822169,0.0578491,0.0339134,0.960628,1.09829
12045.3,0.988717,0.164146,5,31,0,-12034.9,-0.0165979,1.02126,1.0152,0.0138432,-0.0148208,0.083833,-1.22282,-0.00159665,0.300617,-0.0911257,0.0402847,0.0219926,-2.02673,-0.966255,0.199762,-0.515058,-0.0887777,0.176106,-5.07637,1.00439,0.048147,-0.0265293,0.138946,0.0033527,-0.00715455,-0.0390721,0.0325708,0.0629615,1.01931,1.00837,-0.0165979,1.02126,1.0152,0.0138432,-0.0148208,0.083833,-1.22282,-0.00159665,0.300617,-0.0911257,0.0402847,0.0219926,-7.02673,-0.966255,0.199762,-0.515058,-0.0887777,0.176106,-10.0764,1.00439,0.048147,-0.0265293,0.138946,0.0033527,-0.00715455,-0.0390721,0.0325708,0.0629615,1.01931,1.00837
12042.3,0.119222,0.291242,3,10,1,-12030,-0.0299623,1.02432,1.01249,0.0127031,-0.0194325,0.0595152,-1.20756,0.011549,0.3034,-0.0919915,0.0388591,0.0178282,-1.98614,-0.997945,0.213894,-0.535744,-0.0833352,0.18816,-5.0263,1.02111,0.0404261,-0.0219445,0.122269,0.0275718,-0.0148174,-0.0314074,0.0383889,0.0571238,0.998081,1.00428,-0.0299623,1.02432,1.01249,0.0127031,-0.0194325,0.0595152,-1.20756,0.011549,0.3034,-0.0919915,0.0388591,0.0178282,-6.98614,-0.997945,0.213894,-0.535744,-0.0833352,0.18816,-10.0263,1.02111,0.0404261,-0.0219445,0.122269,0.0275718,-0.0148174,-0.0314074,0.0383889,0.0571238,0.998081,1.00428
12045,0.999314,0.0400139,7,127,0,-12033.4,-0.0172924,1.0266,1.01448,-0.0112845,0.049913,0.0659246,-1.25093,-0.00885339,0.227792,-0.0628058,0.117514,0.00497169,-2.07178,-0.978951,0.161143,-0.424653,0.191311,-0.0378601,-5.14414,0.968273,-0.0608596,0.00816561,0.2928,0.133953,0.0352237,0.0185071,0.0458442,0.0247081,0.939707,0.997421,-0.0172924,1.0266,1.01448,-0.0112845,0.049913,0.0659246,-1.25093,-0.00885339,0.227792,-0.0628058,0.117514,0.00497169,-7.07178,-0.978951,0.161143,-0.424653,0.191311,-0.0378601,-10.1441,0.968273,-0.0608596,0.00816561,0.2928,0.133953,0.0352237,0.0185071,0.0458442,0.0247081,0.939707,0.997421
12043.6,0.963041,0.0734268,6,63,0,-12028.4,-0.0239942,1.01152,1.04637,-0.0102386,0.0079045,0.0807712,-1.23999,-0.0416506,0.294573,-0.0290658,0.0123819,0.0750667,-2.1086,-1.44396,0.298649,-0.444415,0.421701,0.332922,-5.18216,0.96501,0.0829042,0.0557464,0.256316,0.149876,0.0545139,-0.0335616,0.0338301,0.0310102,0.880576,0.973956,-0.0239942,1.01152,1.04637,-0.0102386,0.0079045,0.0807712,-1.23999,-0.0416506,0.294573,-0.0290658,0.0123819,0.0750667,-7.1086,-1.44396,0.298649,-0.444415,0.421701,0.332922,-10.1822,0.96501,0.0829042,0.0557464,0.256316,0.149876,0.0545139,-0.0335616,0.0338301,0.0310102,0.880576,0.973956
12040.5,0.922486,0.120155,5,31,0,-12028.7,-0.0111301,1.01422,1.00141,0.0151349,-0.030543,0.0521488,-1.26862,-0.0775889,0.284731,-0.0243511,0.0436766,0.0643925,-2.08912,-1.51029,0.329202,-0.523091,0.359127,0.159021,-5.21387,0.896036,-0.0114438,0.0976899,0.220231,0.182616,0.0371585,-0.0574314,0.030371,0.026487,0.855476,0.988232,-0.0111301,1.01422,1.00141,0.0151349,-0.030543,0.0521488,-1.26862,-0.0775889,0.284731,-0.0243511,0.0436766,0.0643925,-7.08912,-1.51029,0.329202,-0.523091,0.359127,0.159021,-10.2139,0.896036,-0.0114438,0.0976899,0.220231,0.182616,0.0371585,-0.0574314,0.030371,0.026487,0.855476,0.988232
12040.3,0.971019,0.173677,5,31,0,-12028.7,-0.0858422,1.00789,1.00504,-0.00320899,0.101021,0.0931331,-1.14974,0.0252801,0.268027,-0.0438874,-0.0488564,-0.0446643,-1.83392,-0.585063,0.170454,-0.339333,-0.521044,-0.295268,-4.93752,0.973401,0.0452049,0.0664811,0.0186237,-0.00163021,-0.017234,0.0365619,0.0186646,0.0724635,1.0663,0.983402,-0.0858422,1.00789,1.00504,-0.00320899,0.101021,0.0931331,-1.14974,0.0252801,0.268027,-0.0438874,-0.0488564,-0.0446643,-6.83392,-0.585063,0.170454,-0.339333,-0.521044,-0.295268,-9.93752,0.973401,0.0452049,0.0664811,0.0186237,-0.00163021,-0.017234,0.0365619,0.0186646,0.0724635,1.0663,0.983402
12039.2,0.138416,0.286269,3,13,0,-12029.9,-0.0861761,1.00409,0.998789,-0.0102712,0.102199,0.0922735,-1.14082,0.0214325,0.272287,-0.0678062,-0.053166,-0.0390246,-1.79842,-0.622584,0.162368,-0.294793,-0.466337,-0.306733,-4.93945,0.973237,0.0587985,0.100952,0.00976056,0.0102559,-0.0165501,0.0250806,0.0074535,0.0614844,1.07764,0.97677,-0.0861761,1.00409,0.998789,-0.0102712,0.102199,0.0922735,-1.14082,0.0214325,0.272287,-0.0678062,-0.053166,-0.0390246,-6.79842,-0.622584,0.162368,-0.294793,-0.466337,-0.306733,-9.93945,0.973237,0.0587985,0.100952,0.00976056,0.0102559,-0.0165501,0.0250806,0.0074535,0.0614844,1.07764,0.97677
12035.6,0.995025,0.0451368,7,127,0,-12016.9,0.02184,1.03119,1.00643,0.0396576,-0.0354636,-0.00277229,-1.13652,-0.0579355,0.26964,-0.00474075,-0.0643371,-0.0778545,-1.84707,-1.04962,0.258547,-0.372987,-0.236492,-0.0586716,-4.85463,0.91726,-0.0231607,0.218415,-0.0878987,-0.241163,-0.0187619,-0.107922,0.0459735,0.0706209,0.868094,1.1156,0.02184,1.03119,1.00643,0.0396576,-0.0354636,-0.00277229,-1.13652,-0.0579355,0.26964,-0.00474075,-0.0643371,-0.0778545,-6.84707,-1.04962,0.258547,-0.372987,-0.236492,-0.0586716,-9.85463,0.91726,-0.0231607,0.218415,-0.0878987,-0.241163,-0.0187619,-0.107922,0.0459735,0.0706209,0.868094,1.1156
