# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=1
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
7092.65,2.8634e-45,0.0179176,1,3,1,-7071.86,-0.649468,-1.33929,-1.77407,0.2481,0.46244,-1.14061,0.83976,-1.33548,1.24161,-0.953279,0.986017,0.148903,1.32843,0.347786,0.837208,-1.54495,1.05371,-1.08103,-2.4646,-1.81913,1.68135,-1.60527,1.32639,-0.370238,0.0982925,0.496082,0.754846,-1.45268,1.03878,-0.731255,-0.649468,-1.33929,-1.77407,0.2481,0.46244,-1.14061,0.83976,-1.33548,1.24161,-0.953279,0.986017,0.148903,-3.67157,0.347786,0.837208,-1.54495,1.05371,-1.08103,-7.4646,-1.81913,1.68135,-1.60527,1.32639,-0.370238,0.0982925,0.496082,0.754846,-1.45268,1.03878,-0.731255
7162.24,0.999538,0.00144197,5,31,0,-7081.51,-0.6441,-1.34259,-1.75955,0.254767,0.465016,-1.14357,0.83708,-1.34301,1.26157,-0.965982,1.00613,0.146459,1.3348,0.362121,0.844071,-1.54206,1.04618,-1.09016,-2.48802,-1.80958,1.6784,-1.59707,1.30934,-0.362657,0.085392,0.489127,0.752015,-1.44594,1.02545,-0.716805,-0.6441,-1.34259,-1.75955,0.254767,0.465016,-1.14357,0.83708,-1.34301,1.26157,-0.965982,1.00613,0.146459,-3.6652,0.362121,0.844071,-1.54206,1.04618,-1.09016,-7.48802,-1.80958,1.6784,-1.59707,1.30934,-0.362657,0.085392,0.489127,0.752015,-1.44594,1.02545,-0.716805
7321.68,1,0.00277599,3,7,0,-7150.07,-0.641027,-1.34521,-1.76589,0.245758,0.462493,-1.14705,0.797954,-1.32797,1.26325,-0.98071,1.05838,0.0947508,1.35399,0.344142,0.878328,-1.52055,1.02527,-1.08038,-2.53712,-1.76268,1.67056,-1.59953,1.2844,-0.335421,0.0732173,0.482625,0.724447,-1.42912,0.986065,-0.672726,-0.641027,-1.34521,-1.76589,0.245758,0.462493,-1.14705,0.797954,-1.32797,1.26325,-0.98071,1.05838,0.0947508,-3.64601,0.344142,0.878328,-1.52055,1.02527,-1.08038,-7.53712,-1.76268,1.67056,-1.59953,1.2844,-0.335421,0.0732173,0.482625,0.724447,-1.42912,0.986065,-0.672726
7606.33,0.94363,0.00538848,3,7,0,-7309.34,-0.632212,-1.33242,-1.73711,0.231544,0.490218,-1.16959,0.724821,-1.2952,1.25594,-1.02763,1.131,0.0152714,1.38337,0.282411,0.872729,-1.47698,0.979177,-1.08086,-2.62314,-1.68401,1.61489,-1.5286,1.23796,-0.290215,0.149955,0.432856,0.66966,-1.36301,0.968192,-0.59243,-0.632212,-1.33242,-1.73711,0.231544,0.490218,-1.16959,0.724821,-1.2952,1.25594,-1.02763,1.131,0.0152714,-3.61663,0.282411,0.872729,-1.47698,0.979177,-1.08086,-7.62314,-1.68401,1.61489,-1.5286,1.23796,-0.290215,0.149955,0.432856,0.66966,-1.36301,0.968192,-0.59243
9174.84,0.800951,0.00878838,3,7,0,-7610.88,-0.812751,-1.0993,-1.48154,0.287864,0.534624,-1.29936,0.293594,-0.836909,1.10772,-1.19672,1.26933,0.136955,1.62815,-0.00540255,0.96902,-1.26213,0.887331,-1.23566,-3.10063,-1.15919,1.39714,-1.17893,0.971803,-0.0252278,0.342384,0.434767,0.0665832,-0.915482,0.762291,0.156737,-0.812751,-1.0993,-1.48154,0.287864,0.534624,-1.29936,0.293594,-0.836909,1.10772,-1.19672,1.26933,0.136955,-3.37185,-0.00540255,0.96902,-1.26213,0.887331,-1.23566,-8.10063,-1.15919,1.39714,-1.17893,0.971803,-0.0252278,0.342384,0.434767,0.0665832,-0.915482,0.762291,0.156737
9381.2,0.987869,0.00921423,2,3,0,-9154.13,-0.874671,-1.04267,-1.41951,0.254846,0.510018,-1.33165,0.300498,-0.793168,1.14207,-1.13856,1.2267,0.115187,1.63936,-0.0483122,1.0105,-1.25791,0.866174,-1.22544,-3.0948,-1.17993,1.37607,-1.1093,0.992791,-0.00341322,0.33336,0.43078,-0.0122307,-0.841169,0.727358,0.248235,-0.874671,-1.04267,-1.41951,0.254846,0.510018,-1.33165,0.300498,-0.793168,1.14207,-1.13856,1.2267,0.115187,-3.36064,-0.0483122,1.0105,-1.25791,0.866174,-1.22544,-8.0948,-1.17993,1.37607,-1.1093,0.992791,-0.00341322,0.33336,0.43078,-0.0122307,-0.841169,0.727358,0.248235
9381.2,0.0420329,0.0172399,1,3,1,-9366.14,-0.874671,-1.04267,-1.41951,0.254846,0.510018,-1.33165,0.300498,-0.793168,1.14207,-1.13856,1.2267,0.115187,1.63936,-0.0483122,1.0105,-1.25791,0.866174,-1.22544,-3.0948,-1.17993,1.37607,-1.1093,0.992791,-0.00341322,0.33336,0.43078,-0.0122307,-0.841169,0.727358,0.248235,-0.874671,-1.04267,-1.41951,0.254846,0.510018,-1.33165,0.300498,-0.793168,1.14207,-1.13856,1.2267,0.115187,-3.36064,-0.0483122,1.0105,-1.25791,0.866174,-1.22544,-8.0948,-1.17993,1.37607,-1.1093,0.992791,-0.00341322,0.33336,0.43078,-0.0122307,-0.841169,0.727358,0.248235
9955.55,0.999408,0.00178492,5,31,0,-9368.79,-0.897477,-0.891399,-1.28097,0.225894,0.428508,-1.42883,0.304158,-0.580013,1.16283,-1.05043,1.1052,0.0319658,1.54911,-0.171371,1.20288,-1.28336,0.86894,-1.24047,-3.15024,-0.992785,1.17938,-0.944787,1.01986,0.229227,0.237703,0.369603,-0.259238,-0.487952,0.680869,0.481033,-0.897477,-0.891399,-1.28097,0.225894,0.428508,-1.42883,0.304158,-0.580013,1.16283,-1.05043,1.1052,0.0319658,-3.45089,-0.171371,1.20288,-1.28336,0.86894,-1.24047,-8.15024,-0.992785,1.17938,-0.944787,1.01986,0.229227,0.237703,0.369603,-0.259238,-0.487952,0.680869,0.481033
10153,0.999927,0.00349254,4,15,0,-9941.1,-0.951931,-0.862524,-1.2044,0.21909,0.397458,-1.43116,0.256662,-0.552378,1.09112,-1.00391,1.09421,0.0345648,1.51149,-0.226207,1.24978,-1.33104,0.867228,-1.15931,-3.21852,-0.815231,1.13065,-0.913854,1.02162,0.24794,0.207406,0.328112,-0.149196,-0.388536,0.713548,0.550258,-0.951931,-0.862524,-1.2044,0.21909,0.397458,-1.43116,0.256662,-0.552378,1.09112,-1.00391,1.09421,0.0345648,-3.48851,-0.226207,1.24978,-1.33104,0.867228,-1.15931,-8.21852,-0.815231,1.13065,-0.913854,1.02162,0.24794,0.207406,0.328112,-0.149196,-0.388536,0.713548,0.550258
10388.2,0.960652,0.00679045,3,7,0,-10131.5,-0.99801,-0.739484,-1.08238,0.185231,0.384758,-1.41464,0.215286,-0.429525,1.09632,-0.951004,1.05772,0.0131401,1.38902,-0.325753,1.2946,-1.38956,0.818701,-1.10584,-3.24745,-0.595079,1.09417,-0.826351,1.05154,0.275136,0.193372,0.278052,-0.15614,-0.271592,0.661698,0.628644,-0.99801,-0.739484,-1.08238,0.185231,0.384758,-1.41464,0.215286,-0.429525,1.09632,-0.951004,1.05772,0.0131401,-3.61098,-0.325753,1.2946,-1.38956,0.818701,-1.10584,-8.24745,-0.595079,1.09417,-0.826351,1.05154,0.275136,0.193372,0.278052,-0.15614,-0.271592,0.661698,0.628644
10411,0.368177,0.0116401,2,3,0,-10380.3,-1.01436,-0.737808,-1.08127,0.166432,0.392212,-1.41905,0.229166,-0.439417,1.09714,-0.945236,1.03526,0.0143288,1.37361,-0.329762,1.29707,-1.39271,0.831257,-1.11229,-3.2336,-0.578824,1.09544,-0.835733,1.05755,0.272469,0.18124,0.272162,-0.135152,-0.261086,0.666607,0.619726,-1.01436,-0.737808,-1.08127,0.166432,0.392212,-1.41905,0.229166,-0.439417,1.09714,-0.945236,1.03526,0.0143288,-3.62639,-0.329762,1.29707,-1.39271,0.831257,-1.11229,-8.2336,-0.578824,1.09544,-0.835733,1.05755,0.272469,0.18124,0.272162,-0.135152,-0.261086,0.666607,0.619726
10563.9,0.990327,0.0034358,4,15,0,-10394.8,-1.00647,-0.66284,-1.07628,0.127241,0.341099,-1.43093,0.217803,-0.431251,1.08693,-0.911282,0.999278,0.00158084,1.2861,-0.387568,1.35209,-1.40924,0.821238,-1.02887,-3.23651,-0.424262,1.02751,-0.842707,1.06144,0.350699,0.157052,0.212194,-0.066992,-0.214749,0.689376,0.592836,-1.00647,-0.66284,-1.07628,0.127241,0.341099,-1.43093,0.217803,-0.431251,1.08693,-0.911282,0.999278,0.00158084,-3.7139,-0.387568,1.35209,-1.40924,0.821238,-1.02887,-8.23651,-0.424262,1.02751,-0.842707,1.06144,0.350699,0.157052,0.212194,-0.066992,-0.214749,0.689376,0.592836
10980.6,0.978563,0.00642127,5,31,0,-10549.5,-1.08055,-0.379775,-0.916239,0.00652639,0.272829,-1.36749,0.193875,-0.269034,1.09011,-0.776113,0.784009,0.00568253,1.03933,-0.65867,1.46982,-1.42057,0.686066,-0.925444,-3.15991,0.0865066,0.892219,-0.720428,1.02759,0.40606,0.101408,0.0217308,-0.0314109,-0.0148532,0.686576,0.583703,-1.08055,-0.379775,-0.916239,0.00652639,0.272829,-1.36749,0.193875,-0.269034,1.09011,-0.776113,0.784009,0.00568253,-3.96067,-0.65867,1.46982,-1.42057,0.686066,-0.925444,-8.15991,0.0865066,0.892219,-0.720428,1.02759,0.40606,0.101408,0.0217308,-0.0314109,-0.0148532,0.686576,0.583703
10982,0.250746,0.0114865,3,7,0,-10964.4,-1.08737,-0.378149,-0.902808,0.00463456,0.28679,-1.3749,0.196564,-0.28849,1.09094,-0.788238,0.766686,0.0253773,1.03619,-0.646734,1.47974,-1.43197,0.701238,-0.92043,-3.18101,0.109246,0.904787,-0.725106,1.02295,0.402474,0.0973796,0.0289326,-0.0552439,-0.00941317,0.680625,0.583281,-1.08737,-0.378149,-0.902808,0.00463456,0.28679,-1.3749,0.196564,-0.28849,1.09094,-0.788238,0.766686,0.0253773,-3.96381,-0.646734,1.47974,-1.43197,0.701238,-0.92043,-8.18101,0.109246,0.904787,-0.725106,1.02295,0.402474,0.0973796,0.0289326,-0.0552439,-0.00941317,0.680625,0.583281
11089.2,0.999599,0.00249963,5,31,0,-10969.1,-1.1033,-0.237584,-0.920514,-0.0731931,0.257863,-1.34955,0.106296,-0.205606,1.06596,-0.689696,0.788572,0.0647067,0.978674,-0.721449,1.51508,-1.40565,0.718325,-0.86073,-3.24801,0.26802,0.915634,-0.754632,0.998192,0.325904,0.100751,-0.0434778,0.0200273,0.0427145,0.683464,0.619585,-1.1033,-0.237584,-0.920514,-0.0731931,0.257863,-1.34955,0.106296,-0.205606,1.06596,-0.689696,0.788572,0.0647067,-4.02133,-0.721449,1.51508,-1.40565,0.718325,-0.86073,-8.24801,0.26802,0.915634,-0.754632,0.998192,0.325904,0.100751,-0.0434778,0.0200273,0.0427145,0.683464,0.619585
11163,1,0.00474578,4,15,0,-11081.4,-1.12198,-0.130714,-0.897438,-0.0878568,0.167938,-1.25725,0.0875659,-0.186362,1.07948,-0.693335,0.71175,-0.0226719,0.865261,-0.745134,1.55103,-1.4296,0.619957,-0.788193,-3.29967,0.349799,0.891855,-0.721005,0.9595,0.308596,0.109127,-0.0546228,-0.0142594,0.0755539,0.635285,0.622121,-1.12198,-0.130714,-0.897438,-0.0878568,0.167938,-1.25725,0.0875659,-0.186362,1.07948,-0.693335,0.71175,-0.0226719,-4.13474,-0.745134,1.55103,-1.4296,0.619957,-0.788193,-8.29967,0.349799,0.891855,-0.721005,0.9595,0.308596,0.109127,-0.0546228,-0.0142594,0.0755539,0.635285,0.622121
11347.8,0.977648,0.00892671,4,15,0,-11149.1,-1.0653,0.258316,-0.709705,-0.205769,0.0464815,-1.08873,-0.109043,-0.113905,1.06093,-0.556191,0.587209,0.00351743,0.477571,-0.850928,1.63392,-1.49628,0.529971,-0.678748,-3.50636,0.554265,0.930698,-0.524362,0.840245,0.210507,0.0719068,-0.0775917,0.0180234,0.0101537,0.706044,0.709582,-1.0653,0.258316,-0.709705,-0.205769,0.0464815,-1.08873,-0.109043,-0.113905,1.06093,-0.556191,0.587209,0.00351743,-4.52243,-0.850928,1.63392,-1.49628,0.529971,-0.678748,-8.50636,0.554265,0.930698,-0.524362,0.840245,0.210507,0.0719068,-0.0775917,0.0180234,0.0101537,0.706044,0.709582
11347.8,7.45863e-05,0.0156058,2,7,1,-11332.1,-1.0653,0.258316,-0.709705,-0.205769,0.0464815,-1.08873,-0.109043,-0.113905,1.06093,-0.556191,0.587209,0.00351743,0.477571,-0.850928,1.63392,-1.49628,0.529971,-0.678748,-3.50636,0.554265,0.930698,-0.524362,0.840245,0.210507,0.0719068,-0.0775917,0.0180234,0.0101537,0.706044,0.709582,-1.0653,0.258316,-0.709705,-0.205769,0.0464815,-1.08873,-0.109043,-0.113905,1.06093,-0.556191,0.587209,0.00351743,-4.52243,-0.850928,1.63392,-1.49628,0.529971,-0.678748,-8.50636,0.554265,0.930698,-0.524362,0.840245,0.210507,0.0719068,-0.0775917,0.0180234,0.0101537,0.706044,0.709582
11427.8,0.997444,0.00177615,6,63,0,-11332.3,-0.975478,0.315952,-0.72081,-0.303929,0.0565506,-0.907692,-0.234736,-0.123643,1.06275,-0.491165,0.494927,0.00518373,0.264051,-0.81911,1.62497,-1.46712,0.435972,-0.592895,-3.64721,0.543444,0.982717,-0.472993,0.62714,0.234857,0.0819097,-0.127925,0.00918034,0.0684195,0.655997,0.755383,-0.975478,0.315952,-0.72081,-0.303929,0.0565506,-0.907692,-0.234736,-0.123643,1.06275,-0.491165,0.494927,0.00518373,-4.73595,-0.81911,1.62497,-1.46712,0.435972,-0.592895,-8.64721,0.543444,0.982717,-0.472993,0.62714,0.234857,0.0819097,-0.127925,0.00918034,0.0684195,0.655997,0.755383
11480.7,0.964059,0.00329435,6,63,0,-11408.2,-1.08863,0.458161,-0.742805,-0.441213,6.90275e-05,-0.800751,-0.273029,-0.108293,1.08455,-0.480167,0.41271,0.000186812,0.112491,-0.932207,1.72451,-1.37797,0.374799,-0.604727,-3.69148,0.638461,0.941103,-0.478866,0.607648,0.114265,0.0502367,-0.0931346,0.00829993,0.010614,0.753162,0.764044,-1.08863,0.458161,-0.742805,-0.441213,6.90275e-05,-0.800751,-0.273029,-0.108293,1.08455,-0.480167,0.41271,0.000186812,-4.88751,-0.932207,1.72451,-1.37797,0.374799,-0.604727,-8.69148,0.638461,0.941103,-0.478866,0.607648,0.114265,0.0502367,-0.0931346,0.00829993,0.010614,0.753162,0.764044
11509,1,0.00551963,4,15,0,-11470.8,-1.02445,0.506915,-0.779005,-0.477204,0.054374,-0.779082,-0.327479,-0.102719,1.06309,-0.47785,0.424886,-0.0211278,0.0587787,-0.947394,1.73342,-1.40147,0.343888,-0.563928,-3.76944,0.639269,0.99838,-0.523727,0.539842,0.0928612,0.0575336,-0.0961499,-0.0226337,0.0399306,0.747604,0.806801,-1.02445,0.506915,-0.779005,-0.477204,0.054374,-0.779082,-0.327479,-0.102719,1.06309,-0.47785,0.424886,-0.0211278,-4.94122,-0.947394,1.73342,-1.40147,0.343888,-0.563928,-8.76944,0.639269,0.99838,-0.523727,0.539842,0.0928612,0.0575336,-0.0961499,-0.0226337,0.0399306,0.747604,0.806801
11527.1,0.224749,0.0101097,4,15,0,-11492.2,-0.991219,0.598574,-0.755832,-0.496467,0.0599275,-0.769014,-0.345143,-0.100248,1.08435,-0.464359,0.390376,-0.0396492,0.028478,-0.877152,1.72287,-1.38836,0.309892,-0.566038,-3.80666,0.658762,0.987155,-0.513163,0.551676,0.050461,0.062562,-0.112577,-0.0302166,0.0393397,0.718195,0.808836,-0.991219,0.598574,-0.755832,-0.496467,0.0599275,-0.769014,-0.345143,-0.100248,1.08435,-0.464359,0.390376,-0.0396492,-4.97152,-0.877152,1.72287,-1.38836,0.309892,-0.566038,-8.80666,0.658762,0.987155,-0.513163,0.551676,0.050461,0.062562,-0.112577,-0.0302166,0.0393397,0.718195,0.808836
