# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=4
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
-23374.5,1,0.000758439,3,7,0,85903.3,0.377147,0.905849,-1.55628,-1.07023,-0.596171,-0.344318,1.97784,-1.0086,1.20388,-0.41071,-0.488253,-0.143745,-0.538481,-1.12404,-1.16933,-1.41462,-1.72537,1.62121,1.08189,1.4422,-0.569925,0.577297,-1.27356,-1.88889,1.79081,-0.18494,1.27634,0.806008,1.62224,0.415079,0.377147,0.905849,-1.55628,-1.07023,-0.596171,-0.344318,1.97784,-1.0086,1.20388,-0.41071,-0.488253,-0.143745,-5.53848,-1.12404,-1.16933,-1.41462,-1.72537,1.62121,-3.91811,1.4422,-0.569925,0.577297,-1.27356,-1.88889,1.79081,-0.18494,1.27634,0.806008,1.62224,0.415079
-3620.69,1,0.00144197,2,3,0,21710.5,0.378077,0.903733,-1.55699,-1.07035,-0.595864,-0.34378,2.19177,-0.914733,1.07694,-0.449143,-0.413121,-0.0482154,-0.604601,-1.14791,-1.12482,-1.40413,-1.74699,1.58527,0.963939,1.37998,-0.504751,0.598409,-1.31951,-1.9394,1.75488,-0.204749,1.29624,0.808389,1.60535,0.403548,0.378077,0.903733,-1.55699,-1.07035,-0.595864,-0.34378,2.19177,-0.914733,1.07694,-0.449143,-0.413121,-0.0482154,-5.6046,-1.14791,-1.12482,-1.40413,-1.74699,1.58527,-4.03606,1.37998,-0.504751,0.598409,-1.31951,-1.9394,1.75488,-0.204749,1.29624,0.808389,1.60535,0.403548
393.776,1,0.00278004,3,7,0,3240.29,0.374564,0.899123,-1.55842,-1.08136,-0.600878,-0.337309,2.3601,-0.809699,0.941157,-0.468124,-0.368519,0.018728,-0.64697,-1.17447,-1.08218,-1.39162,-1.761,1.57881,0.858247,1.30929,-0.430968,0.605218,-1.36053,-1.99375,1.71695,-0.224352,1.30548,0.815663,1.5879,0.391386,0.374564,0.899123,-1.55842,-1.08136,-0.600878,-0.337309,2.3601,-0.809699,0.941157,-0.468124,-0.368519,0.018728,-5.64697,-1.17447,-1.08218,-1.39162,-1.761,1.57881,-4.14175,1.30929,-0.430968,0.605218,-1.36053,-1.99375,1.71695,-0.224352,1.30548,0.815663,1.5879,0.391386
4594.19,1,0.00539629,3,7,0,-601.87,0.37314,0.91384,-1.54709,-1.09352,-0.564968,-0.322734,2.03984,-0.307777,0.253206,-0.484429,-0.576979,-0.0752312,-0.364016,-1.39775,-0.829298,-1.43742,-1.64742,1.60904,0.740217,1.06313,-0.0799134,0.664221,-1.37828,-2.03495,1.57808,-0.346594,1.3579,0.821792,1.5069,0.31385,0.37314,0.91384,-1.54709,-1.09352,-0.564968,-0.322734,2.03984,-0.307777,0.253206,-0.484429,-0.576979,-0.0752312,-5.36402,-1.39775,-0.829298,-1.43742,-1.64742,1.60904,-4.25978,1.06313,-0.0799134,0.664221,-1.37828,-2.03495,1.57808,-0.346594,1.3579,0.821792,1.5069,0.31385
5809.16,0.660692,0.0104922,4,15,0,-4647.79,0.363401,0.891057,-1.53663,-1.02298,-0.558385,-0.327288,1.98867,-0.503628,0.190002,-0.198171,-0.84777,-0.511139,-0.327678,-0.870201,-0.735777,-1.43289,-1.43527,1.68045,0.176733,0.827201,-0.0919726,0.443196,-1.49625,-1.98758,1.36862,-0.314253,1.26215,0.841438,1.37509,0.197422,0.363401,0.891057,-1.53663,-1.02298,-0.558385,-0.327288,1.98867,-0.503628,0.190002,-0.198171,-0.84777,-0.511139,-5.32768,-0.870201,-0.735777,-1.43289,-1.43527,1.68045,-4.82327,0.827201,-0.0919726,0.443196,-1.49625,-1.98758,1.36862,-0.314253,1.26215,0.841438,1.37509,0.197422
5944.86,1,0.00711538,2,3,0,-5803.29,0.370929,0.895409,-1.52876,-1.02194,-0.571045,-0.308994,1.94431,-0.48005,0.177208,-0.219366,-0.896503,-0.526964,-0.302941,-0.819963,-0.747779,-1.37404,-1.4032,1.67541,0.134927,0.783896,-0.0923501,0.454444,-1.5207,-2.00542,1.36289,-0.304349,1.23952,0.84256,1.37662,0.201051,0.370929,0.895409,-1.52876,-1.02194,-0.571045,-0.308994,1.94431,-0.48005,0.177208,-0.219366,-0.896503,-0.526964,-5.30294,-0.819963,-0.747779,-1.37404,-1.4032,1.67541,-4.86507,0.783896,-0.0923501,0.454444,-1.5207,-2.00542,1.36289,-0.304349,1.23952,0.84256,1.37662,0.201051
5944.86,0.00407897,0.013844,2,3,0,-5931.18,0.370929,0.895409,-1.52876,-1.02194,-0.571045,-0.308994,1.94431,-0.48005,0.177208,-0.219366,-0.896503,-0.526964,-0.302941,-0.819963,-0.747779,-1.37404,-1.4032,1.67541,0.134927,0.783896,-0.0923501,0.454444,-1.5207,-2.00542,1.36289,-0.304349,1.23952,0.84256,1.37662,0.201051,0.370929,0.895409,-1.52876,-1.02194,-0.571045,-0.308994,1.94431,-0.48005,0.177208,-0.219366,-0.896503,-0.526964,-5.30294,-0.819963,-0.747779,-1.37404,-1.4032,1.67541,-4.86507,0.783896,-0.0923501,0.454444,-1.5207,-2.00542,1.36289,-0.304349,1.23952,0.84256,1.37662,0.201051
6034.08,0.999445,0.00127852,4,15,0,-5933.22,0.373564,0.91775,-1.53124,-1.01461,-0.545496,-0.313189,1.93328,-0.469725,0.186862,-0.239008,-0.915493,-0.519251,-0.33151,-0.781386,-0.750157,-1.34249,-1.36971,1.68103,0.0876419,0.777669,-0.0688306,0.480284,-1.52313,-2.02637,1.3289,-0.287653,1.21974,0.838036,1.3742,0.184936,0.373564,0.91775,-1.53124,-1.01461,-0.545496,-0.313189,1.93328,-0.469725,0.186862,-0.239008,-0.915493,-0.519251,-5.33151,-0.781386,-0.750157,-1.34249,-1.36971,1.68103,-4.91236,0.777669,-0.0688306,0.480284,-1.52313,-2.02637,1.3289,-0.287653,1.21974,0.838036,1.3742,0.184936
6136.85,1,0.00250844,4,15,0,-6022.62,0.363089,0.908147,-1.55067,-1.01114,-0.549587,-0.304366,1.90771,-0.450078,0.193747,-0.267314,-0.946215,-0.541199,-0.309436,-0.744168,-0.733163,-1.31937,-1.32939,1.68812,0.034807,0.749201,-0.0778343,0.480423,-1.49918,-2.03818,1.29906,-0.260403,1.18591,0.842296,1.35152,0.142254,0.363089,0.908147,-1.55067,-1.01114,-0.549587,-0.304366,1.90771,-0.450078,0.193747,-0.267314,-0.946215,-0.541199,-5.30944,-0.744168,-0.733163,-1.31937,-1.32939,1.68812,-4.96519,0.749201,-0.0778343,0.480423,-1.49918,-2.03818,1.29906,-0.260403,1.18591,0.842296,1.35152,0.142254
6223.52,1,0.00489113,3,7,0,-6118.36,0.354111,0.896701,-1.55767,-0.988376,-0.542213,-0.319382,1.89709,-0.433716,0.182363,-0.260385,-0.959018,-0.547029,-0.332062,-0.683886,-0.735542,-1.30487,-1.27863,1.69143,0.00427921,0.731512,-0.0785264,0.504341,-1.53217,-2.07767,1.29114,-0.222315,1.13299,0.841236,1.33682,0.132928,0.354111,0.896701,-1.55767,-0.988376,-0.542213,-0.319382,1.89709,-0.433716,0.182363,-0.260385,-0.959018,-0.547029,-5.33206,-0.683886,-0.735542,-1.30487,-1.27863,1.69143,-4.99572,0.731512,-0.0785264,0.504341,-1.53217,-2.07767,1.29114,-0.222315,1.13299,0.841236,1.33682,0.132928
6360.96,0.867233,0.00945341,2,3,0,-6210.89,0.339174,0.909849,-1.59152,-0.983288,-0.519481,-0.315106,1.84175,-0.452123,0.164166,-0.25709,-1.02443,-0.557649,-0.321972,-0.616006,-0.691753,-1.26259,-1.23852,1.67146,-0.0857522,0.670047,-0.0963373,0.494596,-1.54563,-2.09901,1.24379,-0.18372,1.1193,0.841278,1.30476,0.115878,0.339174,0.909849,-1.59152,-0.983288,-0.519481,-0.315106,1.84175,-0.452123,0.164166,-0.25709,-1.02443,-0.557649,-5.32197,-0.616006,-0.691753,-1.26259,-1.23852,1.67146,-5.08575,0.670047,-0.0963373,0.494596,-1.54563,-2.09901,1.24379,-0.18372,1.1193,0.841278,1.30476,0.115878
6360.96,0.10797,0.0122236,2,3,0,-6347.3,0.339174,0.909849,-1.59152,-0.983288,-0.519481,-0.315106,1.84175,-0.452123,0.164166,-0.25709,-1.02443,-0.557649,-0.321972,-0.616006,-0.691753,-1.26259,-1.23852,1.67146,-0.0857522,0.670047,-0.0963373,0.494596,-1.54563,-2.09901,1.24379,-0.18372,1.1193,0.841278,1.30476,0.115878,0.339174,0.909849,-1.59152,-0.983288,-0.519481,-0.315106,1.84175,-0.452123,0.164166,-0.25709,-1.02443,-0.557649,-5.32197,-0.616006,-0.691753,-1.26259,-1.23852,1.67146,-5.08575,0.670047,-0.0963373,0.494596,-1.54563,-2.09901,1.24379,-0.18372,1.1193,0.841278,1.30476,0.115878
6365.68,1,0.00170126,5,31,0,-6350.34,0.336201,0.909457,-1.58774,-0.983261,-0.514872,-0.313252,1.84414,-0.451657,0.164619,-0.257337,-1.02523,-0.56419,-0.324847,-0.612929,-0.690402,-1.26838,-1.23574,1.67219,-0.0923969,0.670458,-0.10161,0.494512,-1.5472,-2.09818,1.24346,-0.183039,1.1202,0.8429,1.30819,0.110621,0.336201,0.909457,-1.58774,-0.983261,-0.514872,-0.313252,1.84414,-0.451657,0.164619,-0.257337,-1.02523,-0.56419,-5.32485,-0.612929,-0.690402,-1.26838,-1.23574,1.67219,-5.0924,0.670458,-0.10161,0.494512,-1.5472,-2.09818,1.24346,-0.183039,1.1202,0.8429,1.30819,0.110621
6444.93,1,0.0032757,4,15,0,-6350.4,0.347457,0.916321,-1.58419,-0.937219,-0.540752,-0.31354,1.83755,-0.447645,0.176917,-0.267331,-1.06575,-0.559022,-0.309374,-0.578695,-0.688663,-1.2765,-1.24139,1.68238,-0.147511,0.650839,-0.108589,0.52134,-1.57854,-2.09728,1.20406,-0.133589,1.08153,0.858413,1.26623,0.0808366,0.347457,0.916321,-1.58419,-0.937219,-0.540752,-0.31354,1.83755,-0.447645,0.176917,-0.267331,-1.06575,-0.559022,-5.30937,-0.578695,-0.688663,-1.2765,-1.24139,1.68238,-5.14751,0.650839,-0.108589,0.52134,-1.57854,-2.09728,1.20406,-0.133589,1.08153,0.858413,1.26623,0.0808366
6527.63,1,0.00624248,3,7,0,-6430.7,0.341875,0.921248,-1.57207,-0.926944,-0.557038,-0.316756,1.80608,-0.399363,0.175129,-0.265394,-1.07933,-0.574746,-0.301071,-0.531233,-0.641557,-1.23541,-1.20152,1.69292,-0.178249,0.660065,-0.0483807,0.530946,-1.59495,-2.10038,1.14868,-0.105056,1.03095,0.845386,1.25151,0.061867,0.341875,0.921248,-1.57207,-0.926944,-0.557038,-0.316756,1.80608,-0.399363,0.175129,-0.265394,-1.07933,-0.574746,-5.30107,-0.531233,-0.641557,-1.23541,-1.20152,1.69292,-5.17825,0.660065,-0.0483807,0.530946,-1.59495,-2.10038,1.14868,-0.105056,1.03095,0.845386,1.25151,0.061867
6568.83,0.392684,0.0117732,2,3,0,-6517.09,0.345752,0.925617,-1.57183,-0.942297,-0.552117,-0.304935,1.81265,-0.402509,0.174559,-0.22621,-1.10791,-0.588912,-0.317712,-0.525448,-0.634938,-1.2197,-1.18484,1.69092,-0.214356,0.663645,-0.0301321,0.528729,-1.60458,-2.09698,1.1373,-0.0915229,1.01045,0.831557,1.23906,0.0586392,0.345752,0.925617,-1.57183,-0.942297,-0.552117,-0.304935,1.81265,-0.402509,0.174559,-0.22621,-1.10791,-0.588912,-5.31771,-0.525448,-0.634938,-1.2197,-1.18484,1.69092,-5.21436,0.663645,-0.0301321,0.528729,-1.60458,-2.09698,1.1373,-0.0915229,1.01045,0.831557,1.23906,0.0586392
6651.2,0.99511,0.00393328,3,7,0,-6557.92,0.332162,0.925622,-1.55173,-0.929756,-0.554043,-0.29774,1.78609,-0.369197,0.16488,-0.210335,-1.15691,-0.601915,-0.33644,-0.458932,-0.637112,-1.22675,-1.16953,1.70092,-0.233637,0.619904,-0.049809,0.520174,-1.62175,-2.09019,1.08071,-0.0588644,0.967839,0.826514,1.19474,0.0530642,0.332162,0.925622,-1.55173,-0.929756,-0.554043,-0.29774,1.78609,-0.369197,0.16488,-0.210335,-1.15691,-0.601915,-5.33644,-0.458932,-0.637112,-1.22675,-1.16953,1.70092,-5.23364,0.619904,-0.049809,0.520174,-1.62175,-2.09019,1.08071,-0.0588644,0.967839,0.826514,1.19474,0.0530642
6719.21,0.986917,0.00727231,3,7,0,-6629.61,0.379634,0.925202,-1.51663,-0.93285,-0.514753,-0.29283,1.77077,-0.320845,0.166649,-0.180799,-1.15231,-0.634804,-0.322789,-0.426106,-0.619468,-1.22237,-1.13579,1.69179,-0.316344,0.627193,-0.069141,0.486974,-1.60162,-2.12316,1.02671,-0.0647658,0.907892,0.858877,1.18844,0.0541419,0.379634,0.925202,-1.51663,-0.93285,-0.514753,-0.29283,1.77077,-0.320845,0.166649,-0.180799,-1.15231,-0.634804,-5.32279,-0.426106,-0.619468,-1.22237,-1.13579,1.69179,-5.31634,0.627193,-0.069141,0.486974,-1.60162,-2.12316,1.02671,-0.0647658,0.907892,0.858877,1.18844,0.0541419
6719.21,0.0203045,0.0130096,2,3,0,-6702.55,0.379634,0.925202,-1.51663,-0.93285,-0.514753,-0.29283,1.77077,-0.320845,0.166649,-0.180799,-1.15231,-0.634804,-0.322789,-0.426106,-0.619468,-1.22237,-1.13579,1.69179,-0.316344,0.627193,-0.069141,0.486974,-1.60162,-2.12316,1.02671,-0.0647658,0.907892,0.858877,1.18844,0.0541419,0.379634,0.925202,-1.51663,-0.93285,-0.514753,-0.29283,1.77077,-0.320845,0.166649,-0.180799,-1.15231,-0.634804,-5.32279,-0.426106,-0.619468,-1.22237,-1.13579,1.69179,-5.31634,0.627193,-0.069141,0.486974,-1.60162,-2.12316,1.02671,-0.0647658,0.907892,0.858877,1.18844,0.0541419
6797.44,0.99999,0.00159718,5,31,0,-6709.08,0.370581,0.94888,-1.51591,-0.923411,-0.497611,-0.301001,1.73816,-0.28651,0.165953,-0.186959,-1.21121,-0.678972,-0.3476,-0.380543,-0.642286,-1.21518,-1.13213,1.67794,-0.381271,0.653032,-0.0320601,0.484898,-1.59826,-2.13567,1.00142,-0.00960203,0.889248,0.877327,1.14449,0.0576458,0.370581,0.94888,-1.51591,-0.923411,-0.497611,-0.301001,1.73816,-0.28651,0.165953,-0.186959,-1.21121,-0.678972,-5.3476,-0.380543,-0.642286,-1.21518,-1.13213,1.67794,-5.38127,0.653032,-0.0320601,0.484898,-1.59826,-2.13567,1.00142,-0.00960203,0.889248,0.877327,1.14449,0.0576458
6867.28,0.983705,0.00297064,4,15,0,-6783,0.38628,0.987331,-1.48871,-0.903128,-0.545469,-0.316539,1.73371,-0.258734,0.140686,-0.105908,-1.22748,-0.704515,-0.328155,-0.341984,-0.663792,-1.18798,-1.12708,1.66866,-0.412028,0.650286,-0.0301228,0.49688,-1.5845,-2.12078,0.960884,0.0432468,0.844098,0.865444,1.11193,0.0370849,0.38628,0.987331,-1.48871,-0.903128,-0.545469,-0.316539,1.73371,-0.258734,0.140686,-0.105908,-1.22748,-0.704515,-5.32816,-0.341984,-0.663792,-1.18798,-1.12708,1.66866,-5.41203,0.650286,-0.0301228,0.49688,-1.5845,-2.12078,0.960884,0.0432468,0.844098,0.865444,1.11193,0.0370849
6990.55,0.951658,0.00523218,3,7,0,-6852.5,0.39867,1.02784,-1.44551,-0.86281,-0.538417,-0.318175,1.6848,-0.192739,0.139101,-0.10011,-1.27466,-0.761015,-0.338129,-0.311363,-0.66081,-1.20748,-1.14161,1.6463,-0.559237,0.691652,-0.0289985,0.533814,-1.58756,-2.089,0.926683,0.0731637,0.750637,0.828458,1.06477,0.010984,0.39867,1.02784,-1.44551,-0.86281,-0.538417,-0.318175,1.6848,-0.192739,0.139101,-0.10011,-1.27466,-0.761015,-5.33813,-0.311363,-0.66081,-1.20748,-1.14161,1.6463,-5.55924,0.691652,-0.0289985,0.533814,-1.58756,-2.089,0.926683,0.0731637,0.750637,0.828458,1.06477,0.010984
