# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=2
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
12040.1,0.900971,0.112787,5,63,0,-12026.8,-0.0708662,1.04148,0.985843,0.027793,0.072915,0.0465795,-1.18009,-0.0421886,0.358062,0.0086598,-0.0184809,0.0178694,-1.97673,-1.00558,0.396745,-0.265544,-0.160068,0.128882,-5.01182,0.897239,0.109822,0.193824,0.130394,0.0419565,0.000458131,-0.015627,0.0152033,-0.0619688,0.921975,1.06523,-0.0708662,1.04148,0.985843,0.027793,0.072915,0.0465795,-1.18009,-0.0421886,0.358062,0.0086598,-0.0184809,0.0178694,-6.97673,-1.00558,0.396745,-0.265544,-0.160068,0.128882,-10.0118,0.897239,0.109822,0.193824,0.130394,0.0419565,0.000458131,-0.015627,0.0152033,-0.0619688,0.921975,1.06523
12038.2,0.960914,0.147913,5,31,0,-12020.8,-0.0140318,0.992883,1.01097,-0.085762,0.0111569,0.031197,-1.18884,-0.07046,0.275416,-0.0870902,-0.0261223,0.08458,-1.87616,-1.0326,0.222963,-0.580739,-0.208527,0.0645615,-4.95955,0.893474,-0.00974989,0.0105485,-0.00401678,0.144792,0.051435,-0.0305852,0.051671,0.12607,0.963842,0.907349,-0.0140318,0.992883,1.01097,-0.085762,0.0111569,0.031197,-1.18884,-0.07046,0.275416,-0.0870902,-0.0261223,0.08458,-6.87616,-1.0326,0.222963,-0.580739,-0.208527,0.0645615,-9.95955,0.893474,-0.00974989,0.0105485,-0.00401678,0.144792,0.051435,-0.0305852,0.051671,0.12607,0.963842,0.907349
12036.3,0.45658,0.223414,4,31,0,-12020.9,-0.015598,1.00127,1.01575,-0.0877345,0.0135112,0.0356853,-1.19212,-0.0568369,0.266981,-0.0873557,-0.0325354,0.0698983,-1.85615,-1.03396,0.216438,-0.595445,-0.261035,0.132238,-4.95493,0.880439,-0.0030946,0.000657637,-0.00261869,0.129198,0.0462496,-0.0268967,0.055041,0.133664,0.960793,0.893983,-0.015598,1.00127,1.01575,-0.0877345,0.0135112,0.0356853,-1.19212,-0.0568369,0.266981,-0.0873557,-0.0325354,0.0698983,-6.85615,-1.03396,0.216438,-0.595445,-0.261035,0.132238,-9.95493,0.880439,-0.0030946,0.000657637,-0.00261869,0.129198,0.0462496,-0.0268967,0.055041,0.133664,0.960793,0.893983
12042.7,0.998668,0.0997275,5,31,0,-12020.2,0.00612945,0.98858,0.991139,-0.0141053,-0.00987037,0.00624646,-1.17223,-0.0423874,0.316098,0.00569362,-0.0650279,-0.000854695,-1.86781,-1.02871,0.417587,-0.400445,-0.274727,-0.0788745,-4.95254,0.896014,-0.00690957,0.164648,-0.0486017,0.073811,0.0199728,-0.0209905,0.0707148,-0.00767205,0.951999,0.975406,0.00612945,0.98858,0.991139,-0.0141053,-0.00987037,0.00624646,-1.17223,-0.0423874,0.316098,0.00569362,-0.0650279,-0.000854695,-6.86781,-1.02871,0.417587,-0.400445,-0.274727,-0.0788745,-9.95254,0.896014,-0.00690957,0.164648,-0.0486017,0.073811,0.0199728,-0.0209905,0.0707148,-0.00767205,0.951999,0.975406
12042.9,0.713461,0.164328,5,31,0,-12029.1,-0.0512289,1.04499,1.01025,0.00688079,0.0492888,0.077931,-1.1577,0.00663828,0.273293,-0.0500047,-0.00637654,-0.0885008,-1.83517,-0.760876,-0.0422827,-0.00460644,-0.244372,-0.314224,-4.99202,1.02257,0.0602978,0.044636,0.15469,-0.12024,-0.00709214,-0.0397051,0.0268995,-0.0085415,0.991319,1.03194,-0.0512289,1.04499,1.01025,0.00688079,0.0492888,0.077931,-1.1577,0.00663828,0.273293,-0.0500047,-0.00637654,-0.0885008,-6.83517,-0.760876,-0.0422827,-0.00460644,-0.244372,-0.314224,-9.99202,1.02257,0.0602978,0.044636,0.15469,-0.12024,-0.00709214,-0.0397051,0.0268995,-0.0085415,0.991319,1.03194
12037.9,0.5319,0.136681,5,31,0,-12025.1,-0.0413361,1.04781,0.999807,0.0423003,0.00184386,0.108602,-1.15462,0.0078472,0.271215,-0.0507985,-0.0509061,-0.0714725,-1.87081,-0.784026,0.00498099,-0.0979422,-0.233641,-0.291205,-4.92718,1.02984,0.068527,-0.0315187,0.106799,-0.148841,-0.00332006,-0.0331807,0.00835966,-0.0286846,0.977294,0.988319,-0.0413361,1.04781,0.999807,0.0423003,0.00184386,0.108602,-1.15462,0.0078472,0.271215,-0.0507985,-0.0509061,-0.0714725,-6.87081,-0.784026,0.00498099,-0.0979422,-0.233641,-0.291205,-9.92718,1.02984,0.068527,-0.0315187,0.106799,-0.148841,-0.00332006,-0.0331807,0.00835966,-0.0286846,0.977294,0.988319
12037.9,0.0143209,0.297123,2,4,1,-12021.5,-0.0413361,1.04781,0.999807,0.0423003,0.00184386,0.108602,-1.15462,0.0078472,0.271215,-0.0507985,-0.0509061,-0.0714725,-1.87081,-0.784026,0.00498099,-0.0979422,-0.233641,-0.291205,-4.92718,1.02984,0.068527,-0.0315187,0.106799,-0.148841,-0.00332006,-0.0331807,0.00835966,-0.0286846,0.977294,0.988319,-0.0413361,1.04781,0.999807,0.0423003,0.00184386,0.108602,-1.15462,0.0078472,0.271215,-0.0507985,-0.0509061,-0.0714725,-6.87081,-0.784026,0.00498099,-0.0979422,-0.233641,-0.291205,-9.92718,1.02984,0.068527,-0.0315187,0.106799,-0.148841,-0.00332006,-0.0331807,0.00835966,-0.0286846,0.977294,0.988319
12037.9,0,0.712103,1,2,1,-12020.7,-0.0413361,1.04781,0.999807,0.0423003,0.00184386,0.108602,-1.15462,0.0078472,0.271215,-0.0507985,-0.0509061,-0.0714725,-1.87081,-0.784026,0.00498099,-0.0979422,-0.233641,-0.291205,-4.92718,1.02984,0.068527,-0.0315187,0.106799,-0.148841,-0.00332006,-0.0331807,0.00835966,-0.0286846,0.977294,0.988319,-0.0413361,1.04781,0.999807,0.0423003,0.00184386,0.108602,-1.15462,0.0078472,0.271215,-0.0507985,-0.0509061,-0.0714725,-6.87081,-0.784026,0.00498099,-0.0979422,-0.233641,-0.291205,-9.92718,1.02984,0.068527,-0.0315187,0.106799,-0.148841,-0.00332006,-0.0331807,0.00835966,-0.0286846,0.977294,0.988319
12034.7,0.998916,0.0707568,6,63,0,-12026.2,-0.0461094,1.01018,1.02772,-0.0429875,0.0813952,0.0218969,-1.14468,-0.0755239,0.284598,0.00171702,-0.113183,-0.0484996,-1.77947,-1.35461,0.485637,-0.684751,-0.139174,-0.000104796,-4.99493,0.890291,-0.0464077,0.245477,-0.0180404,0.0211984,0.0480214,-0.0182804,0.0947908,0.0286009,0.926666,0.952801,-0.0461094,1.01018,1.02772,-0.0429875,0.0813952,0.0218969,-1.14468,-0.0755239,0.284598,0.00171702,-0.113183,-0.0484996,-6.77947,-1.35461,0.485637,-0.684751,-0.139174,-0.000104796,-9.99493,0.890291,-0.0464077,0.245477,-0.0180404,0.0211984,0.0480214,-0.0182804,0.0947908,0.0286009,0.926666,0.952801
12037.2,0.989068,0.0738053,6,63,0,-12020.3,-0.0439095,1.02358,1.0526,-0.0369446,0.0761436,0.0938495,-1.14132,-0.0554312,0.278714,-0.00309487,-0.037391,0.019061,-1.73207,-1.20502,0.454514,-0.704848,-0.0935532,-0.106541,-5.03399,0.89983,-0.0302484,0.141334,0.164093,0.109071,0.0326708,0.000858521,0.0439796,0.074315,0.976651,0.952098,-0.0439095,1.02358,1.0526,-0.0369446,0.0761436,0.0938495,-1.14132,-0.0554312,0.278714,-0.00309487,-0.037391,0.019061,-6.73207,-1.20502,0.454514,-0.704848,-0.0935532,-0.106541,-10.034,0.89983,-0.0302484,0.141334,0.164093,0.109071,0.0326708,0.000858521,0.0439796,0.074315,0.976651,0.952098
12038.9,0.903296,0.0970031,6,63,0,-12022.3,-0.0155233,1.05199,0.967898,0.0145849,-0.0127023,0.0513347,-1.19189,-0.0277347,0.272174,-0.0228055,0.0710667,-0.0204914,-1.89921,-0.945213,0.0337832,-0.0700038,-0.124274,-0.101457,-4.90017,0.897867,0.0897763,0.108299,0.087999,-0.129422,-0.0119397,-0.00221458,0.0100329,0.0876916,1.04072,1.06267,-0.0155233,1.05199,0.967898,0.0145849,-0.0127023,0.0513347,-1.19189,-0.0277347,0.272174,-0.0228055,0.0710667,-0.0204914,-6.89921,-0.945213,0.0337832,-0.0700038,-0.124274,-0.101457,-9.90017,0.897867,0.0897763,0.108299,0.087999,-0.129422,-0.0119397,-0.00221458,0.0100329,0.0876916,1.04072,1.06267
12045.3,0.993496,0.113734,5,63,0,-12027,-0.0685712,1.00833,1.04291,-0.0120844,0.0884856,0.100437,-1.19424,-0.0613754,0.256487,-0.0307599,-0.0498247,0.00647948,-1.88027,-0.954065,0.104463,-0.310373,-0.439022,-0.078654,-5.0514,0.859355,-0.0170537,0.0961382,0.018621,0.141185,-0.00141546,-0.000102621,0.0226845,0.0402003,0.9876,1.03737,-0.0685712,1.00833,1.04291,-0.0120844,0.0884856,0.100437,-1.19424,-0.0613754,0.256487,-0.0307599,-0.0498247,0.00647948,-6.88027,-0.954065,0.104463,-0.310373,-0.439022,-0.078654,-10.0514,0.859355,-0.0170537,0.0961382,0.018621,0.141185,-0.00141546,-0.000102621,0.0226845,0.0402003,0.9876,1.03737
12044.3,0.545567,0.188347,4,31,0,-12028,-0.0494116,0.990938,1.03762,-0.0289229,0.0398478,0.0929792,-1.16447,-0.081202,0.295855,-0.0285826,-0.0343821,-0.00784157,-1.92852,-1.08809,0.180104,-0.225177,-0.083082,0.0153183,-4.99929,0.918391,0.076963,0.0333062,0.147014,-0.0438939,-0.0134995,-0.0121458,0.0231389,0.0682617,0.983051,1.03224,-0.0494116,0.990938,1.03762,-0.0289229,0.0398478,0.0929792,-1.16447,-0.081202,0.295855,-0.0285826,-0.0343821,-0.00784157,-6.92852,-1.08809,0.180104,-0.225177,-0.083082,0.0153183,-9.99929,0.918391,0.076963,0.0333062,0.147014,-0.0438939,-0.0134995,-0.0121458,0.0231389,0.0682617,0.983051,1.03224
12040.5,0.975929,0.0814977,6,63,0,-12029.8,-0.0460296,1.0383,0.958941,0.0245213,0.0426925,0.0563171,-1.21117,0.00423935,0.294745,0.00713546,0.00421621,0.0625774,-2.00388,-1.04642,0.291199,-0.328458,-0.0537028,0.14882,-5.07969,0.937985,0.00742063,0.154281,0.101835,0.220048,0.0607557,0.0226696,0.0291118,0.0150175,0.94937,0.947559,-0.0460296,1.0383,0.958941,0.0245213,0.0426925,0.0563171,-1.21117,0.00423935,0.294745,0.00713546,0.00421621,0.0625774,-7.00388,-1.04642,0.291199,-0.328458,-0.0537028,0.14882,-10.0797,0.937985,0.00742063,0.154281,0.101835,0.220048,0.0607557,0.0226696,0.0291118,0.0150175,0.94937,0.947559
12045.4,0.82264,0.136832,5,31,0,-12029.9,-0.014758,1.0103,1.03016,-0.0392305,0.0141754,0.0449616,-1.2007,-0.00609577,0.269043,-0.00715723,0.013439,-0.00197944,-1.87742,-0.749537,0.0963186,-0.215042,-0.263679,-0.218996,-5.08051,0.945247,0.0298455,0.178557,0.214116,0.0401652,8.6929e-05,-0.018228,0.0484336,0.0585653,0.991012,0.985858,-0.014758,1.0103,1.03016,-0.0392305,0.0141754,0.0449616,-1.2007,-0.00609577,0.269043,-0.00715723,0.013439,-0.00197944,-6.87742,-0.749537,0.0963186,-0.215042,-0.263679,-0.218996,-10.0805,0.945247,0.0298455,0.178557,0.214116,0.0401652,8.6929e-05,-0.018228,0.0484336,0.0585653,0.991012,0.985858
12041.4,0.965821,0.144801,4,15,0,-12030.5,-0.0316931,1.01637,1.01576,-0.00970965,-0.0188746,0.108955,-1.21258,-0.0305272,0.258852,0.005892,0.0437467,-0.0234729,-1.92963,-0.816927,0.136968,-0.201954,-0.326822,-0.054211,-5.18185,0.943254,-0.0369793,0.0640844,0.362668,0.0370248,0.0157101,0.0178045,0.0224823,0.0983312,0.961521,1.0151,-0.0316931,1.01637,1.01576,-0.00970965,-0.0188746,0.108955,-1.21258,-0.0305272,0.258852,0.005892,0.0437467,-0.0234729,-6.92963,-0.816927,0.136968,-0.201954,-0.326822,-0.054211,-10.1819,0.943254,-0.0369793,0.0640844,0.362668,0.0370248,0.0157101,0.0178045,0.0224823,0.0983312,0.961521,1.0151
12041.4,0.00659874,0.243603,4,15,0,-12033.1,-0.0316931,1.01637,1.01576,-0.00970965,-0.0188746,0.108955,-1.21258,-0.0305272,0.258852,0.005892,0.0437467,-0.0234729,-1.92963,-0.816927,0.136968,-0.201954,-0.326822,-0.054211,-5.18185,0.943254,-0.0369793,0.0640844,0.362668,0.0370248,0.0157101,0.0178045,0.0224823,0.0983312,0.961521,1.0151,-0.0316931,1.01637,1.01576,-0.00970965,-0.0188746,0.108955,-1.21258,-0.0305272,0.258852,0.005892,0.0437467,-0.0234729,-6.92963,-0.816927,0.136968,-0.201954,-0.326822,-0.054211,-10.1819,0.943254,-0.0369793,0.0640844,0.362668,0.0370248,0.0157101,0.0178045,0.0224823,0.0983312,0.961521,1.0151
12034.6,0.998755,0.0199308,7,255,0,-12023,-0.0547026,0.981154,1.02705,-0.0331237,0.0732731,0.0876152,-1.22015,-0.0214522,0.274116,-0.101702,0.0500173,0.045626,-1.97485,-0.673146,0.250295,-0.664465,-0.309724,-0.0565579,-5.08,0.805366,0.0222223,0.0596684,0.325316,0.0667374,0.03023,0.0226491,0.0908816,0.0556306,0.954208,1.01535,-0.0547026,0.981154,1.02705,-0.0331237,0.0732731,0.0876152,-1.22015,-0.0214522,0.274116,-0.101702,0.0500173,0.045626,-6.97485,-0.673146,0.250295,-0.664465,-0.309724,-0.0565579,-10.08,0.805366,0.0222223,0.0596684,0.325316,0.0667374,0.03023,0.0226491,0.0908816,0.0556306,0.954208,1.01535
12030.7,0.991822,0.0378354,7,127,0,-12013.1,-0.0899414,1.0314,1.02322,-0.041677,0.0835884,0.132276,-1.22804,-0.0797339,0.2152,-0.0436048,-0.0456533,0.0759958,-2.04831,-1.38771,0.131293,-0.399499,0.144073,0.0901052,-5.12588,0.845041,-0.079785,-0.0166768,0.0729283,0.117893,-0.0238697,-0.0292848,0.0624703,0.0849005,1.04548,1.06136,-0.0899414,1.0314,1.02322,-0.041677,0.0835884,0.132276,-1.22804,-0.0797339,0.2152,-0.0436048,-0.0456533,0.0759958,-7.04831,-1.38771,0.131293,-0.399499,0.144073,0.0901052,-10.1259,0.845041,-0.079785,-0.0166768,0.0729283,0.117893,-0.0238697,-0.0292848,0.0624703,0.0849005,1.04548,1.06136
12035.4,0.994746,0.0703826,6,63,0,-12014.9,-0.0507629,1.03269,0.997039,0.0619811,0.0392159,0.0763575,-1.23908,-0.0508274,0.210516,0.00214663,-0.0218554,0.10683,-2.00609,-0.971053,0.0637932,-0.178003,-0.211949,0.137013,-5.03276,0.824854,-0.0173341,0.24404,0.039688,0.00814565,0.0173525,-0.0109213,0.0273653,-9.45077e-05,0.975042,1.03808,-0.0507629,1.03269,0.997039,0.0619811,0.0392159,0.0763575,-1.23908,-0.0508274,0.210516,0.00214663,-0.0218554,0.10683,-7.00609,-0.971053,0.0637932,-0.178003,-0.211949,0.137013,-10.0328,0.824854,-0.0173341,0.24404,0.039688,0.00814565,0.0173525,-0.0109213,0.0273653,-9.45077e-05,0.975042,1.03808
12035.1,0.999405,0.131858,5,31,0,-12019.3,-0.0670358,1.04172,0.983514,0.0279403,0.0703733,0.0874886,-1.1284,-0.0937934,0.261059,0.0263729,-0.0830406,0.00770219,-1.79269,-0.856392,0.122341,-0.0580657,-0.634701,-0.0910436,-4.95149,0.754882,-0.0722543,0.272399,0.0613215,0.200594,0.00368256,0.0247376,0.0191284,0.00629352,0.970505,0.966228,-0.0670358,1.04172,0.983514,0.0279403,0.0703733,0.0874886,-1.1284,-0.0937934,0.261059,0.0263729,-0.0830406,0.00770219,-6.79269,-0.856392,0.122341,-0.0580657,-0.634701,-0.0910436,-9.95149,0.754882,-0.0722543,0.272399,0.0613215,0.200594,0.00368256,0.0247376,0.0191284,0.00629352,0.970505,0.966228
12035.1,0.00703062,0.249435,3,9,1,-12020.8,-0.0670358,1.04172,0.983514,0.0279403,0.0703733,0.0874886,-1.1284,-0.0937934,0.261059,0.0263729,-0.0830406,0.00770219,-1.79269,-0.856392,0.122341,-0.0580657,-0.634701,-0.0910436,-4.95149,0.754882,-0.0722543,0.272399,0.0613215,0.200594,0.00368256,0.0247376,0.0191284,0.00629352,0.970505,0.966228,-0.0670358,1.04172,0.983514,0.0279403,0.0703733,0.0874886,-1.1284,-0.0937934,0.261059,0.0263729,-0.0830406,0.00770219,-6.79269,-0.856392,0.122341,-0.0580657,-0.634701,-0.0910436,-9.95149,0.754882,-0.0722543,0.272399,0.0613215,0.200594,0.00368256,0.0247376,0.0191284,0.00629352,0.970505,0.966228
12040.5,0.998239,0.0221194,7,255,0,-12022.2,-0.00777332,1.02178,1.04161,-0.0160217,0.0312596,0.0428603,-1.14594,-0.0232849,0.275134,-0.0572892,-0.0993874,-0.0584419,-1.85874,-1.01637,0.124004,-0.326096,-0.148347,-0.0860922,-4.85901,0.996653,-0.0247233,0.0485637,-0.195128,-0.186705,0.00661069,-0.00425621,0.0710783,0.124681,0.978143,1.03679,-0.00777332,1.02178,1.04161,-0.0160217,0.0312596,0.0428603,-1.14594,-0.0232849,0.275134,-0.0572892,-0.0993874,-0.0584419,-6.85874,-1.01637,0.124004,-0.326096,-0.148347,-0.0860922,-9.85901,0.996653,-0.0247233,0.0485637,-0.195128,-0.186705,0.00661069,-0.00425621,0.0710783,0.124681,0.978143,1.03679
12040.6,0.990911,0.0420211,6,63,0,-12028.1,-0.00799505,1.0547,1.0101,0.0154145,-0.026154,0.0829135,-1.11595,-0.0434443,0.282629,-0.0698311,-0.0794025,-0.0468979,-1.71729,-1.14957,0.331097,-0.556862,-0.238481,-0.240424,-4.86801,0.944784,-0.000315499,0.133518,-0.0202894,-0.022172,-0.000554456,-0.029396,0.029251,0.00142171,1.03302,0.982839,-0.00799505,1.0547,1.0101,0.0154145,-0.026154,0.0829135,-1.11595,-0.0434443,0.282629,-0.0698311,-0.0794025,-0.0468979,-6.71729,-1.14957,0.331097,-0.556862,-0.238481,-0.240424,-9.86801,0.944784,-0.000315499,0.133518,-0.0202894,-0.022172,-0.000554456,-0.029396,0.029251,0.00142171,1.03302,0.982839
12039.1,0.868365,0.0774599,5,63,0,-12017.1,0.0540117,1.01551,1.05089,0.0359829,-0.072905,-0.00414622,-1.21943,-0.000829691,0.266691,-0.0792778,0.0781301,0.00797946,-1.96678,-0.91179,0.139297,-0.422785,-0.100484,-0.0196968,-5.00824,0.998975,0.0305815,0.0460152,0.159121,-0.128391,0.027058,-0.020192,0.0402926,0.104747,0.936438,1.06386,0.0540117,1.01551,1.05089,0.0359829,-0.072905,-0.00414622,-1.21943,-0.000829691,0.266691,-0.0792778,0.0781301,0.00797946,-6.96678,-0.91179,0.139297,-0.422785,-0.100484,-0.0196968,-10.0082,0.998975,0.0305815,0.0460152,0.159121,-0.128391,0.027058,-0.020192,0.0402926,0.104747,0.936438,1.06386
12041.4,0.953389,0.0979584,6,63,0,-12025.1,-0.0358021,1.0439,0.9846,0.00261051,0.0126327,0.0459142,-1.21198,-0.0383289,0.242125,-0.0531044,0.00909625,0.052222,-1.9705,-1.04367,0.12976,-0.279721,0.0193851,-0.0283492,-5.09015,0.963365,-0.0342382,0.19619,0.129999,0.211194,0.0100002,-0.0538732,0.0445574,-0.0526937,0.967348,0.985323,-0.0358021,1.0439,0.9846,0.00261051,0.0126327,0.0459142,-1.21198,-0.0383289,0.242125,-0.0531044,0.00909625,0.052222,-6.9705,-1.04367,0.12976,-0.279721,0.0193851,-0.0283492,-10.0902,0.963365,-0.0342382,0.19619,0.129999,0.211194,0.0100002,-0.0538732,0.0445574,-0.0526937,0.967348,0.985323
12041.1,0.647099,0.15916,5,31,0,-12028.9,-0.00640154,0.987971,1.00106,-0.0200088,0.0135525,0.0435971,-1.23943,-0.0194045,0.321727,-0.00952311,-0.00132427,0.0565535,-2.00649,-0.964244,0.227587,-0.38323,-0.200878,0.0656653,-5.02508,0.900188,0.12516,0.12057,0.056869,0.0111108,0.0185601,0.0427717,0.0414074,-0.0171376,0.998431,1.03163,-0.00640154,0.987971,1.00106,-0.0200088,0.0135525,0.0435971,-1.23943,-0.0194045,0.321727,-0.00952311,-0.00132427,0.0565535,-7.00649,-0.964244,0.227587,-0.38323,-0.200878,0.0656653,-10.0251,0.900188,0.12516,0.12057,0.056869,0.0111108,0.0185601,0.0427717,0.0414074,-0.0171376,0.998431,1.03163
12041.9,0.947406,0.103786,5,31,0,-12031.2,-0.0255963,1.00499,1.01029,-0.0339484,0.0285131,0.0245932,-1.2167,-0.0473529,0.28475,-0.0332983,0.0343773,0.0235281,-2.02116,-0.920022,0.21879,-0.27763,-0.0905568,0.0922942,-5.0369,0.921026,0.116767,0.169268,0.128921,-0.0173993,0.0281517,0.0564937,0.0326096,0.0494235,1.02731,1.01038,-0.0255963,1.00499,1.01029,-0.0339484,0.0285131,0.0245932,-1.2167,-0.0473529,0.28475,-0.0332983,0.0343773,0.0235281,-7.02116,-0.920022,0.21879,-0.27763,-0.0905568,0.0922942,-10.0369,0.921026,0.116767,0.169268,0.128921,-0.0173993,0.0281517,0.0564937,0.0326096,0.0494235,1.02731,1.01038
12046.1,0.910652,0.164482,5,31,0,-12026.3,-0.037081,1.05558,1.00352,0.0106059,0.0196268,0.126275,-1.16691,-0.0308353,0.247149,-0.0611198,-0.0518103,0.0172479,-1.9095,-0.963607,0.145196,-0.417269,-0.137817,-0.123939,-4.99582,0.928101,-0.0300932,0.0988677,0.0693222,0.094756,0.0055379,-0.0252874,0.0599105,0.0266734,0.966988,1.034,-0.037081,1.05558,1.00352,0.0106059,0.0196268,0.126275,-1.16691,-0.0308353,0.247149,-0.0611198,-0.0518103,0.0172479,-6.9095,-0.963607,0.145196,-0.417269,-0.137817,-0.123939,-9.99582,0.928101,-0.0300932,0.0988677,0.0693222,0.094756,0.0055379,-0.0252874,0.0599105,0.0266734,0.966988,1.034
12040.6,0.0820898,0.232536,4,15,0,-12029.7,-0.071279,1.01978,1.03885,-0.00898504,0.073722,0.0857607,-1.19454,-0.0548881,0.244582,-0.0636193,-0.036175,0.0147741,-1.90747,-0.966122,0.207119,-0.597914,-0.317885,-0.146291,-5.02489,0.900458,-0.0961593,-0.00651244,0.0391252,0.165853,-0.0308866,-0.0258551,0.0474845,0.0567615,1.00248,1.02971,-0.071279,1.01978,1.03885,-0.00898504,0.073722,0.0857607,-1.19454,-0.0548881,0.244582,-0.0636193,-0.036175,0.0147741,-6.90747,-0.966122,0.207119,-0.597914,-0.317885,-0.146291,-10.0249,0.900458,-0.0961593,-0.00651244,0.0391252,0.165853,-0.0308866,-0.0258551,0.0474845,0.0567615,1.00248,1.02971
12036.9,0.996934,0.0300227,7,127,0,-12019.1,0.0329653,1.03984,0.994529,-0.0180668,-0.0320869,0.0250919,-1.15119,0.0139884,0.322527,0.0186915,-0.0176356,-0.10173,-1.87308,-0.827584,0.246553,-0.0450863,-0.221593,-0.209338,-4.92826,1.01631,0.0703875,0.16772,0.0617756,-0.201195,0.0197597,0.0671513,0.0526734,0.012333,1.03872,1.04447,0.0329653,1.03984,0.994529,-0.0180668,-0.0320869,0.0250919,-1.15119,0.0139884,0.322527,0.0186915,-0.0176356,-0.10173,-6.87308,-0.827584,0.246553,-0.0450863,-0.221593,-0.209338,-9.92826,1.01631,0.0703875,0.16772,0.0617756,-0.201195,0.0197597,0.0671513,0.0526734,0.012333,1.03872,1.04447
12039.4,0.998667,0.0548095,6,63,0,-12025.2,0.03998,0.998556,1.00976,-0.0214024,-0.00698625,-0.0347108,-1.13731,0.00358051,0.279681,0.0102409,-0.0210265,-0.049028,-1.74888,-0.843949,0.209524,-0.37965,-0.21958,-0.428929,-4.92478,0.970948,0.0556215,0.102539,0.0506796,-0.055627,0.0163802,0.0291223,0.0393694,0.172787,1.02485,1.00354,0.03998,0.998556,1.00976,-0.0214024,-0.00698625,-0.0347108,-1.13731,0.00358051,0.279681,0.0102409,-0.0210265,-0.049028,-6.74888,-0.843949,0.209524,-0.37965,-0.21958,-0.428929,-9.92478,0.970948,0.0556215,0.102539,0.0506796,-0.055627,0.0163802,0.0291223,0.0393694,0.172787,1.02485,1.00354
12040.2,0.935724,0.0995521,5,31,0,-12025.6,-0.014039,1.06069,1.02557,0.0309163,-0.0128966,0.116074,-1.12883,-0.00701384,0.311613,-0.0277468,-0.102917,-0.0317368,-1.80916,-0.814443,0.288468,-0.383209,-0.431252,-0.101609,-4.89745,0.954646,0.122605,0.13575,0.0330609,-0.145625,0.0156331,0.000387522,0.006767,-0.0857539,0.996392,0.974139,-0.014039,1.06069,1.02557,0.0309163,-0.0128966,0.116074,-1.12883,-0.00701384,0.311613,-0.0277468,-0.102917,-0.0317368,-6.80916,-0.814443,0.288468,-0.383209,-0.431252,-0.101609,-9.89745,0.954646,0.122605,0.13575,0.0330609,-0.145625,0.0156331,0.000387522,0.006767,-0.0857539,0.996392,0.974139
