# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=5
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_5.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
12036.7,0.761775,0.273876,4,31,0,-12022,-0.00190093,1.02328,0.963015,-0.00323715,-0.0101581,0.0576217,-1.19703,-0.0153205,0.278054,0.0216091,-0.0178485,-0.0240595,-1.96359,-1.12308,0.298351,-0.348363,0.136615,-0.153893,-5.03848,0.917443,-0.0344804,0.096167,0.133192,-0.0857914,-0.00121162,-0.0478923,0.0169658,0.0685146,0.973841,0.972579,-0.00190093,1.02328,0.963015,-0.00323715,-0.0101581,0.0576217,-1.19703,-0.0153205,0.278054,0.0216091,-0.0178485,-0.0240595,-6.96359,-1.12308,0.298351,-0.348363,0.136615,-0.153893,-10.0385,0.917443,-0.0344804,0.096167,0.133192,-0.0857914,-0.00121162,-0.0478923,0.0169658,0.0685146,0.973841,0.972579
12043.6,0.957454,0.241844,5,31,0,-12024.8,-0.0226556,1.01295,0.977294,0.00452393,0.0140059,0.053302,-1.19915,-0.037306,0.253803,-0.0118587,-0.0104632,-0.035433,-1.94614,-1.03018,0.234901,-0.521589,-0.203376,0.0362167,-5.06227,1.00278,-0.0351361,0.196773,0.117554,0.00754363,0.0364959,-0.0231787,0.0488423,0.0676427,0.937657,1.01077,-0.0226556,1.01295,0.977294,0.00452393,0.0140059,0.053302,-1.19915,-0.037306,0.253803,-0.0118587,-0.0104632,-0.035433,-6.94614,-1.03018,0.234901,-0.521589,-0.203376,0.0362167,-10.0623,1.00278,-0.0351361,0.196773,0.117554,0.00754363,0.0364959,-0.0231787,0.0488423,0.0676427,0.937657,1.01077
12043.6,0.164365,0.398875,2,5,1,-12031.3,-0.0226556,1.01295,0.977294,0.00452393,0.0140059,0.053302,-1.19915,-0.037306,0.253803,-0.0118587,-0.0104632,-0.035433,-1.94614,-1.03018,0.234901,-0.521589,-0.203376,0.0362167,-5.06227,1.00278,-0.0351361,0.196773,0.117554,0.00754363,0.0364959,-0.0231787,0.0488423,0.0676427,0.937657,1.01077,-0.0226556,1.01295,0.977294,0.00452393,0.0140059,0.053302,-1.19915,-0.037306,0.253803,-0.0118587,-0.0104632,-0.035433,-6.94614,-1.03018,0.234901,-0.521589,-0.203376,0.0362167,-10.0623,1.00278,-0.0351361,0.196773,0.117554,0.00754363,0.0364959,-0.0231787,0.0488423,0.0676427,0.937657,1.01077
12040.6,0.991537,0.054238,7,127,0,-12028,-0.0515082,1.01306,1.04254,-0.0027695,0.018537,0.139415,-1.18233,-0.0437957,0.273461,-0.0229048,-0.062345,-0.0162651,-1.9641,-0.97395,0.0421688,-0.147296,-0.20159,-0.111806,-4.99763,0.873167,0.0617738,0.0603113,0.107113,-0.152841,0.0150793,0.0126127,0.0144717,0.0912619,1.03653,1.03083,-0.0515082,1.01306,1.04254,-0.0027695,0.018537,0.139415,-1.18233,-0.0437957,0.273461,-0.0229048,-0.062345,-0.0162651,-6.9641,-0.97395,0.0421688,-0.147296,-0.20159,-0.111806,-9.99763,0.873167,0.0617738,0.0603113,0.107113,-0.152841,0.0150793,0.0126127,0.0144717,0.0912619,1.03653,1.03083
12046.5,0.974105,0.100707,6,63,0,-12026.1,-0.0308544,1.0289,1.00396,-0.00801211,0.0584113,0.0184464,-1.19358,-0.0206517,0.257109,-0.0549371,-0.0520536,-0.0143558,-1.90829,-1.03022,0.251898,-0.577895,-0.184992,-0.0469611,-4.98033,0.964209,-0.0122534,0.0219236,-0.0500072,-0.0250018,0.0113027,-0.0357349,0.0149843,0.0381471,0.927972,1.02762,-0.0308544,1.0289,1.00396,-0.00801211,0.0584113,0.0184464,-1.19358,-0.0206517,0.257109,-0.0549371,-0.0520536,-0.0143558,-6.90829,-1.03022,0.251898,-0.577895,-0.184992,-0.0469611,-9.98033,0.964209,-0.0122534,0.0219236,-0.0500072,-0.0250018,0.0113027,-0.0357349,0.0149843,0.0381471,0.927972,1.02762
12044.9,0.942031,0.176697,4,31,0,-12030.3,-0.0309188,1.03182,1.0069,-0.0254302,0.0553881,0.0676975,-1.19326,-0.0530222,0.282064,-0.0312196,-0.053432,0.0143432,-1.90196,-1.04843,0.184818,-0.283829,-0.0986285,-0.227856,-4.96093,0.909506,0.030572,0.0368978,-0.0534912,0.00486695,0.0327094,-0.0179667,0.00776909,0.0624554,0.964207,1.04681,-0.0309188,1.03182,1.0069,-0.0254302,0.0553881,0.0676975,-1.19326,-0.0530222,0.282064,-0.0312196,-0.053432,0.0143432,-6.90196,-1.04843,0.184818,-0.283829,-0.0986285,-0.227856,-9.96093,0.909506,0.030572,0.0368978,-0.0534912,0.00486695,0.0327094,-0.0179667,0.00776909,0.0624554,0.964207,1.04681
12032.5,0.0176876,0.27955,4,15,0,-12014.6,-0.070787,1.04393,1.01957,-0.0271729,0.00211576,0.125355,-1.21886,-0.0299177,0.287582,-0.0072789,-0.025132,0.0111457,-1.93652,-1.04915,0.207594,-0.310934,0.0180422,-0.290321,-4.95461,0.955475,0.0356033,0.0448207,-0.025068,-0.00999666,0.0353032,-0.00633449,0.0177966,0.088038,0.930483,1.05101,-0.070787,1.04393,1.01957,-0.0271729,0.00211576,0.125355,-1.21886,-0.0299177,0.287582,-0.0072789,-0.025132,0.0111457,-6.93652,-1.04915,0.207594,-0.310934,0.0180422,-0.290321,-9.95461,0.955475,0.0356033,0.0448207,-0.025068,-0.00999666,0.0353032,-0.00633449,0.0177966,0.088038,0.930483,1.05101
12046.8,0.999973,0.0256209,7,191,0,-12020.8,-0.0699699,1.00004,1.01254,-0.0482156,0.0882428,0.101681,-1.18024,-0.0182619,0.277222,-0.0423278,0.059096,-0.0342101,-1.90716,-0.975422,0.073656,-0.179824,-0.0208271,-0.107805,-5.00534,0.921182,0.0319518,0.0652694,0.16913,0.00611142,0.0230581,0.0243891,0.0163762,-0.00394961,0.97984,1.00781,-0.0699699,1.00004,1.01254,-0.0482156,0.0882428,0.101681,-1.18024,-0.0182619,0.277222,-0.0423278,0.059096,-0.0342101,-6.90716,-0.975422,0.073656,-0.179824,-0.0208271,-0.107805,-10.0053,0.921182,0.0319518,0.0652694,0.16913,0.00611142,0.0230581,0.0243891,0.0163762,-0.00394961,0.97984,1.00781
12042.8,0.999373,0.0489289,6,63,0,-12033.9,0.00470836,1.03584,1.01224,0.000489072,-0.00892988,0.0374855,-1.21549,-0.0834143,0.237023,-0.00192803,0.0224981,-0.0398583,-2.01536,-1.16391,0.0724181,-0.319936,0.0457439,-0.0508279,-4.96749,0.862636,-0.0738524,0.148965,0.0360369,-0.1559,0.0308646,-0.0583881,0.0365892,0.0275087,0.911531,0.996604,0.00470836,1.03584,1.01224,0.000489072,-0.00892988,0.0374855,-1.21549,-0.0834143,0.237023,-0.00192803,0.0224981,-0.0398583,-7.01536,-1.16391,0.0724181,-0.319936,0.0457439,-0.0508279,-9.96749,0.862636,-0.0738524,0.148965,0.0360369,-0.1559,0.0308646,-0.0583881,0.0365892,0.0275087,0.911531,0.996604
12043.6,0.978123,0.0925271,6,63,0,-12032.1,-0.0581738,1.03124,1.01714,0.00800049,0.0772479,0.085454,-1.1833,-0.00231864,0.297651,-0.0233571,-0.0637603,0.041716,-1.84486,-0.768058,0.234122,-0.300084,-0.456293,-0.136671,-5.07399,1.01164,0.0637483,0.131679,0.126274,0.161748,0.00379628,0.0525421,0.0456657,0.0378417,1.04919,0.998024,-0.0581738,1.03124,1.01714,0.00800049,0.0772479,0.085454,-1.1833,-0.00231864,0.297651,-0.0233571,-0.0637603,0.041716,-6.84486,-0.768058,0.234122,-0.300084,-0.456293,-0.136671,-10.074,1.01164,0.0637483,0.131679,0.126274,0.161748,0.00379628,0.0525421,0.0456657,0.0378417,1.04919,0.998024
12040.7,0.937616,0.162703,5,31,0,-12028.7,0.0374823,1.0406,0.982226,-0.0194263,-0.0287865,-0.0015268,-1.17529,-0.0437773,0.270913,-0.118946,0.0230909,-0.0119971,-1.87887,-0.949116,0.190715,-0.56213,-0.0832149,-0.0511196,-4.86931,0.926556,-0.0115594,-0.130084,0.0203722,-0.176838,-0.0064857,-0.0413634,0.0380427,0.0694777,0.948451,1.05736,0.0374823,1.0406,0.982226,-0.0194263,-0.0287865,-0.0015268,-1.17529,-0.0437773,0.270913,-0.118946,0.0230909,-0.0119971,-6.87887,-0.949116,0.190715,-0.56213,-0.0832149,-0.0511196,-9.86931,0.926556,-0.0115594,-0.130084,0.0203722,-0.176838,-0.0064857,-0.0413634,0.0380427,0.0694777,0.948451,1.05736
12044.9,0.95681,0.251452,4,15,0,-12030.3,-0.062218,1.04841,1.00121,-0.0235743,0.064434,0.0942007,-1.15171,-0.0172364,0.317826,-0.0220028,-0.0834712,-0.00121558,-1.82001,-0.880607,0.322542,-0.406635,-0.364441,-0.0604444,-4.98387,1.00768,0.0840622,0.139711,0.010992,0.0242186,-0.0145438,0.0223321,0.0360933,0.0984864,1.06094,1.02236,-0.062218,1.04841,1.00121,-0.0235743,0.064434,0.0942007,-1.15171,-0.0172364,0.317826,-0.0220028,-0.0834712,-0.00121558,-6.82001,-0.880607,0.322542,-0.406635,-0.364441,-0.0604444,-9.98387,1.00768,0.0840622,0.139711,0.010992,0.0242186,-0.0145438,0.0223321,0.0360933,0.0984864,1.06094,1.02236
12044.9,2.57056e-05,0.408574,2,4,1,-12033.8,-0.062218,1.04841,1.00121,-0.0235743,0.064434,0.0942007,-1.15171,-0.0172364,0.317826,-0.0220028,-0.0834712,-0.00121558,-1.82001,-0.880607,0.322542,-0.406635,-0.364441,-0.0604444,-4.98387,1.00768,0.0840622,0.139711,0.010992,0.0242186,-0.0145438,0.0223321,0.0360933,0.0984864,1.06094,1.02236,-0.062218,1.04841,1.00121,-0.0235743,0.064434,0.0942007,-1.15171,-0.0172364,0.317826,-0.0220028,-0.0834712,-0.00121558,-6.82001,-0.880607,0.322542,-0.406635,-0.364441,-0.0604444,-9.98387,1.00768,0.0840622,0.139711,0.010992,0.0242186,-0.0145438,0.0223321,0.0360933,0.0984864,1.06094,1.02236
12047.4,0.99838,0.0398648,7,127,0,-12035.2,-0.0380022,0.984184,1.02367,-0.0243447,0.0433127,0.0660157,-1.14623,-0.0132016,0.27826,-0.0772084,-0.0588877,-0.014157,-1.7829,-0.818519,0.2582,-0.603177,-0.40692,-0.160235,-4.92379,0.916216,-0.00241962,0.0467184,-0.00733257,0.0321829,0.0192714,0.0154524,0.0709225,0.0579716,0.985029,0.981929,-0.0380022,0.984184,1.02367,-0.0243447,0.0433127,0.0660157,-1.14623,-0.0132016,0.27826,-0.0772084,-0.0588877,-0.014157,-6.7829,-0.818519,0.2582,-0.603177,-0.40692,-0.160235,-9.92379,0.916216,-0.00241962,0.0467184,-0.00733257,0.0321829,0.0192714,0.0154524,0.0709225,0.0579716,0.985029,0.981929
12046.8,0.974225,0.073698,6,127,0,-12034.3,-0.0247343,1.02297,1.01313,0.0338985,0.0377118,0.0331052,-1.17896,-0.0308785,0.26701,-0.0224137,-0.000594961,-0.0485837,-1.94212,-1.16597,0.107123,-0.190458,0.158473,-0.120249,-4.9558,0.973641,0.026607,0.188868,0.0628917,-0.142881,0.026492,-0.0189394,0.0334689,-0.0242691,0.901019,1.05125,-0.0247343,1.02297,1.01313,0.0338985,0.0377118,0.0331052,-1.17896,-0.0308785,0.26701,-0.0224137,-0.000594961,-0.0485837,-6.94212,-1.16597,0.107123,-0.190458,0.158473,-0.120249,-9.9558,0.973641,0.026607,0.188868,0.0628917,-0.142881,0.026492,-0.0189394,0.0334689,-0.0242691,0.901019,1.05125
12049.3,0.964273,0.125813,5,31,0,-12037.8,-0.0334096,1.01489,1.0156,-0.0307834,0.0429248,0.050645,-1.18983,-0.0241255,0.272593,-0.0656534,-0.0238426,0.0197112,-1.90253,-0.807443,0.121022,-0.390083,-0.23338,-0.149925,-4.99663,0.958502,0.0391856,0.0335096,0.0664156,0.0805204,0.0180309,-0.028624,0.0183372,0.0827343,0.982042,0.955943,-0.0334096,1.01489,1.0156,-0.0307834,0.0429248,0.050645,-1.18983,-0.0241255,0.272593,-0.0656534,-0.0238426,0.0197112,-6.90253,-0.807443,0.121022,-0.390083,-0.23338,-0.149925,-9.99663,0.958502,0.0391856,0.0335096,0.0664156,0.0805204,0.0180309,-0.028624,0.0183372,0.0827343,0.982042,0.955943
12043.9,0.559614,0.206923,4,31,0,-12033,-0.0502771,1.01899,1.00198,-0.0422843,0.0754986,0.0522037,-1.20178,-0.0109045,0.299332,0.00585424,-0.0209796,0.0507076,-1.93745,-0.977073,0.329227,-0.231307,-0.230414,0.113422,-5.05833,0.967306,0.00830593,0.14726,0.0978511,0.071175,0.0266699,-0.0241141,0.0983153,0.0922265,0.934759,1.00383,-0.0502771,1.01899,1.00198,-0.0422843,0.0754986,0.0522037,-1.20178,-0.0109045,0.299332,0.00585424,-0.0209796,0.0507076,-6.93745,-0.977073,0.329227,-0.231307,-0.230414,0.113422,-10.0583,0.967306,0.00830593,0.14726,0.0978511,0.071175,0.0266699,-0.0241141,0.0983153,0.0922265,0.934759,1.00383
12036.3,0.983272,0.107264,6,63,0,-12025.7,-0.00734538,1.02262,1.01661,0.00910486,0.0153004,0.0637116,-1.20543,-0.0402687,0.278816,-0.131837,0.0031013,0.0543489,-1.92541,-1.13482,0.0478594,-0.334784,0.0368727,-0.0148366,-4.98682,0.943853,0.0373889,-0.205379,0.0860298,-0.0920798,0.00404981,-0.0337724,-0.0490577,0.00465145,1.0179,1.00487,-0.00734538,1.02262,1.01661,0.00910486,0.0153004,0.0637116,-1.20543,-0.0402687,0.278816,-0.131837,0.0031013,0.0543489,-6.92541,-1.13482,0.0478594,-0.334784,0.0368727,-0.0148366,-9.98682,0.943853,0.0373889,-0.205379,0.0860298,-0.0920798,0.00404981,-0.0337724,-0.0490577,0.00465145,1.0179,1.00487
12036.5,0.878243,0.184832,4,15,0,-12022.8,-0.0296313,1.04634,1.01586,0.00713599,-0.000740754,0.0567809,-1.18934,-0.0406763,0.260186,-0.12711,-0.00354607,0.0251778,-2.00098,-1.04087,0.0938687,-0.387851,0.0294616,-0.00749158,-4.97559,0.975968,0.035205,-0.110725,0.0193415,0.0578169,-0.0108105,-0.0305276,-0.0626077,-0.0046301,1.03537,1.01276,-0.0296313,1.04634,1.01586,0.00713599,-0.000740754,0.0567809,-1.18934,-0.0406763,0.260186,-0.12711,-0.00354607,0.0251778,-7.00098,-1.04087,0.0938687,-0.387851,0.0294616,-0.00749158,-9.97559,0.975968,0.035205,-0.110725,0.0193415,0.0578169,-0.0108105,-0.0305276,-0.0626077,-0.0046301,1.03537,1.01276
12027.9,0.675401,0.235568,4,15,0,-12013.7,-0.0182474,1.04669,0.992986,-0.0111012,0.0363869,0.0897742,-1.1927,0.00489458,0.271847,-0.100891,-0.0488985,0.00493061,-2.01446,-1.04451,-0.0619467,-0.235445,0.00604135,0.027917,-4.97074,0.950855,0.0637871,0.0311236,-0.0455615,-0.10618,-0.0152342,-0.0230625,-0.0276529,-0.138531,1.05742,0.975609,-0.0182474,1.04669,0.992986,-0.0111012,0.0363869,0.0897742,-1.1927,0.00489458,0.271847,-0.100891,-0.0488985,0.00493061,-7.01446,-1.04451,-0.0619467,-0.235445,0.00604135,0.027917,-9.97074,0.950855,0.0637871,0.0311236,-0.0455615,-0.10618,-0.0152342,-0.0230625,-0.0276529,-0.138531,1.05742,0.975609
12036.2,0.948473,0.170777,5,31,0,-12016.3,-0.0160852,0.994562,1.05907,0.0149949,0.0339447,0.0683162,-1.16436,0.000554635,0.295384,0.0590574,-0.0118557,-0.0198357,-1.78176,-0.80138,0.188563,-0.122369,-0.34215,-0.258233,-5.03099,0.932342,0.0752698,0.204045,0.218471,0.00867257,0.0385492,-0.0343466,0.0748933,0.156405,0.880937,1.01197,-0.0160852,0.994562,1.05907,0.0149949,0.0339447,0.0683162,-1.16436,0.000554635,0.295384,0.0590574,-0.0118557,-0.0198357,-6.78176,-0.80138,0.188563,-0.122369,-0.34215,-0.258233,-10.031,0.932342,0.0752698,0.204045,0.218471,0.00867257,0.0385492,-0.0343466,0.0748933,0.156405,0.880937,1.01197
12043.4,0.848428,0.262942,4,15,0,-12026.3,0.00360719,1.0628,0.975606,-0.0110777,-0.0217492,0.0348278,-1.17415,0.0140958,0.267987,-0.0469783,0.0209409,-0.0563024,-1.89648,-0.934207,0.220276,-0.415467,0.0211112,-0.241988,-4.97316,0.985102,0.0439071,0.0828867,0.152088,-0.167816,0.00941267,-0.0205531,0.0200152,-0.0152726,1.01439,1.03963,0.00360719,1.0628,0.975606,-0.0110777,-0.0217492,0.0348278,-1.17415,0.0140958,0.267987,-0.0469783,0.0209409,-0.0563024,-6.89648,-0.934207,0.220276,-0.415467,0.0211112,-0.241988,-9.97316,0.985102,0.0439071,0.0828867,0.152088,-0.167816,0.00941267,-0.0205531,0.0200152,-0.0152726,1.01439,1.03963
12042.4,0.340735,0.306328,4,15,0,-12029.4,-0.0835267,0.979069,0.978731,-0.0165364,0.0385707,0.0764057,-1.18325,-0.0206874,0.323988,-0.00991549,0.00410902,-0.0410293,-1.92526,-0.958548,0.308233,-0.298038,-0.0693365,-0.166565,-4.97393,0.995368,0.0969302,0.13751,0.0459839,-0.0307414,0.00504445,-0.0121773,0.00536657,-0.00987343,0.91268,1.02892,-0.0835267,0.979069,0.978731,-0.0165364,0.0385707,0.0764057,-1.18325,-0.0206874,0.323988,-0.00991549,0.00410902,-0.0410293,-6.92526,-0.958548,0.308233,-0.298038,-0.0693365,-0.166565,-9.97393,0.995368,0.0969302,0.13751,0.0459839,-0.0307414,0.00504445,-0.0121773,0.00536657,-0.00987343,0.91268,1.02892
12041.5,0.93722,0.0906737,6,63,0,-12030,-0.0760723,1.09765,0.99764,0.0105684,0.100667,0.0405641,-1.16344,-0.0368141,0.296163,-0.0384698,-0.0405084,0.0177928,-1.8553,-1.05267,0.225892,-0.315273,-0.0596154,-0.0455052,-4.95347,0.902413,0.0712968,0.160011,0.0541598,-0.00357605,0.0203248,-0.045453,0.037905,0.00718259,0.944227,0.995759,-0.0760723,1.09765,0.99764,0.0105684,0.100667,0.0405641,-1.16344,-0.0368141,0.296163,-0.0384698,-0.0405084,0.0177928,-6.8553,-1.05267,0.225892,-0.315273,-0.0596154,-0.0455052,-9.95347,0.902413,0.0712968,0.160011,0.0541598,-0.00357605,0.0203248,-0.045453,0.037905,0.00718259,0.944227,0.995759
12036.8,0.993013,0.13474,6,63,0,-12022.7,-0.0194683,1.01066,1.04395,-0.0553966,-0.0282566,0.089731,-1.17873,-0.0270829,0.267182,-0.060921,0.007105,-0.0549007,-1.90238,-0.818961,0.174362,-0.555533,-0.285991,-0.210828,-4.96406,0.871847,0.0353326,0.180557,0.0338113,-0.0637102,-0.0230227,0.0991718,0.0508925,0.103706,1.14683,1.07666,-0.0194683,1.01066,1.04395,-0.0553966,-0.0282566,0.089731,-1.17873,-0.0270829,0.267182,-0.060921,0.007105,-0.0549007,-6.90238,-0.818961,0.174362,-0.555533,-0.285991,-0.210828,-9.96406,0.871847,0.0353326,0.180557,0.0338113,-0.0637102,-0.0230227,0.0991718,0.0508925,0.103706,1.14683,1.07666
12033.5,0.762024,0.230645,4,15,0,-12020.8,-0.00267875,1.0326,1.01015,0.00468398,-0.00761606,0.0448564,-1.19347,-0.0669025,0.285456,-0.0579752,0.013482,-0.0176088,-1.93481,-0.760954,0.190889,-0.40409,-0.452747,-0.158559,-5.01413,0.842288,-0.0434857,-0.075448,0.205916,-0.140328,-0.0437881,0.0918139,0.0861095,0.0930056,1.17438,1.09307,-0.00267875,1.0326,1.01015,0.00468398,-0.00761606,0.0448564,-1.19347,-0.0669025,0.285456,-0.0579752,0.013482,-0.0176088,-6.93481,-0.760954,0.190889,-0.40409,-0.452747,-0.158559,-10.0141,0.842288,-0.0434857,-0.075448,0.205916,-0.140328,-0.0437881,0.0918139,0.0861095,0.0930056,1.17438,1.09307
12040.2,0.697238,0.213247,5,31,0,-12022.1,0.00591653,1.02087,0.983453,-0.013009,0.0297059,0.0141223,-1.19749,-0.0164623,0.307255,0.0030915,-0.0158189,0.0190141,-1.93518,-1.26254,0.28455,-0.428248,0.213572,0.0374967,-5.0744,0.985795,0.0552864,0.0575417,0.125145,0.148687,0.0308673,-0.0888763,0.0394113,0.0626622,0.849677,1.04132,0.00591653,1.02087,0.983453,-0.013009,0.0297059,0.0141223,-1.19749,-0.0164623,0.307255,0.0030915,-0.0158189,0.0190141,-6.93518,-1.26254,0.28455,-0.428248,0.213572,0.0374967,-10.0744,0.985795,0.0552864,0.0575417,0.125145,0.148687,0.0308673,-0.0888763,0.0394113,0.0626622,0.849677,1.04132
12042,1,0.166698,5,31,0,-12031.5,-0.0420957,1.0595,1.03226,0.0679999,0.0777139,0.0574056,-1.19418,-0.0357787,0.271531,-0.0284185,0.0107896,-0.0184179,-1.94597,-0.854806,0.0278011,-0.223982,-0.31202,-0.200664,-4.99425,0.872129,0.0491353,0.089166,0.0623947,0.0397276,-0.00873079,0.0719496,0.039594,0.0865951,1.08323,1.00036,-0.0420957,1.0595,1.03226,0.0679999,0.0777139,0.0574056,-1.19418,-0.0357787,0.271531,-0.0284185,0.0107896,-0.0184179,-6.94597,-0.854806,0.0278011,-0.223982,-0.31202,-0.200664,-9.99425,0.872129,0.0491353,0.089166,0.0623947,0.0397276,-0.00873079,0.0719496,0.039594,0.0865951,1.08323,1.00036
12047.1,0.600565,0.28639,4,15,0,-12033,-0.016115,1.01725,1.03502,0.00302035,-0.0068538,0.0994821,-1.18397,-0.0215658,0.290353,-0.0257975,-0.0298134,0.0150524,-1.93395,-0.996069,0.176289,-0.342831,-0.241513,0.0258692,-4.97394,0.956755,-0.00612891,0.123344,0.020861,-0.0225157,0.0109398,0.0157961,0.0158663,-0.00144854,1.05527,1.0249,-0.016115,1.01725,1.03502,0.00302035,-0.0068538,0.0994821,-1.18397,-0.0215658,0.290353,-0.0257975,-0.0298134,0.0150524,-6.93395,-0.996069,0.176289,-0.342831,-0.241513,0.0258692,-9.97394,0.956755,-0.00612891,0.123344,0.020861,-0.0225157,0.0109398,0.0157961,0.0158663,-0.00144854,1.05527,1.0249
12045.2,0.996392,0.174892,5,31,0,-12035.5,-0.0310387,1.00612,0.992563,0.0179179,0.037683,0.0510133,-1.22418,-0.029293,0.256446,-0.0838932,0.0595181,0.0162185,-1.92564,-1.16858,0.264715,-0.569825,0.138444,0.0104223,-5.07644,0.965137,-0.0243993,-0.0365215,0.216877,0.0137702,0.0310074,-0.0388138,0.0602543,0.109728,0.877067,0.995104,-0.0310387,1.00612,0.992563,0.0179179,0.037683,0.0510133,-1.22418,-0.029293,0.256446,-0.0838932,0.0595181,0.0162185,-6.92564,-1.16858,0.264715,-0.569825,0.138444,0.0104223,-10.0764,0.965137,-0.0243993,-0.0365215,0.216877,0.0137702,0.0310074,-0.0388138,0.0602543,0.109728,0.877067,0.995104
12039,0.447387,0.295115,4,31,0,-12027.6,-0.0468396,1.04889,0.983809,-0.0185345,0.0389733,0.0530397,-1.1868,-0.0512885,0.275751,-0.00989964,0.0390313,-0.0237742,-2.01917,-1.31271,0.285532,-0.401255,0.500338,0.0299472,-5.07209,0.903112,0.0535711,0.168505,0.140538,0.0110398,0.0285614,-0.0180316,0.0203669,-0.0194214,0.929488,0.941759,-0.0468396,1.04889,0.983809,-0.0185345,0.0389733,0.0530397,-1.1868,-0.0512885,0.275751,-0.00989964,0.0390313,-0.0237742,-7.01917,-1.31271,0.285532,-0.401255,0.500338,0.0299472,-10.0721,0.903112,0.0535711,0.168505,0.140538,0.0110398,0.0285614,-0.0180316,0.0203669,-0.0194214,0.929488,0.941759
12039.5,0.950539,0.12319,4,31,0,-12017.5,-0.0544778,1.05275,0.982642,-0.0101892,0.0311117,0.0702486,-1.18191,-0.0502246,0.285785,-0.0239666,0.0412995,-0.0381651,-2.02468,-1.26817,0.277376,-0.364449,0.411695,0.0632469,-5.07698,0.904691,0.0480778,0.180198,0.138848,0.0363813,0.0294032,-0.015206,0.0204335,-0.00565413,0.95579,0.982167,-0.0544778,1.05275,0.982642,-0.0101892,0.0311117,0.0702486,-1.18191,-0.0502246,0.285785,-0.0239666,0.0412995,-0.0381651,-7.02468,-1.26817,0.277376,-0.364449,0.411695,0.0632469,-10.077,0.904691,0.0480778,0.180198,0.138848,0.0363813,0.0294032,-0.015206,0.0204335,-0.00565413,0.95579,0.982167
12040.4,0.919327,0.184273,5,31,0,-12024.8,-0.0534465,1.02163,1.0191,-0.016899,0.0406251,0.114111,-1.23351,-0.0691632,0.302636,-0.0620496,0.0449881,0.0600501,-1.97026,-1.35446,0.285312,-0.571973,0.212915,-0.0354761,-5.0661,0.887428,0.0224342,0.0206659,0.169513,0.00244926,0.0446924,-0.0138838,0.0051451,-0.0279698,0.91523,0.974185,-0.0534465,1.02163,1.0191,-0.016899,0.0406251,0.114111,-1.23351,-0.0691632,0.302636,-0.0620496,0.0449881,0.0600501,-6.97026,-1.35446,0.285312,-0.571973,0.212915,-0.0354761,-10.0661,0.887428,0.0224342,0.0206659,0.169513,0.00244926,0.0446924,-0.0138838,0.0051451,-0.0279698,0.91523,0.974185
