# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=5
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_5.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
6494.43,1,0.00624445,3,7,0,-5652.53,1.65272,0.273315,-0.818672,-1.55513,0.786694,-0.508535,2.00506,-1.04013,-0.0584424,-1.27045,0.330017,-1.23163,1.61664,-0.991821,-2.1355,-0.32816,-0.998788,-1.15723,-0.882734,-0.522675,0.545243,-1.93257,1.35575,-0.927843,-0.198305,0.50233,-1.79517,0.420445,-0.628715,-0.606705,1.65272,0.273315,-0.818672,-1.55513,0.786694,-0.508535,2.00506,-1.04013,-0.0584424,-1.27045,0.330017,-1.23163,-3.38336,-0.991821,-2.1355,-0.32816,-0.998788,-1.15723,-5.88273,-0.522675,0.545243,-1.93257,1.35575,-0.927843,-0.198305,0.50233,-1.79517,0.420445,-0.628715,-0.606705
6494.43,6.69012e-75,0.0118438,1,3,1,-6484.72,1.65272,0.273315,-0.818672,-1.55513,0.786694,-0.508535,2.00506,-1.04013,-0.0584424,-1.27045,0.330017,-1.23163,1.61664,-0.991821,-2.1355,-0.32816,-0.998788,-1.15723,-0.882734,-0.522675,0.545243,-1.93257,1.35575,-0.927843,-0.198305,0.50233,-1.79517,0.420445,-0.628715,-0.606705,1.65272,0.273315,-0.818672,-1.55513,0.786694,-0.508535,2.00506,-1.04013,-0.0584424,-1.27045,0.330017,-1.23163,-3.38336,-0.991821,-2.1355,-0.32816,-0.998788,-1.15723,-5.88273,-0.522675,0.545243,-1.93257,1.35575,-0.927843,-0.198305,0.50233,-1.79517,0.420445,-0.628715,-0.606705
6613.3,1,0.000973104,3,7,0,-6481.24,1.65138,0.275796,-0.822262,-1.56243,0.787891,-0.507278,2.02453,-1.03026,-0.0470669,-1.27409,0.338522,-1.21601,1.60275,-0.985464,-2.13519,-0.335264,-1.00124,-1.16061,-0.904302,-0.533526,0.535896,-1.93,1.34704,-0.924196,-0.189278,0.497881,-1.79978,0.429143,-0.622038,-0.602825,1.65138,0.275796,-0.822262,-1.56243,0.787891,-0.507278,2.02453,-1.03026,-0.0470669,-1.27409,0.338522,-1.21601,-3.39725,-0.985464,-2.13519,-0.335264,-1.00124,-1.16061,-5.9043,-0.533526,0.535896,-1.93,1.34704,-0.924196,-0.189278,0.497881,-1.79978,0.429143,-0.622038,-0.602825
6716.55,0.997365,0.00189767,4,15,0,-6603.43,1.64927,0.266808,-0.810942,-1.54812,0.795409,-0.514928,2.06314,-0.995829,-0.0090384,-1.26382,0.360677,-1.18433,1.58722,-0.988916,-2.14766,-0.340486,-0.994191,-1.17002,-0.937523,-0.555023,0.533072,-1.90957,1.33695,-0.931181,-0.161319,0.486045,-1.79597,0.442097,-0.627296,-0.595969,1.64927,0.266808,-0.810942,-1.54812,0.795409,-0.514928,2.06314,-0.995829,-0.0090384,-1.26382,0.360677,-1.18433,-3.41278,-0.988916,-2.14766,-0.340486,-0.994191,-1.17002,-5.93752,-0.555023,0.533072,-1.90957,1.33695,-0.931181,-0.161319,0.486045,-1.79597,0.442097,-0.627296,-0.595969
6737.09,1,0.00368058,3,7,0,-6699.55,1.64975,0.271965,-0.798249,-1.54697,0.809136,-0.511619,2.04529,-0.983593,-0.0114959,-1.2555,0.353244,-1.18958,1.59838,-0.988184,-2.1512,-0.35014,-1.00365,-1.16276,-0.938858,-0.565311,0.537842,-1.90425,1.33879,-0.943863,-0.157088,0.496481,-1.78472,0.444648,-0.636084,-0.605366,1.64975,0.271965,-0.798249,-1.54697,0.809136,-0.511619,2.04529,-0.983593,-0.0114959,-1.2555,0.353244,-1.18958,-3.40162,-0.988184,-2.1512,-0.35014,-1.00365,-1.16276,-5.93886,-0.565311,0.537842,-1.90425,1.33879,-0.943863,-0.157088,0.496481,-1.78472,0.444648,-0.636084,-0.605366
6838.39,1,0.0071894,2,3,0,-6726.47,1.64174,0.314018,-0.779073,-1.50943,0.822627,-0.535964,1.99003,-0.941037,0.0155418,-1.22983,0.362974,-1.16,1.5837,-0.978161,-2.16752,-0.337446,-1.02265,-1.17865,-0.945635,-0.572612,0.524302,-1.87673,1.33861,-0.926171,-0.119349,0.457674,-1.76723,0.457118,-0.609462,-0.608397,1.64174,0.314018,-0.779073,-1.50943,0.822627,-0.535964,1.99003,-0.941037,0.0155418,-1.22983,0.362974,-1.16,-3.4163,-0.978161,-2.16752,-0.337446,-1.02265,-1.17865,-5.94564,-0.572612,0.524302,-1.87673,1.33861,-0.926171,-0.119349,0.457674,-1.76723,0.457118,-0.609462,-0.608397
6838.39,1.37668e-27,0.013987,1,2,1,-6822.13,1.64174,0.314018,-0.779073,-1.50943,0.822627,-0.535964,1.99003,-0.941037,0.0155418,-1.22983,0.362974,-1.16,1.5837,-0.978161,-2.16752,-0.337446,-1.02265,-1.17865,-0.945635,-0.572612,0.524302,-1.87673,1.33861,-0.926171,-0.119349,0.457674,-1.76723,0.457118,-0.609462,-0.608397,1.64174,0.314018,-0.779073,-1.50943,0.822627,-0.535964,1.99003,-0.941037,0.0155418,-1.22983,0.362974,-1.16,-3.4163,-0.978161,-2.16752,-0.337446,-1.02265,-1.17865,-5.94564,-0.572612,0.524302,-1.87673,1.33861,-0.926171,-0.119349,0.457674,-1.76723,0.457118,-0.609462,-0.608397
7486,0.999977,0.00127564,6,63,0,-6828.73,1.61393,0.420919,-0.502548,-1.52637,0.818966,-0.756015,1.7158,-0.93299,0.133447,-1.10184,0.413393,-1.00897,1.68127,-0.96084,-2.1592,-0.302813,-0.939411,-1.2127,-1.29967,-0.678808,0.505919,-1.67582,1.24766,-0.802961,0.128654,0.160797,-1.52974,0.651899,-0.404353,-0.736211,1.61393,0.420919,-0.502548,-1.52637,0.818966,-0.756015,1.7158,-0.93299,0.133447,-1.10184,0.413393,-1.00897,-3.31873,-0.96084,-2.1592,-0.302813,-0.939411,-1.2127,-6.29967,-0.678808,0.505919,-1.67582,1.24766,-0.802961,0.128654,0.160797,-1.52974,0.651899,-0.404353,-0.736211
9434.8,0.938419,0.00250687,5,31,0,-7467.9,1.29912,0.744045,0.136979,-1.51019,0.687484,-0.995506,0.809056,-0.811267,0.171377,-0.993647,0.276504,-0.482158,2.08083,-0.979499,-2.21311,-0.299599,-0.750254,-1.43699,-2.55013,-0.614022,0.48683,-1.46425,0.829358,-0.587254,0.541585,0.266896,-0.654976,0.468452,0.157786,-0.643216,1.29912,0.744045,0.136979,-1.51019,0.687484,-0.995506,0.809056,-0.811267,0.171377,-0.993647,0.276504,-0.482158,-2.91917,-0.979499,-2.21311,-0.299599,-0.750254,-1.43699,-7.55013,-0.614022,0.48683,-1.46425,0.829358,-0.587254,0.541585,0.266896,-0.654976,0.468452,0.157786,-0.643216
9693.89,1,0.00406202,3,7,0,-9416.15,1.30076,0.794009,0.187537,-1.47061,0.738814,-0.931097,0.750823,-0.668709,0.108355,-1.04094,0.327288,-0.483492,2.10294,-0.998116,-2.16186,-0.28472,-0.722121,-1.47679,-2.61461,-0.515798,0.427765,-1.46786,0.798054,-0.552457,0.414291,0.210559,-0.54564,0.490222,0.180229,-0.524828,1.30076,0.794009,0.187537,-1.47061,0.738814,-0.931097,0.750823,-0.668709,0.108355,-1.04094,0.327288,-0.483492,-2.89706,-0.998116,-2.16186,-0.28472,-0.722121,-1.47679,-7.61461,-0.515798,0.427765,-1.46786,0.798054,-0.552457,0.414291,0.210559,-0.54564,0.490222,0.180229,-0.524828
9807.97,1,0.00786293,2,3,0,-9686.26,1.31025,0.787188,0.205456,-1.45581,0.716507,-0.921894,0.712362,-0.68757,0.0947104,-1.05001,0.304018,-0.48147,2.09338,-1.00156,-2.15717,-0.295439,-0.735496,-1.47899,-2.64458,-0.454826,0.391911,-1.43526,0.776756,-0.549411,0.466787,0.191647,-0.503977,0.474912,0.225849,-0.459886,1.31025,0.787188,0.205456,-1.45581,0.716507,-0.921894,0.712362,-0.68757,0.0947104,-1.05001,0.304018,-0.48147,-2.90662,-1.00156,-2.15717,-0.295439,-0.735496,-1.47899,-7.64458,-0.454826,0.391911,-1.43526,0.776756,-0.549411,0.466787,0.191647,-0.503977,0.474912,0.225849,-0.459886
9807.97,1.69919e-15,0.0150777,1,2,1,-9791.69,1.31025,0.787188,0.205456,-1.45581,0.716507,-0.921894,0.712362,-0.68757,0.0947104,-1.05001,0.304018,-0.48147,2.09338,-1.00156,-2.15717,-0.295439,-0.735496,-1.47899,-2.64458,-0.454826,0.391911,-1.43526,0.776756,-0.549411,0.466787,0.191647,-0.503977,0.474912,0.225849,-0.459886,1.31025,0.787188,0.205456,-1.45581,0.716507,-0.921894,0.712362,-0.68757,0.0947104,-1.05001,0.304018,-0.48147,-2.90662,-1.00156,-2.15717,-0.295439,-0.735496,-1.47899,-7.64458,-0.454826,0.391911,-1.43526,0.776756,-0.549411,0.466787,0.191647,-0.503977,0.474912,0.225849,-0.459886
10138.1,0.998539,0.00152642,5,31,0,-9783.91,1.33781,0.874693,0.268609,-1.43816,0.744643,-0.923629,0.663585,-0.525175,0.030844,-1.07469,0.208895,-0.485192,2.15405,-1.05347,-2.06924,-0.25282,-0.759747,-1.52145,-2.7634,-0.342822,0.293659,-1.3122,0.733092,-0.583529,0.403908,0.200031,-0.398658,0.440585,0.314704,-0.267036,1.33781,0.874693,0.268609,-1.43816,0.744643,-0.923629,0.663585,-0.525175,0.030844,-1.07469,0.208895,-0.485192,-2.84595,-1.05347,-2.06924,-0.25282,-0.759747,-1.52145,-7.7634,-0.342822,0.293659,-1.3122,0.733092,-0.583529,0.403908,0.200031,-0.398658,0.440585,0.314704,-0.267036
10139.8,1,0.00292931,4,15,0,-10126.3,1.33788,0.871917,0.27156,-1.43892,0.746773,-0.919372,0.663474,-0.524066,0.0260716,-1.07634,0.207518,-0.482023,2.1593,-1.05375,-2.06788,-0.256117,-0.761163,-1.51974,-2.76222,-0.340225,0.292702,-1.31016,0.736559,-0.584832,0.398579,0.199634,-0.397738,0.444984,0.316209,-0.266808,1.33788,0.871917,0.27156,-1.43892,0.746773,-0.919372,0.663474,-0.524066,0.0260716,-1.07634,0.207518,-0.482023,-2.8407,-1.05375,-2.06788,-0.256117,-0.761163,-1.51974,-7.76222,-0.340225,0.292702,-1.31016,0.736559,-0.584832,0.398579,0.199634,-0.397738,0.444984,0.316209,-0.266808
10198.6,0.991044,0.0055877,4,15,0,-10116.4,1.33929,0.89826,0.28864,-1.43322,0.728879,-0.916705,0.618038,-0.540579,0.028832,-1.07289,0.234017,-0.485611,2.16839,-1.06145,-2.06723,-0.250056,-0.77793,-1.51545,-2.79338,-0.340483,0.293152,-1.32003,0.719759,-0.575445,0.3877,0.164317,-0.375803,0.428864,0.339152,-0.225262,1.33929,0.89826,0.28864,-1.43322,0.728879,-0.916705,0.618038,-0.540579,0.028832,-1.07289,0.234017,-0.485611,-2.83161,-1.06145,-2.06723,-0.250056,-0.77793,-1.51545,-7.79338,-0.340483,0.293152,-1.32003,0.719759,-0.575445,0.3877,0.164317,-0.375803,0.428864,0.339152,-0.225262
10231.7,0.145656,0.0102817,2,3,0,-10186.7,1.35603,0.900766,0.296599,-1.43614,0.734484,-0.917776,0.603528,-0.547225,0.0408185,-1.06344,0.236405,-0.496458,2.1637,-1.07699,-2.06736,-0.2598,-0.784042,-1.48972,-2.80508,-0.333146,0.279154,-1.29947,0.711327,-0.567335,0.39247,0.160129,-0.364486,0.426082,0.34761,-0.199778,1.35603,0.900766,0.296599,-1.43614,0.734484,-0.917776,0.603528,-0.547225,0.0408185,-1.06344,0.236405,-0.496458,-2.8363,-1.07699,-2.06736,-0.2598,-0.784042,-1.48972,-7.80508,-0.333146,0.279154,-1.29947,0.711327,-0.567335,0.39247,0.160129,-0.364486,0.426082,0.34761,-0.199778
11156.6,1,0.00170812,6,63,0,-10221.6,1.44197,1.13171,0.605731,-1.25794,0.8648,-0.897322,0.443528,-0.250605,-0.0967608,-0.863847,0.169315,-0.731602,1.9779,-1.38967,-1.68814,-0.321897,-0.825834,-1.37474,-3.19154,0.248534,-0.147237,-1.14875,0.803216,-0.491431,0.136508,-0.0183176,0.0546404,0.11853,0.589756,0.734914,1.44197,1.13171,0.605731,-1.25794,0.8648,-0.897322,0.443528,-0.250605,-0.0967608,-0.863847,0.169315,-0.731602,-3.0221,-1.38967,-1.68814,-0.321897,-0.825834,-1.37474,-8.19154,0.248534,-0.147237,-1.14875,0.803216,-0.491431,0.136508,-0.0183176,0.0546404,0.11853,0.589756,0.734914
11191.1,0.999132,0.00322462,4,15,0,-11142.3,1.41025,1.17546,0.622221,-1.24459,0.861968,-0.92239,0.454438,-0.232,-0.0985057,-0.904341,0.169634,-0.692437,1.92646,-1.38197,-1.69311,-0.32761,-0.856803,-1.40174,-3.19426,0.264098,-0.18372,-1.10601,0.843055,-0.457806,0.107058,0.0162509,-0.000671617,0.154347,0.590546,0.747089,1.41025,1.17546,0.622221,-1.24459,0.861968,-0.92239,0.454438,-0.232,-0.0985057,-0.904341,0.169634,-0.692437,-3.07354,-1.38197,-1.69311,-0.32761,-0.856803,-1.40174,-8.19426,0.264098,-0.18372,-1.10601,0.843055,-0.457806,0.107058,0.0162509,-0.000671617,0.154347,0.590546,0.747089
11215.8,0.977999,0.00600937,4,15,0,-11175.9,1.39831,1.22187,0.685354,-1.2397,0.85202,-0.874178,0.425508,-0.233411,-0.10789,-0.925439,0.168159,-0.728046,1.84741,-1.39044,-1.71632,-0.331946,-0.807197,-1.40635,-3.21948,0.307935,-0.169723,-1.10156,0.843079,-0.492403,0.109422,-0.00538881,0.00313169,0.133251,0.603578,0.758587,1.39831,1.22187,0.685354,-1.2397,0.85202,-0.874178,0.425508,-0.233411,-0.10789,-0.925439,0.168159,-0.728046,-3.15259,-1.39044,-1.71632,-0.331946,-0.807197,-1.40635,-8.21948,0.307935,-0.169723,-1.10156,0.843079,-0.492403,0.109422,-0.00538881,0.00313169,0.133251,0.603578,0.758587
11244.8,0.411134,0.0104557,4,15,0,-11200.8,1.32984,1.25604,0.7473,-1.24431,0.861542,-0.805988,0.39982,-0.230198,-0.131484,-0.87088,0.166244,-0.744652,1.76641,-1.38913,-1.69926,-0.297811,-0.782004,-1.45657,-3.2093,0.306798,-0.228834,-1.0538,0.781988,-0.464721,0.0877805,-0.0183275,-0.0566764,0.0449826,0.603792,0.78439,1.32984,1.25604,0.7473,-1.24431,0.861542,-0.805988,0.39982,-0.230198,-0.131484,-0.87088,0.166244,-0.744652,-3.23359,-1.38913,-1.69926,-0.297811,-0.782004,-1.45657,-8.2093,0.306798,-0.228834,-1.0538,0.781988,-0.464721,0.0877805,-0.0183275,-0.0566764,0.0449826,0.603792,0.78439
11319.6,0.99215,0.00381667,5,31,0,-11232.9,1.2854,1.22238,0.600152,-1.13625,0.825358,-0.861209,0.331144,-0.226449,-0.185457,-0.75874,0.0786618,-0.692273,1.55904,-1.43713,-1.55839,-0.307467,-0.826743,-1.35359,-3.21275,0.401419,-0.378057,-0.900693,0.603749,-0.54356,0.0642472,-0.0806412,0.00175127,0.0253706,0.609743,0.828833,1.2854,1.22238,0.600152,-1.13625,0.825358,-0.861209,0.331144,-0.226449,-0.185457,-0.75874,0.0786618,-0.692273,-3.44096,-1.43713,-1.55839,-0.307467,-0.826743,-1.35359,-8.21275,0.401419,-0.378057,-0.900693,0.603749,-0.54356,0.0642472,-0.0806412,0.00175127,0.0253706,0.609743,0.828833
11374.5,0.716473,0.00686404,4,15,0,-11303.8,1.27697,1.26834,0.67197,-1.1118,0.714412,-0.756149,0.265772,-0.186429,-0.177381,-0.694097,0.0171255,-0.692038,1.31191,-1.33792,-1.47692,-0.355912,-0.812732,-1.33395,-3.22085,0.499228,-0.362034,-0.886417,0.452547,-0.633197,0.0385481,-0.059726,0.000569926,0.0592298,0.632113,0.856485,1.27697,1.26834,0.67197,-1.1118,0.714412,-0.756149,0.265772,-0.186429,-0.177381,-0.694097,0.0171255,-0.692038,-3.68809,-1.33792,-1.47692,-0.355912,-0.812732,-1.33395,-8.22085,0.499228,-0.362034,-0.886417,0.452547,-0.633197,0.0385481,-0.059726,0.000569926,0.0592298,0.632113,0.856485
