# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=5
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_2/chain_data_nngp_5.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3
-185040,1,0.000758439,1,1,0,465802,1.75553,0.0999619,-0.892889,0.212173,0.529452,-0.415989,0.715764,-1.62353,-0.747096,-2.68968,1.60917,-1.83942,0.789865,-1.09767,-2.02551,1.75553,0.0999619,-0.892889,0.212173,0.529452,-0.415989,-2.28424,-1.62353,-3.7471,-5.68968,1.60917,-4.83942,0.789865,-1.09767,-2.02551
-46986.6,1,0.00144197,2,3,0,146909,1.75098,0.104669,-0.896442,0.632426,0.496251,-0.376148,0.606047,-1.61549,-0.753368,-2.91189,1.62005,-1.85964,0.676731,-1.10125,-2.02598,1.75098,0.104669,-0.896442,0.632426,0.496251,-0.376148,-2.39395,-1.61549,-3.75337,-5.91189,1.62005,-4.85964,0.676731,-1.10125,-2.02598
-8268.32,1,0.00278004,4,15,0,35650.9,1.74731,0.107467,-0.900208,1.08917,0.452282,-0.335801,0.475807,-1.61136,-0.761971,-3.11678,1.63532,-1.87818,0.615293,-1.10416,-2.02162,1.74731,0.107467,-0.900208,1.08917,0.452282,-0.335801,-2.52419,-1.61136,-3.76197,-6.11678,1.63532,-4.87818,0.615293,-1.10416,-2.02162
-750.141,1,0.00539629,3,7,0,5682.59,1.75194,0.10926,-0.907426,1.5099,0.396016,-0.320543,0.335845,-1.59494,-0.765554,-3.26813,1.642,-1.88292,0.580202,-1.13267,-2.0122,1.75194,0.10926,-0.907426,1.5099,0.396016,-0.320543,-2.66415,-1.59494,-3.76555,-6.26813,1.642,-4.88292,0.580202,-1.13267,-2.0122
1253.06,1,0.0104922,2,3,0,568.769,1.71039,0.101021,-0.924973,1.74621,0.20092,-0.748044,-0.00152502,-1.43799,-0.715245,-3.14426,1.6904,-1.72963,0.330492,-1.18235,-1.9489,1.71039,0.101021,-0.924973,1.74621,0.20092,-0.748044,-3.00153,-1.43799,-3.71524,-6.14426,1.6904,-4.72963,0.330492,-1.18235,-1.9489
1253.06,0,0.0203599,0,1,1,-1241.96,1.71039,0.101021,-0.924973,1.74621,0.20092,-0.748044,-0.00152502,-1.43799,-0.715245,-3.14426,1.6904,-1.72963,0.330492,-1.18235,-1.9489,1.71039,0.101021,-0.924973,1.74621,0.20092,-0.748044,-3.00153,-1.43799,-3.71524,-6.14426,1.6904,-4.72963,0.330492,-1.18235,-1.9489
3717.63,0.987068,0.00181295,6,63,0,-1251.65,1.08418,1.26361,-1.63666,2.38439,-0.396329,-2.61944,-1.71008,-0.139054,0.142784,-1.90281,0.143325,-0.141841,0.568078,-1.79418,-0.370218,1.08418,1.26361,-1.63666,2.38439,-0.396329,-2.61944,-4.71008,-0.139054,-2.85722,-4.90281,0.143325,-3.14184,0.568078,-1.79418,-0.370218
3927.56,1,0.00342139,3,7,0,-3720.45,1.07565,1.25669,-1.62929,2.41271,-0.30194,-2.56268,-1.71439,-0.16528,0.122345,-1.94533,0.135677,-0.159375,0.558057,-1.79756,-0.378412,1.07565,1.25669,-1.62929,2.41271,-0.30194,-2.56268,-4.71439,-0.16528,-2.87765,-4.94533,0.135677,-3.15937,0.558057,-1.79756,-0.378412
4017.36,1,0.00667288,2,3,0,-3922.86,1.08085,1.24284,-1.61721,2.37109,-0.229554,-2.5541,-1.6831,-0.198163,0.115939,-1.96874,0.178627,-0.181547,0.537577,-1.79092,-0.376173,1.08085,1.24284,-1.61721,2.37109,-0.229554,-2.5541,-4.6831,-0.198163,-2.88406,-4.96874,0.178627,-3.18155,0.537577,-1.79092,-0.376173
4174.85,0.678879,0.0129095,2,3,0,-4018.01,1.08697,1.23423,-1.61593,2.30541,-0.175249,-2.44271,-1.62139,-0.290528,0.12389,-2.05674,0.299458,-0.255586,0.465537,-1.78567,-0.396806,1.08697,1.23423,-1.61593,2.30541,-0.175249,-2.44271,-4.62139,-0.290528,-2.87611,-5.05674,0.299458,-3.25559,0.465537,-1.78567,-0.396806
4227.28,0.836294,0.00950233,3,7,0,-4166.44,1.06832,1.25454,-1.56573,2.26926,-0.181136,-2.40178,-1.62191,-0.30139,0.106701,-2.11611,0.32866,-0.298916,0.424427,-1.78196,-0.428116,1.06832,1.25454,-1.56573,2.26926,-0.181136,-2.40178,-4.62191,-0.30139,-2.8933,-5.11611,0.32866,-3.29892,0.424427,-1.78196,-0.428116
4247.48,0.172941,0.0112123,3,7,0,-4216.96,1.0592,1.26615,-1.58514,2.26769,-0.171079,-2.40929,-1.60195,-0.321285,0.116314,-2.12745,0.362043,-0.313051,0.405882,-1.79937,-0.410025,1.0592,1.26615,-1.58514,2.26769,-0.171079,-2.40929,-4.60195,-0.321285,-2.88369,-5.12745,0.362043,-3.31305,0.405882,-1.79937,-0.410025
4279.64,0.990969,0.0018893,4,15,0,-4241.47,1.05491,1.27851,-1.58383,2.24477,-0.163693,-2.40529,-1.61514,-0.358456,0.114867,-2.14689,0.396883,-0.308448,0.368792,-1.7957,-0.41881,1.05491,1.27851,-1.58383,2.24477,-0.163693,-2.40529,-4.61514,-0.358456,-2.88513,-5.14689,0.396883,-3.30845,0.368792,-1.7957,-0.41881
4444.87,0.959496,0.00354037,4,15,0,-4265.33,0.995214,1.22162,-1.58636,2.19255,-0.129028,-2.41989,-1.56827,-0.46227,0.136654,-2.2717,0.551283,-0.370342,0.241353,-1.76384,-0.52653,0.995214,1.22162,-1.58636,2.19255,-0.129028,-2.41989,-4.56827,-0.46227,-2.86335,-5.2717,0.551283,-3.37034,0.241353,-1.76384,-0.52653
4449.63,0.679412,0.00599958,2,3,0,-4438.12,0.988674,1.22433,-1.58694,2.176,-0.113542,-2.42782,-1.5675,-0.462949,0.136549,-2.27024,0.549451,-0.365642,0.24273,-1.76174,-0.529955,0.988674,1.22433,-1.58694,2.176,-0.113542,-2.42782,-4.5675,-0.462949,-2.86345,-5.27024,0.549451,-3.36564,0.24273,-1.76174,-0.529955
4486.3,0.964329,0.00452902,3,7,0,-4445.29,1.00329,1.22732,-1.58637,2.16464,-0.103219,-2.4082,-1.57408,-0.473092,0.147097,-2.32315,0.57207,-0.38072,0.226761,-1.75646,-0.543243,1.00329,1.22732,-1.58637,2.16464,-0.103219,-2.4082,-4.57408,-0.473092,-2.8529,-5.32315,0.57207,-3.38072,0.226761,-1.75646,-0.543243
4503.85,1,0.00770331,2,3,0,-4481.34,0.999596,1.22474,-1.58458,2.15197,-0.0930525,-2.41223,-1.56652,-0.475884,0.162817,-2.32074,0.598043,-0.388866,0.228478,-1.75334,-0.549021,0.999596,1.22474,-1.58458,2.15197,-0.0930525,-2.41223,-4.56652,-0.475884,-2.83718,-5.32074,0.598043,-3.38887,0.228478,-1.75334,-0.549021
4503.85,0.000811045,0.0143576,2,3,0,-4497.55,0.999596,1.22474,-1.58458,2.15197,-0.0930525,-2.41223,-1.56652,-0.475884,0.162817,-2.32074,0.598043,-0.388866,0.228478,-1.75334,-0.549021,0.999596,1.22474,-1.58458,2.15197,-0.0930525,-2.41223,-4.56652,-0.475884,-2.83718,-5.32074,0.598043,-3.38887,0.228478,-1.75334,-0.549021
4524.03,0.999359,0.0016386,4,15,0,-4499.24,1.01879,1.21462,-1.57974,2.1446,-0.0833075,-2.41593,-1.5744,-0.484919,0.168845,-2.329,0.62055,-0.402074,0.219083,-1.74326,-0.549705,1.01879,1.21462,-1.57974,2.1446,-0.0833075,-2.41593,-4.5744,-0.484919,-2.83116,-5.329,0.62055,-3.40207,0.219083,-1.74326,-0.549705
4580.57,0.998669,0.00305739,3,7,0,-4518.3,1.03078,1.21109,-1.58498,2.10597,-0.0285408,-2.4169,-1.58371,-0.494983,0.173872,-2.37252,0.63766,-0.417262,0.166862,-1.70958,-0.568519,1.03078,1.21109,-1.58498,2.10597,-0.0285408,-2.4169,-4.58371,-0.494983,-2.82613,-5.37252,0.63766,-3.41726,0.166862,-1.70958,-0.568519
4634.75,0.997994,0.0056354,4,15,0,-4577.43,1.03799,1.19704,-1.58475,2.08382,-0.0128556,-2.41518,-1.56084,-0.515441,0.213499,-2.42378,0.686616,-0.438699,0.149635,-1.69822,-0.594095,1.03799,1.19704,-1.58475,2.08382,-0.0128556,-2.41518,-4.56084,-0.515441,-2.7865,-5.42378,0.686616,-3.4387,0.149635,-1.69822,-0.594095
4655.36,0.894923,0.010264,2,3,0,-4626.03,1.02309,1.18769,-1.57084,2.07848,0.0150724,-2.4347,-1.55161,-0.545615,0.205618,-2.42752,0.708674,-0.447163,0.148466,-1.70535,-0.594812,1.02309,1.18769,-1.57084,2.07848,0.0150724,-2.4347,-4.55161,-0.545615,-2.79438,-5.42752,0.708674,-3.44716,0.148466,-1.70535,-0.594812
4670.44,0.333371,0.0140229,2,3,0,-4641.29,1.0071,1.15086,-1.53911,2.07227,0.0307355,-2.41617,-1.55896,-0.572884,0.206775,-2.41843,0.727865,-0.45357,0.12865,-1.67552,-0.615216,1.0071,1.15086,-1.53911,2.07227,0.0307355,-2.41617,-4.55896,-0.572884,-2.79323,-5.41843,0.727865,-3.45357,0.12865,-1.67552,-0.615216
4786.41,0.962574,0.00425121,4,15,0,-4656.87,0.97615,1.23322,-1.48515,1.98732,0.107317,-2.47881,-1.53552,-0.654902,0.286621,-2.64024,0.898059,-0.44863,0.0692072,-1.67473,-0.577074,0.97615,1.23322,-1.48515,1.98732,0.107317,-2.47881,-4.53552,-0.654902,-2.71338,-5.64024,0.898059,-3.44863,0.0692072,-1.67473,-0.577074
4811.01,1,0.0069618,3,7,0,-4781.64,1.01085,1.20933,-1.44248,1.95323,0.137391,-2.42836,-1.5297,-0.67079,0.27985,-2.66005,0.90926,-0.463087,0.0910513,-1.67404,-0.585248,1.01085,1.20933,-1.44248,1.95323,0.137391,-2.42836,-4.5297,-0.67079,-2.72015,-5.66005,0.90926,-3.46309,0.0910513,-1.67404,-0.585248
4811.01,0.00886813,0.0124795,2,6,1,-4800.09,1.01085,1.20933,-1.44248,1.95323,0.137391,-2.42836,-1.5297,-0.67079,0.27985,-2.66005,0.90926,-0.463087,0.0910513,-1.67404,-0.585248,1.01085,1.20933,-1.44248,1.95323,0.137391,-2.42836,-4.5297,-0.67079,-2.72015,-5.66005,0.90926,-3.46309,0.0910513,-1.67404,-0.585248
4829.21,0.988624,0.00167002,5,31,0,-4806.19,1.00577,1.21463,-1.429,1.94552,0.114692,-2.39262,-1.51398,-0.703232,0.262079,-2.65639,0.939912,-0.418585,0.0882617,-1.67693,-0.59027,1.00577,1.21463,-1.429,1.94552,0.114692,-2.39262,-4.51398,-0.703232,-2.73792,-5.65639,0.939912,-3.41859,0.0882617,-1.67693,-0.59027
4829.44,0.964448,0.00291161,5,31,0,-4821.64,1.00681,1.20642,-1.43531,1.93479,0.112685,-2.39179,-1.50866,-0.698066,0.266868,-2.66597,0.946748,-0.415785,0.0839105,-1.67961,-0.59503,1.00681,1.20642,-1.43531,1.93479,0.112685,-2.39179,-4.50866,-0.698066,-2.73313,-5.66597,0.946748,-3.41579,0.0839105,-1.67961,-0.59503
4952.8,0.99061,0.00472892,6,63,0,-4822.8,1.2998,1.22172,-1.23978,1.63756,0.168537,-2.09621,-1.55612,-1.05091,0.259816,-3.12982,1.20094,-0.0669811,0.0609399,-1.71302,-0.491367,1.2998,1.22172,-1.23978,1.63756,0.168537,-2.09621,-4.55612,-1.05091,-2.74018,-6.12982,1.20094,-3.06698,0.0609399,-1.71302,-0.491367
4963.66,1,0.00814795,3,7,0,-4944.87,1.30157,1.18806,-1.25067,1.61633,0.118409,-2.07594,-1.62998,-1.05418,0.251854,-3.08442,1.19097,-0.06106,0.0887768,-1.71183,-0.5105,1.30157,1.18806,-1.25067,1.61633,0.118409,-2.07594,-4.62998,-1.05418,-2.74815,-6.08442,1.19097,-3.06106,0.0887768,-1.71183,-0.5105
4963.66,0.00658042,0.0142561,2,4,1,-4952.11,1.30157,1.18806,-1.25067,1.61633,0.118409,-2.07594,-1.62998,-1.05418,0.251854,-3.08442,1.19097,-0.06106,0.0887768,-1.71183,-0.5105,1.30157,1.18806,-1.25067,1.61633,0.118409,-2.07594,-4.62998,-1.05418,-2.74815,-6.08442,1.19097,-3.06106,0.0887768,-1.71183,-0.5105
5016.03,0.998491,0.00204126,6,63,0,-4956.66,1.22007,1.20211,-1.23479,1.53688,0.0945875,-1.99523,-1.6963,-0.964326,0.298501,-3.21885,0.998297,0.046182,0.12119,-1.65428,-0.543688,1.22007,1.20211,-1.23479,1.53688,0.0945875,-1.99523,-4.6963,-0.964326,-2.7015,-6.21885,0.998297,-2.95382,0.12119,-1.65428,-0.543688
5053.17,0.982658,0.00356338,5,31,0,-5006.38,1.26254,1.15666,-1.18342,1.47597,0.0482807,-1.89428,-1.77387,-1.00233,0.333513,-3.28437,0.957596,0.294951,0.102714,-1.67342,-0.517062,1.26254,1.15666,-1.18342,1.47597,0.0482807,-1.89428,-4.77387,-1.00233,-2.66649,-6.28437,0.957596,-2.70505,0.102714,-1.67342,-0.517062
5079.6,0.866876,0.0059317,4,15,0,-5047.12,1.24818,1.12048,-1.21517,1.4187,0.0789688,-1.8013,-1.7646,-0.919434,0.387231,-3.37849,0.925446,0.361427,0.0966064,-1.53611,-0.457582,1.24818,1.12048,-1.21517,1.4187,0.0789688,-1.8013,-4.7646,-0.919434,-2.61277,-6.37849,0.925446,-2.63857,0.0966064,-1.53611,-0.457582
5139.13,0.958415,0.00737351,4,15,0,-5072.74,1.07713,1.22304,-1.22345,1.26669,0.0771676,-1.69058,-2.01335,-0.87393,0.405648,-3.51827,0.932715,0.572276,0.146722,-1.38893,-0.335179,1.07713,1.22304,-1.22345,1.26669,0.0771676,-1.69058,-5.01335,-0.87393,-2.59435,-6.51827,0.932715,-2.42772,0.146722,-1.38893,-0.335179
5141.54,0.223731,0.0114209,4,15,0,-5132.47,1.10015,1.22061,-1.20596,1.25878,0.0677663,-1.69238,-1.99204,-0.876424,0.412127,-3.53467,0.92524,0.575564,0.151243,-1.38694,-0.340068,1.10015,1.22061,-1.20596,1.25878,0.0677663,-1.69238,-4.99204,-0.876424,-2.58787,-6.53467,0.92524,-2.42444,0.151243,-1.38694,-0.340068
5170.86,0.951293,0.00296543,5,31,0,-5135.47,1.09567,1.13269,-1.13893,1.22455,0.0728968,-1.58397,-1.97241,-0.828178,0.516247,-3.60237,0.915408,0.72817,0.185995,-1.30248,-0.26406,1.09567,1.13269,-1.13893,1.22455,0.0728968,-1.58397,-4.97241,-0.828178,-2.48375,-6.60237,0.915408,-2.27183,0.185995,-1.30248,-0.26406
5320.77,0.999211,0.00451402,6,63,0,-5164.48,1.08068,1.05496,-1.18637,0.835234,-0.0292355,-1.09905,-2.50097,-1.01466,1.01812,-4.0082,0.789348,1.32258,0.206042,-0.889809,0.150231,1.08068,1.05496,-1.18637,0.835234,-0.0292355,-1.09905,-5.50097,-1.01466,-1.98188,-7.0082,0.789348,-1.67742,0.206042,-0.889809,0.150231
5336.92,0.950693,0.00765847,4,15,0,-5312.75,1.06542,0.980967,-1.24293,0.868456,-0.0186667,-1.14691,-2.53583,-1.03227,1.17536,-4.00362,0.856921,1.41313,0.266749,-0.756321,0.212686,1.06542,0.980967,-1.24293,0.868456,-0.0186667,-1.14691,-5.53583,-1.03227,-1.82464,-7.00362,0.856921,-1.58687,0.266749,-0.756321,0.212686
5385.72,0.568247,0.0114949,4,15,0,-5326.62,1.10152,0.961338,-1.17861,0.680915,-0.0970368,-0.922429,-2.75851,-1.11092,1.32565,-4.19978,0.726355,1.58056,0.242054,-0.604691,0.460262,1.10152,0.961338,-1.17861,0.680915,-0.0970368,-0.922429,-5.75851,-1.11092,-1.67435,-7.19978,0.726355,-1.41944,0.242054,-0.604691,0.460262
5387.02,0.976756,0.00696495,4,15,0,-5380.48,1.1026,0.949854,-1.17967,0.68462,-0.0804592,-0.913228,-2.74682,-1.08793,1.31147,-4.20681,0.727936,1.5974,0.244254,-0.591278,0.472323,1.1026,0.949854,-1.17967,0.68462,-0.0804592,-0.913228,-5.74682,-1.08793,-1.68853,-7.20681,0.727936,-1.4026,0.244254,-0.591278,0.472323
5393.88,0.382398,0.0110539,3,7,0,-5378.57,1.07887,0.961992,-1.14254,0.693599,-0.112537,-0.942744,-2.81164,-1.14234,1.37071,-4.17625,0.725826,1.62572,0.257728,-0.538093,0.475589,1.07887,0.961992,-1.14254,0.693599,-0.112537,-0.942744,-5.81164,-1.14234,-1.62929,-7.17625,0.725826,-1.37428,0.257728,-0.538093,0.475589
5489.77,1,0.00437463,6,63,0,-5389.63,0.977933,1.19411,-1.25916,0.575611,0.00834436,-0.675587,-3.05588,-1.02452,1.84805,-4.34029,1.01986,2.16831,0.353739,-0.0874705,0.875498,0.977933,1.19411,-1.25916,0.575611,0.00834436,-0.675587,-6.05588,-1.02452,-1.15195,-7.34029,1.01986,-0.831694,0.353739,-0.0874705,0.875498
5489.71,0.885677,0.00730077,5,31,0,-5482.6,0.945998,1.14116,-1.26364,0.524192,-0.0149048,-0.595331,-3.09897,-1.00727,1.82367,-4.36341,0.953433,2.12365,0.372697,-0.0831717,0.894311,0.945998,1.14116,-1.26364,0.524192,-0.0149048,-0.595331,-6.09897,-1.00727,-1.17633,-7.36341,0.953433,-0.876352,0.372697,-0.0831717,0.894311
5520.1,0.973897,0.0093075,5,31,0,-5485.26,0.739884,1.18167,-1.00875,0.373812,0.0659171,-0.469212,-3.35485,-0.928184,2.05107,-4.53123,1.10838,2.273,0.320722,-0.0315761,1.00274,0.739884,1.18167,-1.00875,0.373812,0.0659171,-0.469212,-6.35485,-0.928184,-0.948932,-7.53123,1.10838,-0.727001,0.320722,-0.0315761,1.00274
5521.52,0.372074,0.0144642,2,5,1,-5511.11,0.744678,1.17443,-1.04264,0.389967,0.0549354,-0.491626,-3.33591,-0.934572,2.05871,-4.50992,1.10086,2.27771,0.357541,-0.0291409,1.00144,0.744678,1.17443,-1.04264,0.389967,0.0549354,-0.491626,-6.33591,-0.934572,-0.941292,-7.50992,1.10086,-0.722287,0.357541,-0.0291409,1.00144
5518.85,0.930358,0.00570916,5,31,0,-5510.69,0.724329,1.26823,-0.938909,0.418243,0.0689539,-0.468337,-3.27867,-0.951837,2.059,-4.5031,1.04828,2.38322,0.288735,-0.018634,1.02597,0.724329,1.26823,-0.938909,0.418243,0.0689539,-0.468337,-6.27867,-0.951837,-0.940998,-7.5031,1.04828,-0.616776,0.288735,-0.018634,1.02597
5528.93,0.964776,0.00801993,5,31,0,-5513.23,0.628765,1.20646,-0.815735,0.351305,0.0559792,-0.438491,-3.38614,-0.940326,2.05215,-4.5669,1.08368,2.39711,0.347921,-0.032749,1.03165,0.628765,1.20646,-0.815735,0.351305,0.0559792,-0.438491,-6.38614,-0.940326,-0.947855,-7.5669,1.08368,-0.602887,0.347921,-0.032749,1.03165
5546.93,0.0329316,0.0121157,5,31,0,-5518.89,0.571819,1.22286,-0.986838,0.24998,0.0212226,-0.224284,-3.62851,-0.983376,2.63315,-4.65901,1.07109,2.56604,0.368224,0.00690157,1.05896,0.571819,1.22286,-0.986838,0.24998,0.0212226,-0.224284,-6.62851,-0.983376,-0.366847,-7.65901,1.07109,-0.433964,0.368224,0.00690157,1.05896
5550.27,0.995521,0.00228692,7,127,0,-5540.7,0.458081,1.3505,-0.855482,0.221244,-0.0113514,-0.119821,-3.59478,-1.08336,2.61842,-4.73465,1.00771,2.81633,0.340866,0.0844837,1.06705,0.458081,1.3505,-0.855482,0.221244,-0.0113514,-0.119821,-6.59478,-1.08336,-0.381582,-7.73465,1.00771,-0.183674,0.340866,0.0844837,1.06705
5559.64,0.991323,0.00370597,6,63,0,-5545.93,0.287188,1.17406,-0.748557,0.165096,0.00437202,-0.0427515,-3.81254,-1.04178,3.02488,-4.75764,1.04745,2.81701,0.353089,-0.0971732,0.879359,0.287188,1.17406,-0.748557,0.165096,0.00437202,-0.0427515,-6.81254,-1.04178,0.0248789,-7.75764,1.04745,-0.182988,0.353089,-0.0971732,0.879359
5554.85,0.842639,0.00591506,5,31,0,-5551.52,0.258024,1.16721,-0.741376,0.180045,0.0154883,-0.0497058,-3.82016,-1.03226,3.04139,-4.73975,1.06165,2.78778,0.341705,-0.112556,0.84721,0.258024,1.16721,-0.741376,0.180045,0.0154883,-0.0497058,-6.82016,-1.03226,0.0413894,-7.73975,1.06165,-0.212222,0.341705,-0.112556,0.84721
5562.5,0.943351,0.00678125,5,31,0,-5552.53,0.293339,1.17956,-0.698255,0.125629,0.0150993,0.006093,-3.82389,-0.979518,2.99406,-4.82527,1.01328,2.84079,0.368102,-0.05101,0.929263,0.293339,1.17956,-0.698255,0.125629,0.0150993,0.006093,-6.82389,-0.979518,-0.0059423,-7.82527,1.01328,-0.159215,0.368102,-0.05101,0.929263
5562.08,0.64295,0.0096604,5,31,0,-5555.38,0.237523,1.22953,-0.686385,0.155304,0.0207687,0.0690443,-3.75214,-0.998808,2.98555,-4.80455,1.04811,3.08167,0.335616,0.019744,1.02299,0.237523,1.22953,-0.686385,0.155304,0.0207687,0.0690443,-6.75214,-0.998808,-0.0144541,-7.80455,1.04811,0.0816682,0.335616,0.019744,1.02299
