# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=1
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_2/chain_data_nngp_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3
3303.54,0,0.0179176,0,1,1,-3292.71,-0.652241,-1.35731,-1.79164,2.05282,-0.159814,-1.15209,-1.42519,-1.35232,1.57099,-2.32732,0.667331,-0.519829,1.09326,0.64593,0.385886,-0.652241,-1.35731,-1.79164,2.05282,-0.159814,-1.15209,-4.42519,-1.35232,-1.42901,-5.32732,0.667331,-3.51983,1.09326,0.64593,0.385886
3331.71,1,0.00144197,3,7,0,-3299.66,-0.656748,-1.35739,-1.79427,2.04689,-0.158124,-1.15734,-1.42359,-1.35476,1.57656,-2.32456,0.668308,-0.513876,1.09189,0.646988,0.386111,-0.656748,-1.35739,-1.79427,2.04689,-0.158124,-1.15734,-4.42359,-1.35476,-1.42344,-5.32456,0.668308,-3.51388,1.09189,0.646988,0.386111
3497.11,1,0.00278004,3,7,0,-3330.79,-0.657671,-1.35621,-1.78904,2.00377,-0.157382,-1.20926,-1.42245,-1.34677,1.59618,-2.30103,0.659443,-0.486734,1.07661,0.636625,0.404619,-0.657671,-1.35621,-1.78904,2.00377,-0.157382,-1.20926,-4.42245,-1.34677,-1.40382,-5.30103,0.659443,-3.48673,1.07661,0.636625,0.404619
4531.76,0.94948,0.00539629,8,383,0,-3512.94,0.663585,3.56491,0.63791,-0.135457,1.03913,2.70434,-5.08991,-0.0504993,8.4058,-4.92671,2.31635,5.70658,1.3859,2.83242,2.58125,0.663585,3.56491,0.63791,-0.135457,1.03913,2.70434,-8.08991,-0.0504993,5.4058,-7.92671,2.31635,2.70658,1.3859,2.83242,2.58125
4628.41,1,0.00896305,3,7,0,-4532.16,0.641612,3.56319,0.646262,-0.159937,1.07294,2.72895,-5.03765,-0.108848,8.31524,-4.91115,2.29095,5.73139,1.43467,2.79229,2.64517,0.641612,3.56319,0.646262,-0.159937,1.07294,2.72895,-8.03765,-0.108848,5.31524,-7.91115,2.29095,2.73139,1.43467,2.79229,2.64517
4628.41,2.75214e-24,0.0174098,1,2,1,-4622.9,0.641612,3.56319,0.646262,-0.159937,1.07294,2.72895,-5.03765,-0.108848,8.31524,-4.91115,2.29095,5.73139,1.43467,2.79229,2.64517,0.641612,3.56319,0.646262,-0.159937,1.07294,2.72895,-8.03765,-0.108848,5.31524,-7.91115,2.29095,2.73139,1.43467,2.79229,2.64517
4634.24,0.999903,0.00155194,4,15,0,-4623.72,0.641995,3.57175,0.640435,-0.158097,1.06674,2.73469,-5.03349,-0.107121,8.31458,-4.91266,2.29715,5.73269,1.42936,2.79395,2.64759,0.641995,3.57175,0.640435,-0.158097,1.06674,2.73469,-8.03349,-0.107121,5.31458,-7.91266,2.29715,2.73269,1.42936,2.79395,2.64759
4863.8,1,0.00304942,6,63,0,-4625.46,0.673051,3.62834,0.713437,-0.186958,0.907669,2.8465,-4.67398,-0.375147,7.75037,-5.04478,2.3183,5.91397,1.45445,2.76086,2.73613,0.673051,3.62834,0.713437,-0.186958,0.907669,2.8465,-7.67398,-0.375147,4.75037,-8.04478,2.3183,2.91397,1.45445,2.76086,2.73613
4885.89,0.982399,0.00595272,3,7,0,-4858.63,0.660466,3.64026,0.715984,-0.17081,0.888536,2.81377,-4.64188,-0.366679,7.72963,-5.01987,2.32306,5.95491,1.42882,2.74065,2.71581,0.660466,3.64026,0.715984,-0.17081,0.888536,2.81377,-7.64188,-0.366679,4.72963,-8.01987,2.32306,2.95491,1.42882,2.74065,2.71581
4915.49,1,0.0109328,3,7,0,-4878.61,0.603733,3.53921,0.682823,-0.134585,0.91368,2.74966,-4.62086,-0.351865,7.74033,-5.01594,2.24231,6.01483,1.35967,2.75402,2.68722,0.603733,3.53921,0.682823,-0.134585,0.91368,2.74966,-7.62086,-0.351865,4.74033,-8.01594,2.24231,3.01483,1.35967,2.75402,2.68722
4915.49,9.79174e-12,0.0209912,1,2,1,-4904.34,0.603733,3.53921,0.682823,-0.134585,0.91368,2.74966,-4.62086,-0.351865,7.74033,-5.01594,2.24231,6.01483,1.35967,2.75402,2.68722,0.603733,3.53921,0.682823,-0.134585,0.91368,2.74966,-7.62086,-0.351865,4.74033,-8.01594,2.24231,3.01483,1.35967,2.75402,2.68722
5395.24,0.979922,0.00207601,8,511,0,-4907.94,0.361409,0.394078,0.385164,0.602233,-0.188152,-0.664333,-2.79682,-1.28229,1.50474,-4.30203,0.616122,1.94828,0.16694,-0.512968,0.751367,0.361409,0.394078,0.385164,0.602233,-0.188152,-0.664333,-5.79682,-1.28229,-1.49526,-7.30203,0.616122,-1.05172,0.16694,-0.512968,0.751367
5424.29,0.976582,0.00377943,5,31,0,-5383.26,0.285034,0.48572,0.399227,0.622379,-0.165576,-0.704944,-2.81455,-1.3099,1.51378,-4.28005,0.718024,2.01102,0.227204,-0.396372,0.722063,0.285034,0.48572,0.399227,0.622379,-0.165576,-0.704944,-5.81455,-1.3099,-1.48622,-7.28005,0.718024,-0.988975,0.227204,-0.396372,0.722063
5486.91,0.845234,0.00675227,5,31,0,-5414.63,0.154497,0.67903,0.196819,0.573308,-0.0979745,-0.696407,-2.99875,-1.20765,1.69971,-4.3556,0.819444,2.17256,0.350081,-0.0141061,0.924784,0.154497,0.67903,0.196819,0.573308,-0.0979745,-0.696407,-5.99875,-1.20765,-1.30029,-7.3556,0.819444,-0.827439,0.350081,-0.0141061,0.924784
5495.21,0.96344,0.00818703,4,15,0,-5480.35,0.0847835,0.834155,0.160564,0.551288,-0.0896757,-0.603227,-2.9859,-1.15575,1.73134,-4.3487,0.845473,2.15057,0.367494,-0.0121129,0.969521,0.0847835,0.834155,0.160564,0.551288,-0.0896757,-0.603227,-5.9859,-1.15575,-1.26866,-7.3487,0.845473,-0.849427,0.367494,-0.0121129,0.969521
5497.83,0.463198,0.0138769,3,9,0,-5491.55,0.0800187,0.860346,0.157617,0.543353,-0.0831077,-0.602295,-3.00278,-1.14618,1.7406,-4.35244,0.851577,2.14903,0.372448,0.00349099,0.979505,0.0800187,0.860346,0.157617,0.543353,-0.0831077,-0.602295,-6.00278,-1.14618,-1.2594,-7.35244,0.851577,-0.85097,0.372448,0.00349099,0.979505
5504.71,0.837386,0.00565321,4,15,0,-5492.05,0.0704762,0.869441,0.171506,0.537024,-0.0608758,-0.629266,-3.06252,-1.1509,1.74378,-4.35319,0.904534,2.14519,0.345012,0.0175337,1.02553,0.0704762,0.869441,0.171506,0.537024,-0.0608758,-0.629266,-6.06252,-1.1509,-1.25622,-7.35319,0.904534,-0.854813,0.345012,0.0175337,1.02553
5523.97,0.829351,0.00669084,5,31,0,-5495.75,-0.0915723,0.984675,0.35739,0.436103,-0.0542401,-0.552596,-3.22382,-1.09359,1.88771,-4.48193,0.927579,2.30146,0.375612,0.0111058,0.957379,-0.0915723,0.984675,0.35739,0.436103,-0.0542401,-0.552596,-6.22382,-1.09359,-1.11229,-7.48193,0.927579,-0.698543,0.375612,0.0111058,0.957379
5524.67,0.910562,0.00772328,4,15,0,-5511.11,-0.143534,0.9263,0.338334,0.432496,0.00353484,-0.474288,-3.24247,-1.0514,1.9374,-4.45782,1.0276,2.27669,0.368547,0.0218782,1.03984,-0.143534,0.9263,0.338334,0.432496,0.00353484,-0.474288,-6.24247,-1.0514,-1.0626,-7.45782,1.0276,-0.723312,0.368547,0.0218782,1.03984
5552.24,0.319942,0.0111309,5,31,0,-5513.57,0.0189485,1.1094,0.11087,0.267738,-0.0191743,-0.319789,-3.57263,-1.04344,2.3843,-4.6383,0.988649,2.38288,0.34429,0.11568,1.24554,0.0189485,1.1094,0.11087,0.267738,-0.0191743,-0.319789,-6.57263,-1.04344,-0.615702,-7.6383,0.988649,-0.61712,0.34429,0.11568,1.24554
5563.29,0.992633,0.00316355,7,127,0,-5543.61,-0.0530179,1.24315,0.00166755,0.17965,0.0210351,-0.0825111,-3.72295,-0.970285,2.74659,-4.77285,1.07406,2.8731,0.382819,-0.16066,0.807747,-0.0530179,1.24315,0.00166755,0.17965,0.0210351,-0.0825111,-6.72295,-0.970285,-0.25341,-7.77285,1.07406,-0.126904,0.382819,-0.16066,0.807747
5564.04,0.618656,0.00570574,5,31,0,-5554.88,-0.02438,1.25326,0.0306836,0.163707,0.0388269,-0.073699,-3.73787,-0.960766,2.81202,-4.79502,1.00548,2.87432,0.423684,-0.069333,0.795891,-0.02438,1.25326,0.0306836,0.163707,0.0388269,-0.073699,-6.73787,-0.960766,-0.18798,-7.79502,1.00548,-0.125682,0.423684,-0.069333,0.795891
5565.93,0.99721,0.00372157,6,127,0,-5557.8,-0.00660836,1.05543,-0.047144,0.183698,-0.0244494,-0.0373239,-3.71222,-1.13775,2.90488,-4.7666,1.00383,2.86302,0.377095,-0.0102149,1.02679,-0.00660836,1.05543,-0.047144,0.183698,-0.0244494,-0.0373239,-6.71222,-1.13775,-0.0951217,-7.7666,1.00383,-0.136981,0.377095,-0.0102149,1.02679
5564.23,0.896178,0.00672021,6,63,0,-5557.54,0.00667508,0.855425,-0.0115958,0.139938,0.00313164,0.0327827,-3.7364,-0.977742,2.9265,-4.82253,1.01384,2.90324,0.368115,-0.0223991,0.950895,0.00667508,0.855425,-0.0115958,0.139938,0.00313164,0.0327827,-6.7364,-0.977742,-0.0735038,-7.82253,1.01384,-0.0967611,0.368115,-0.0223991,0.950895
5567.98,0.29974,0.00919536,6,63,0,-5556.86,0.0793551,1.03208,0.0654555,0.109657,-0.0601177,0.0752946,-3.86487,-1.16988,3.16825,-4.8381,0.947345,2.98716,0.377101,0.0504406,0.954185,0.0793551,1.03208,0.0654555,0.109657,-0.0601177,0.0752946,-6.86487,-1.16988,0.168252,-7.8381,0.947345,-0.0128397,0.377101,0.0504406,0.954185
5567.62,0.999674,0.00260881,7,127,0,-5564.93,-0.110059,0.941139,0.0715677,0.128641,-0.045759,0.090221,-3.81365,-1.06154,3.05944,-4.83372,0.971999,3.08211,0.364754,-0.0465999,0.92103,-0.110059,0.941139,0.0715677,0.128641,-0.045759,0.090221,-6.81365,-1.06154,0.0594427,-7.83372,0.971999,0.082112,0.364754,-0.0465999,0.92103
5568.36,0.99549,0.00468637,6,63,0,-5563.86,-0.124406,1.05092,0.0989779,0.149059,-0.0368156,0.0363188,-3.82869,-1.1137,3.11011,-4.77811,0.977071,2.96074,0.373107,-0.0659671,0.890778,-0.124406,1.05092,0.0989779,0.149059,-0.0368156,0.0363188,-6.82869,-1.1137,0.110107,-7.77811,0.977071,-0.0392599,0.373107,-0.0659671,0.890778
5565.56,0.927837,0.00825055,5,63,0,-5556.83,-0.0602296,0.973779,0.319809,0.113463,-0.00182011,0.0577921,-3.83345,-1.07263,3.04396,-4.82684,0.985525,2.96121,0.409488,0.146961,1.01245,-0.0602296,0.973779,0.319809,0.113463,-0.00182011,0.0577921,-6.83345,-1.07263,0.0439629,-7.82684,0.985525,-0.0387899,0.409488,0.146961,1.01245
5563.69,0.0392316,0.0121002,5,31,0,-5559.6,-0.0516687,1.01221,0.126244,0.1138,-0.107854,0.058873,-3.87364,-1.16259,3.13998,-4.84128,0.869364,3.01276,0.321509,-0.162377,0.863261,-0.0516687,1.01221,0.126244,0.1138,-0.107854,0.058873,-6.87364,-1.16259,0.139978,-7.84128,0.869364,0.0127563,0.321509,-0.162377,0.863261
5561.05,0.994312,0.00183145,7,127,0,-5555.18,0.115434,1.08853,0.211517,0.103473,0.0145637,0.0925254,-3.8699,-1.0523,3.1646,-4.85489,1.02248,3.06779,0.383437,0.147584,1.01914,0.115434,1.08853,0.211517,0.103473,0.0145637,0.0925254,-6.8699,-1.0523,0.164597,-7.85489,1.02248,0.0677888,0.383437,0.147584,1.01914
5564.86,0.982826,0.00319427,7,191,0,-5555.7,-0.159207,1.15563,-0.130178,0.181367,0.00740266,-0.0731717,-3.75376,-1.02614,2.96957,-4.78252,1.01774,2.82458,0.372839,-0.070945,0.864627,-0.159207,1.15563,-0.130178,0.181367,0.00740266,-0.0731717,-6.75376,-1.02614,-0.0304272,-7.78252,1.01774,-0.175419,0.372839,-0.070945,0.864627
5567.73,0.958613,0.00536679,6,63,0,-5553.41,-0.0673497,1.14827,-0.0523495,0.139695,-0.0189136,0.0671534,-3.78039,-1.11673,3.05307,-4.81201,0.976027,2.94144,0.402941,0.104284,1.05433,-0.0673497,1.14827,-0.0523495,0.139695,-0.0189136,0.0671534,-6.78039,-1.11673,0.0530724,-7.81201,0.976027,-0.0585557,0.402941,0.104284,1.05433
5566.54,0.705577,0.00842223,5,31,0,-5560.46,0.0611447,1.15301,-0.018938,0.0735647,-0.0462312,0.0989356,-3.89712,-1.04843,3.13195,-4.87144,0.946055,2.97195,0.377867,-0.116129,0.841545,0.0611447,1.15301,-0.018938,0.0735647,-0.0462312,0.0989356,-6.89712,-1.04843,0.131952,-7.87144,0.946055,-0.0280487,0.377867,-0.116129,0.841545
5566.27,0.74799,0.00701882,7,127,0,-5559.1,-0.0393586,0.99726,0.18092,0.146545,-0.0535561,0.00823872,-3.73041,-1.09704,2.92189,-4.7893,0.940081,2.91152,0.382654,-0.0739883,0.896537,-0.0393586,0.99726,0.18092,0.146545,-0.0535561,0.00823872,-6.73041,-1.09704,-0.0781116,-7.7893,0.940081,-0.0884785,0.382654,-0.0739883,0.896537
5567.27,0.96358,0.00650713,6,63,0,-5561.05,-0.104065,1.14527,0.350231,0.105744,-0.00310195,0.05699,-3.85057,-0.985502,3.02685,-4.83153,1.0063,2.9076,0.408193,-0.00342328,0.985625,-0.104065,1.14527,0.350231,0.105744,-0.00310195,0.05699,-6.85057,-0.985502,0.0268492,-7.83153,1.0063,-0.0923996,0.408193,-0.00342328,0.985625
5570.68,0.990249,0.0102158,6,127,0,-5564.31,-0.00797996,1.1956,0.0625614,0.155784,-0.0502582,-0.0653987,-3.78625,-1.08995,2.93496,-4.80441,0.916461,2.82373,0.360824,-0.034324,0.936434,-0.00797996,1.1956,0.0625614,0.155784,-0.0502582,-0.0653987,-6.78625,-1.08995,-0.0650407,-7.80441,0.916461,-0.176265,0.360824,-0.034324,0.936434
5568.14,0.254121,0.0169964,2,6,1,-5560.36,-0.000182619,1.18847,0.0365521,0.158493,-0.0350559,-0.0643371,-3.79804,-1.08589,2.97096,-4.78671,0.903228,2.78434,0.357292,-0.0060735,0.942404,-0.000182619,1.18847,0.0365521,0.158493,-0.0350559,-0.0643371,-6.79804,-1.08589,-0.0290411,-7.78671,0.903228,-0.215665,0.357292,-0.0060735,0.942404
5566.98,0.983547,0.00477808,5,63,0,-5561.54,-0.0259772,1.17132,0.0242039,0.146449,-0.0907924,-0.0204534,-3.74343,-1.1903,2.8643,-4.80996,0.900948,2.84375,0.33557,0.0665911,1.09946,-0.0259772,1.17132,0.0242039,0.146449,-0.0907924,-0.0204534,-6.74343,-1.1903,-0.135704,-7.80996,0.900948,-0.156246,0.33557,0.0665911,1.09946
5565.73,0.803053,0.00780567,6,63,0,-5556.72,-0.0476899,1.00817,0.123384,0.131991,0.046559,0.00991374,-3.89513,-0.902393,3.07926,-4.82576,1.08672,2.92699,0.421462,0.0689562,0.991514,-0.0476899,1.00817,0.123384,0.131991,0.046559,0.00991374,-6.89513,-0.902393,0.0792567,-7.82576,1.08672,-0.0730072,0.421462,0.0689562,0.991514
5568.38,0.997356,0.00825219,6,95,0,-5556.52,-0.0490082,1.09853,-0.00449372,0.0732822,-0.0132702,0.141982,-3.93303,-1.04851,3.30796,-4.89563,1.00924,3.09425,0.329943,-0.111123,0.919948,-0.0490082,1.09853,-0.00449372,0.0732822,-0.0132702,0.141982,-6.93303,-1.04851,0.307959,-7.89563,1.00924,0.0942504,0.329943,-0.111123,0.919948
5567.63,0.202663,0.0137784,2,5,0,-5562.88,-0.0492827,1.1092,-0.00433607,0.0644338,-0.0267986,0.165674,-3.9405,-1.06665,3.3132,-4.89669,1.00887,3.09071,0.332614,-0.132273,0.907307,-0.0492827,1.1092,-0.00433607,0.0644338,-0.0267986,0.165674,-6.9405,-1.06665,0.313196,-7.89669,1.00887,0.0907113,0.332614,-0.132273,0.907307
5566.2,0.996765,0.00355368,7,191,0,-5561.96,0.0555831,1.19128,0.162346,0.126482,-0.00331904,0.0954071,-3.80799,-1.07784,3.05963,-4.85039,1.02264,3.07987,0.436917,0.116032,1.01633,0.0555831,1.19128,0.162346,0.126482,-0.00331904,0.0954071,-6.80799,-1.07784,0.0596343,-7.85039,1.02264,0.0798699,0.436917,0.116032,1.01633
5567.4,0.966937,0.00591537,6,63,0,-5562.1,-0.236969,1.16308,0.21437,0.192196,0.0012891,-0.0685936,-3.68176,-1.01997,2.84274,-4.74627,0.996046,2.8122,0.403947,-0.0213836,0.88245,-0.236969,1.16308,0.21437,0.192196,0.0012891,-0.0685936,-6.68176,-1.01997,-0.15726,-7.74627,0.996046,-0.187798,0.403947,-0.0213836,0.88245
5568.13,0.558065,0.00912804,5,31,0,-5561.27,-0.091631,1.20496,0.218957,0.10753,0.0662165,-0.0196783,-3.85298,-0.849624,2.88819,-4.86427,1.09749,2.89001,0.348397,-0.0899058,0.938691,-0.091631,1.20496,0.218957,0.10753,0.0662165,-0.0196783,-6.85298,-0.849624,-0.11181,-7.86427,1.09749,-0.109986,0.348397,-0.0899058,0.938691
5568.95,0.825762,0.00547635,6,63,0,-5562.5,-0.0419203,1.09313,0.184735,0.150865,0.0418409,-0.0548465,-3.81498,-0.948339,2.92892,-4.7883,1.07414,2.85006,0.36008,-0.102528,0.874933,-0.0419203,1.09313,0.184735,0.150865,0.0418409,-0.0548465,-6.81498,-0.948339,-0.0710761,-7.7883,1.07414,-0.149939,0.36008,-0.102528,0.874933
5563.77,0.926993,0.00608977,5,63,0,-5559.48,0.00541538,1.04942,0.13086,0.158379,0.0400719,-0.0926133,-3.78752,-0.90804,2.81163,-4.77316,1.0812,2.75146,0.467705,0.0586521,0.89349,0.00541538,1.04942,0.13086,0.158379,0.0400719,-0.0926133,-6.78752,-0.90804,-0.188373,-7.77316,1.0812,-0.248541,0.467705,0.0586521,0.89349
5567.5,0.993702,0.00850606,6,63,0,-5558.69,0.00889095,0.979241,-0.0871613,0.14963,0.00174409,-0.00682598,-3.78108,-1.04361,2.91287,-4.79495,1.00257,2.92454,0.303442,0.0314437,1.09229,0.00889095,0.979241,-0.0871613,0.14963,0.00174409,-0.00682598,-6.78108,-1.04361,-0.0871315,-7.79495,1.00257,-0.0754619,0.303442,0.0314437,1.09229
5568.6,0.328095,0.0137486,2,6,1,-5558.89,0.00538649,1.00062,-0.0747514,0.150084,-0.00645083,-0.0042662,-3.78079,-1.01727,2.94641,-4.80238,1.00249,2.92292,0.316403,0.0488797,1.06563,0.00538649,1.00062,-0.0747514,0.150084,-0.00645083,-0.0042662,-6.78079,-1.01727,-0.0535885,-7.80238,1.00249,-0.0770818,0.316403,0.0488797,1.06563
5565.47,0.969475,0.00497336,6,63,0,-5558.55,0.148204,1.12841,-0.195887,0.180098,0.0381562,-0.00384908,-3.73124,-0.970293,2.9616,-4.74944,1.06202,2.87451,0.415479,-0.0494079,0.889387,0.148204,1.12841,-0.195887,0.180098,0.0381562,-0.00384908,-6.73124,-0.970293,-0.0383982,-7.74944,1.06202,-0.125488,0.415479,-0.0494079,0.889387
5563.94,0.999696,0.00759362,5,31,0,-5557.49,0.0658259,1.0128,-0.0310431,0.1526,-0.0757065,-0.0305483,-3.73397,-1.11939,2.83928,-4.81685,0.882943,2.86943,0.370555,-0.126138,0.782186,0.0658259,1.0128,-0.0310431,0.1526,-0.0757065,-0.0305483,-6.73397,-1.11939,-0.160716,-7.81685,0.882943,-0.130566,0.370555,-0.126138,0.782186
5563.94,0.0295297,0.0123311,3,10,1,-5557.32,0.0658259,1.0128,-0.0310431,0.1526,-0.0757065,-0.0305483,-3.73397,-1.11939,2.83928,-4.81685,0.882943,2.86943,0.370555,-0.126138,0.782186,0.0658259,1.0128,-0.0310431,0.1526,-0.0757065,-0.0305483,-6.73397,-1.11939,-0.160716,-7.81685,0.882943,-0.130566,0.370555,-0.126138,0.782186
5566.55,0.999637,0.00235507,7,127,0,-5558.32,-0.0674311,1.31768,-0.000138817,0.172137,0.0118214,-0.0287547,-3.80084,-1.01986,3.0067,-4.75739,1.03034,2.8401,0.339396,0.101795,1.12588,-0.0674311,1.31768,-0.000138817,0.172137,0.0118214,-0.0287547,-6.80084,-1.01986,0.00669962,-7.75739,1.03034,-0.159896,0.339396,0.101795,1.12588
5564.89,0.991189,0.00382669,7,255,0,-5559.54,-0.122811,0.935277,0.277439,0.175569,-0.0559861,0.0367119,-3.76374,-1.13304,3.02342,-4.80075,0.954969,3.09714,0.417074,-0.0401557,0.8128,-0.122811,0.935277,0.277439,0.175569,-0.0559861,0.0367119,-6.76374,-1.13304,0.0234154,-7.80075,0.954969,0.0971412,0.417074,-0.0401557,0.8128
5563.33,0.991136,0.00606908,6,63,0,-5558.01,-0.133415,1.11767,0.256107,0.0466575,-0.0866993,0.191793,-4.02119,-1.14897,3.43794,-4.93233,0.878766,3.14647,0.410178,0.14969,1.04141,-0.133415,1.11767,0.256107,0.0466575,-0.0866993,0.191793,-7.02119,-1.14897,0.437935,-7.93233,0.878766,0.146469,0.410178,0.14969,1.04141
