# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=1
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_2/chain_data_nngp_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3
5569.65,0.979227,0.16712,5,31,0,-5564.65,0.00635454,0.985057,0.112364,0.16119,-0.0447289,-0.0563017,-3.76449,-1.12771,2.91672,-4.77055,0.954933,2.81076,0.363769,-0.0118476,0.95815,0.00635454,0.985057,0.112364,0.16119,-0.0447289,-0.0563017,-6.76449,-1.12771,-0.0832758,-7.77055,0.954933,-0.189239,0.363769,-0.0118476,0.95815
5569.65,0,2.315,0,1,1,-5559.81,0.00635454,0.985057,0.112364,0.16119,-0.0447289,-0.0563017,-3.76449,-1.12771,2.91672,-4.77055,0.954933,2.81076,0.363769,-0.0118476,0.95815,0.00635454,0.985057,0.112364,0.16119,-0.0447289,-0.0563017,-6.76449,-1.12771,-0.0832758,-7.77055,0.954933,-0.189239,0.363769,-0.0118476,0.95815
5569.65,9.4922e-05,0.386882,1,3,1,-5563.38,0.00635454,0.985057,0.112364,0.16119,-0.0447289,-0.0563017,-3.76449,-1.12771,2.91672,-4.77055,0.954933,2.81076,0.363769,-0.0118476,0.95815,0.00635454,0.985057,0.112364,0.16119,-0.0447289,-0.0563017,-6.76449,-1.12771,-0.0832758,-7.77055,0.954933,-0.189239,0.363769,-0.0118476,0.95815
5564.82,0.978875,0.0379255,7,127,0,-5560.84,-0.0900904,1.276,0.0074558,0.110486,-0.0548067,-0.00787938,-3.82211,-1.13555,2.93025,-4.84615,0.999482,2.95554,0.380907,-0.00671061,0.983489,-0.0900904,1.276,0.0074558,0.110486,-0.0548067,-0.00787938,-6.82211,-1.13555,-0.0697472,-7.84615,0.999482,-0.0444575,0.380907,-0.00671061,0.983489
5571.26,0.999701,0.0481003,6,95,0,-5560.97,0.00280219,1.2315,0.0294908,0.123473,-0.0154341,0.0136145,-3.82355,-1.07441,3.01902,-4.84703,0.973768,2.94781,0.357205,-0.0144896,0.942965,0.00280219,1.2315,0.0294908,0.123473,-0.0154341,0.0136145,-6.82355,-1.07441,0.0190223,-7.84703,0.973768,-0.052192,0.357205,-0.0144896,0.942965
5567.19,0.97115,0.0747649,6,63,0,-5560.32,0.0230464,0.958491,0.141976,0.120305,0.0609569,-0.0347784,-3.85141,-0.892284,2.93183,-4.82644,1.08446,2.85513,0.352398,0.04077,1.02217,0.0230464,0.958491,0.141976,0.120305,0.0609569,-0.0347784,-6.85141,-0.892284,-0.0681733,-7.82644,1.08446,-0.144871,0.352398,0.04077,1.02217
5566.39,0.994995,0.116113,5,31,0,-5563.05,0.027965,0.966174,0.237864,0.123358,0.0607636,0.0115929,-3.85359,-0.880656,3.00678,-4.81864,1.10458,2.8619,0.390289,0.0230201,1.02641,0.027965,0.966174,0.237864,0.123358,0.0607636,0.0115929,-6.85359,-0.880656,0.00678194,-7.81864,1.10458,-0.138098,0.390289,0.0230201,1.02641
5566.69,0.849664,0.203829,4,15,0,-5561.85,0.0519222,1.03266,0.231082,0.131357,0.0709475,0.0261125,-3.84972,-0.870967,3.03579,-4.82528,1.09711,2.93263,0.386666,0.00172455,0.995351,0.0519222,1.03266,0.231082,0.131357,0.0709475,0.0261125,-6.84972,-0.870967,0.0357876,-7.82528,1.09711,-0.0673699,0.386666,0.00172455,0.995351
5564.96,0.25001,0.233469,5,31,0,-5551.09,0.0972136,1.24746,-0.115674,0.183187,0.00805201,-0.039151,-3.73462,-0.993306,2.82022,-4.78262,1.03251,2.87802,0.320646,-0.0779627,1.0041,0.0972136,1.24746,-0.115674,0.183187,0.00805201,-0.039151,-6.73462,-0.993306,-0.179779,-7.78262,1.03251,-0.121982,0.320646,-0.0779627,1.0041
5562.75,0.980493,0.04072,6,63,0,-5554.79,-0.000236034,1.0639,-0.218467,0.182909,0.0189757,-0.0461135,-3.71056,-1.00966,2.81268,-4.78646,0.982155,2.88397,0.299479,-0.0730144,1.00438,-0.000236034,1.0639,-0.218467,0.182909,0.0189757,-0.0461135,-6.71056,-1.00966,-0.187317,-7.78646,0.982155,-0.116031,0.299479,-0.0730144,1.00438
5565.02,0.994781,0.0716887,6,63,0,-5556.58,0.00572027,1.20028,-0.0804579,0.189846,-0.0416239,-0.081106,-3.70957,-1.05169,2.82708,-4.75563,0.988968,2.76748,0.326842,-0.129043,0.878677,0.00572027,1.20028,-0.0804579,0.189846,-0.0416239,-0.081106,-6.70957,-1.05169,-0.172924,-7.75563,0.988968,-0.232519,0.326842,-0.129043,0.878677
5567.9,0.979712,0.133108,6,63,0,-5556.9,-0.0478338,1.22398,-0.0910064,0.0991835,0.0390227,0.0516254,-3.86868,-0.956036,3.01838,-4.86413,1.05691,2.92153,0.406913,0.069016,0.984478,-0.0478338,1.22398,-0.0910064,0.0991835,0.0390227,0.0516254,-6.86868,-0.956036,0.0183792,-7.86413,1.05691,-0.0784731,0.406913,0.069016,0.984478
5566.57,0.775322,0.23621,5,31,0,-5559.46,-0.192902,1.19552,0.205884,0.114223,-0.0655572,0.0789992,-3.83831,-1.09386,3.11174,-4.83784,0.947061,2.99633,0.360223,-0.152526,0.790985,-0.192902,1.19552,0.205884,0.114223,-0.0655572,0.0789992,-6.83831,-1.09386,0.11174,-7.83784,0.947061,-0.0036664,0.360223,-0.152526,0.790985
5562.15,0.43585,0.220522,5,31,0,-5557.5,-0.000916551,0.993452,-0.0413369,0.160184,-0.0223886,-0.0679833,-3.72787,-1.04558,2.89569,-4.783,0.937971,2.79622,0.396479,0.139848,1.13614,-0.000916551,0.993452,-0.0413369,0.160184,-0.0223886,-0.0679833,-6.72787,-1.04558,-0.104308,-7.783,0.937971,-0.203781,0.396479,0.139848,1.13614
5564.11,0.999676,0.0716418,6,63,0,-5557.61,-0.105453,1.27598,0.041207,0.160802,-0.0264852,-0.00303227,-3.73736,-1.06651,3.04302,-4.78821,0.946122,2.91595,0.337917,-0.13612,0.87913,-0.105453,1.27598,0.041207,0.160802,-0.0264852,-0.00303227,-6.73736,-1.06651,0.0430236,-7.78821,0.946122,-0.0840533,0.337917,-0.13612,0.87913
5563.2,0.998486,0.135668,5,63,0,-5557.57,-0.209153,1.24556,0.20095,0.166941,-0.0180647,-0.0508225,-3.8346,-1.03017,3.00011,-4.77479,1.01877,2.76262,0.349872,-0.12112,0.891774,-0.209153,1.24556,0.20095,0.166941,-0.0180647,-0.0508225,-6.8346,-1.03017,0.000106403,-7.77479,1.01877,-0.237382,0.349872,-0.12112,0.891774
5563,0.824058,0.254255,4,15,0,-5559.11,-0.113609,1.0351,0.316584,0.120423,-0.0281271,0.0165491,-3.75442,-1.09001,2.95074,-4.86063,0.940427,3.00308,0.343799,0.103668,1.10093,-0.113609,1.0351,0.316584,0.120423,-0.0281271,0.0165491,-6.75442,-1.09001,-0.0492642,-7.86063,0.940427,0.00308319,0.343799,0.103668,1.10093
5563.69,0.965301,0.27748,4,15,0,-5558.81,-0.389009,1.23012,0.572838,0.184353,-0.0288106,-0.0818301,-3.76848,-1.05005,2.97512,-4.755,0.995439,2.79616,0.410543,-0.0473983,0.895613,-0.389009,1.23012,0.572838,0.184353,-0.0288106,-0.0818301,-6.76848,-1.05005,-0.0248822,-7.755,0.995439,-0.203845,0.410543,-0.0473983,0.895613
5563.69,3.50849e-19,0.46434,1,2,1,-5559,-0.389009,1.23012,0.572838,0.184353,-0.0288106,-0.0818301,-3.76848,-1.05005,2.97512,-4.755,0.995439,2.79616,0.410543,-0.0473983,0.895613,-0.389009,1.23012,0.572838,0.184353,-0.0288106,-0.0818301,-6.76848,-1.05005,-0.0248822,-7.755,0.995439,-0.203845,0.410543,-0.0473983,0.895613
5565.39,0.991403,0.0423507,7,127,0,-5555.35,-0.210889,1.22484,0.520984,0.147835,-0.0136632,2.19783e-06,-3.79008,-1.04657,3.00178,-4.82765,0.983138,2.97568,0.340575,-0.000611752,1.07895,-0.210889,1.22484,0.520984,0.147835,-0.0136632,2.19783e-06,-6.79008,-1.04657,0.00177909,-7.82765,0.983138,-0.0243162,0.340575,-0.000611752,1.07895
5562.62,0.981359,0.0772349,6,63,0,-5557.74,-0.189622,1.02294,0.204384,0.173355,-0.0323535,-0.0324125,-3.74424,-1.08619,2.9516,-4.78631,1.04332,2.82633,0.310465,-0.04849,1.00734,-0.189622,1.02294,0.204384,0.173355,-0.0323535,-0.0324125,-6.74424,-1.08619,-0.0483974,-7.78631,1.04332,-0.173669,0.310465,-0.04849,1.00734
5560.89,1,0.135469,4,31,0,-5550.69,-0.0477635,0.737041,0.0830291,0.175176,0.0168082,0.0547905,-3.71832,-0.972603,3.02209,-4.78251,0.994115,3.04277,0.335138,-0.0480545,0.880405,-0.0477635,0.737041,0.0830291,0.175176,0.0168082,0.0547905,-6.71832,-0.972603,0.0220877,-7.78251,0.994115,0.0427739,0.335138,-0.0480545,0.880405
5563.64,0.966338,0.248708,4,15,0,-5554.38,0.000387727,1.36954,0.0579377,0.120426,-0.0503257,-0.0875119,-3.87372,-1.03873,2.8867,-4.84285,0.943698,2.78715,0.429452,0.026323,0.940112,0.000387727,1.36954,0.0579377,0.120426,-0.0503257,-0.0875119,-6.87372,-1.03873,-0.113303,-7.84285,0.943698,-0.212848,0.429452,0.026323,0.940112
5563.64,1.53472e-08,0.409921,1,3,1,-5555.29,0.000387727,1.36954,0.0579377,0.120426,-0.0503257,-0.0875119,-3.87372,-1.03873,2.8867,-4.84285,0.943698,2.78715,0.429452,0.026323,0.940112,0.000387727,1.36954,0.0579377,0.120426,-0.0503257,-0.0875119,-6.87372,-1.03873,-0.113303,-7.84285,0.943698,-0.212848,0.429452,0.026323,0.940112
5567.32,0.997804,0.0413702,6,63,0,-5559.39,-0.102468,1.07472,-0.0572847,0.135326,-0.0358009,-0.0266077,-3.78135,-1.09119,2.90753,-4.8376,0.918526,2.87483,0.425136,0.107901,0.984456,-0.102468,1.07472,-0.0572847,0.135326,-0.0358009,-0.0266077,-6.78135,-1.09119,-0.0924682,-7.8376,0.918526,-0.125173,0.425136,0.107901,0.984456
5567.47,0.977799,0.0751361,6,127,0,-5561.99,-0.0892689,1.17018,0.39534,0.182743,-0.0369815,-0.0238129,-3.7248,-1.07314,2.94377,-4.75852,1.00138,2.85812,0.313194,-0.0840989,0.974807,-0.0892689,1.17018,0.39534,0.182743,-0.0369815,-0.0238129,-6.7248,-1.07314,-0.0562289,-7.75852,1.00138,-0.141876,0.313194,-0.0840989,0.974807
5567.43,0.99827,0.127665,6,63,0,-5562.35,-0.0307664,1.33663,0.116305,0.0721616,-0.0455792,0.122913,-3.91904,-1.06283,3.18347,-4.9222,0.950102,3.09125,0.415775,0.0956055,1.00227,-0.0307664,1.33663,0.116305,0.0721616,-0.0455792,0.122913,-6.91904,-1.06283,0.183472,-7.9222,0.950102,0.0912495,0.415775,0.0956055,1.00227
5560.1,0.501784,0.227725,4,31,0,-5555.27,-0.0923223,1.04293,0.710961,0.160837,-0.044693,0.0150489,-3.7735,-1.12871,3.10296,-4.79316,0.941783,2.90461,0.35166,-0.101801,0.956397,-0.0923223,1.04293,0.710961,0.160837,-0.044693,0.0150489,-6.7735,-1.12871,0.102959,-7.79316,0.941783,-0.0953879,0.35166,-0.101801,0.956397
5561.01,0.996861,0.100932,5,31,0,-5555.52,-0.314019,0.953427,0.269349,0.181574,-0.0917478,0.0217918,-3.68909,-1.18422,2.99952,-4.80205,0.864054,2.95353,0.348737,0.0429405,0.985603,-0.314019,0.953427,0.269349,0.181574,-0.0917478,0.0217918,-6.68909,-1.18422,-0.00047848,-7.80205,0.864054,-0.046467,0.348737,0.0429405,0.985603
5567.38,0.997445,0.177979,5,31,0,-5557.32,-0.162006,1.19392,0.366234,0.125317,0.00180586,0.0238566,-3.83865,-0.975534,3.05122,-4.80078,0.985194,2.92215,0.348198,-0.0583145,0.904815,-0.162006,1.19392,0.366234,0.125317,0.00180586,0.0238566,-6.83865,-0.975534,0.0512231,-7.80078,0.985194,-0.0778489,0.348198,-0.0583145,0.904815
5567.08,0.0765963,0.311392,2,7,0,-5560.82,-0.132472,1.20822,0.377962,0.149999,0.00705594,0.0143018,-3.83719,-1.02939,3.07574,-4.80408,0.998122,2.87871,0.347799,-0.0700249,0.91394,-0.132472,1.20822,0.377962,0.149999,0.00705594,0.0143018,-6.83719,-1.02939,0.0757445,-7.80408,0.998122,-0.121289,0.347799,-0.0700249,0.91394
5563.32,0.996986,0.0442646,6,127,0,-5555.51,-0.256241,1.37507,0.120951,0.13561,-0.0329855,0.10148,-3.81641,-1.1295,3.16639,-4.80292,1.02377,3.0759,0.429522,0.0658848,0.989442,-0.256241,1.37507,0.120951,0.13561,-0.0329855,0.10148,-6.81641,-1.1295,0.166388,-7.80292,1.02377,0.0758963,0.429522,0.0658848,0.989442
5564.22,0.992844,0.0775211,6,63,0,-5557.7,-0.28046,1.35241,-0.00761702,0.1464,-0.0235052,0.0605121,-3.81074,-1.10003,3.15079,-4.81712,0.993926,2.99843,0.451495,0.097349,0.930516,-0.28046,1.35241,-0.00761702,0.1464,-0.0235052,0.0605121,-6.81074,-1.10003,0.150789,-7.81712,0.993926,-0.00157336,0.451495,0.097349,0.930516
5568.53,0.978552,0.133049,5,31,0,-5557.48,0.0539016,1.05768,0.15597,0.0967514,-0.0427674,0.0645372,-3.91482,-1.08189,3.15968,-4.85794,0.943786,2.94345,0.427929,0.0205008,0.920594,0.0539016,1.05768,0.15597,0.0967514,-0.0427674,0.0645372,-6.91482,-1.08189,0.159678,-7.85794,0.943786,-0.0565512,0.427929,0.0205008,0.920594
5565.62,0.814612,0.217952,4,15,0,-5560.55,-0.173699,1.12341,0.182372,0.111231,-0.0046365,0.163883,-3.81676,-1.06199,3.1625,-4.88582,0.979561,3.23101,0.33587,-0.0782292,0.901863,-0.173699,1.12341,0.182372,0.111231,-0.0046365,0.163883,-6.81676,-1.06199,0.162498,-7.88582,0.979561,0.231011,0.33587,-0.0782292,0.901863
5561.05,0.243805,0.230186,4,15,0,-5548.72,-0.0909224,1.31695,0.35783,0.0970582,-0.0649764,0.0990096,-3.8665,-1.18071,3.22314,-4.87144,0.935299,2.98698,0.305328,-0.170179,0.94237,-0.0909224,1.31695,0.35783,0.0970582,-0.0649764,0.0990096,-6.8665,-1.18071,0.223141,-7.87144,0.935299,-0.0130171,0.305328,-0.170179,0.94237
5565.78,0.999772,0.0547912,6,63,0,-5556.36,-0.101817,0.992097,-0.0522878,0.129488,0.00657072,0.102498,-3.80924,-1.08044,3.06277,-4.81396,1.05923,3.07814,0.387026,0.0521479,1.02937,-0.101817,0.992097,-0.0522878,0.129488,0.00657072,0.102498,-6.80924,-1.08044,0.062767,-7.81396,1.05923,0.0781402,0.387026,0.0521479,1.02937
5562.24,0.991167,0.0943676,6,63,0,-5556.85,-0.0146667,1.42388,0.0796047,0.111082,-0.136672,0.0971427,-3.85447,-1.25836,3.17727,-4.84264,0.806399,2.99294,0.366057,-0.122604,0.83687,-0.0146667,1.42388,0.0796047,0.111082,-0.136672,0.0971427,-6.85447,-1.25836,0.177273,-7.84264,0.806399,-0.0070601,0.366057,-0.122604,0.83687
5568.1,0.982609,0.15764,4,31,0,-5558.79,-0.179173,1.15375,0.00652364,0.100231,-0.0351236,0.095256,-3.83194,-1.08626,3.08932,-4.86568,0.98682,3.08264,0.395884,0.0634353,0.963596,-0.179173,1.15375,0.00652364,0.100231,-0.0351236,0.095256,-6.83194,-1.08626,0.0893178,-7.86568,0.98682,0.0826437,0.395884,0.0634353,0.963596
5567.62,0.530548,0.25563,4,23,0,-5559.79,0.0914688,1.17968,0.043111,0.110937,-0.0686384,0.0969777,-3.88859,-1.16234,3.28371,-4.85189,0.925422,2.99659,0.369455,0.0438139,1.00305,0.0914688,1.17968,0.043111,0.110937,-0.0686384,0.0969777,-6.88859,-1.16234,0.283705,-7.85189,0.925422,-0.00341151,0.369455,0.0438139,1.00305
5565.63,0.917625,0.131128,5,31,0,-5562.6,-0.120188,1.06866,-0.119195,0.124341,-0.0668966,0.144166,-3.77425,-1.19823,3.18964,-4.84004,0.913122,3.13759,0.359759,-0.0101229,0.957006,-0.120188,1.06866,-0.119195,0.124341,-0.0668966,0.144166,-6.77425,-1.19823,0.18964,-7.84004,0.913122,0.137594,0.359759,-0.0101229,0.957006
5565.45,0.874939,0.179548,5,31,0,-5559.84,-0.119552,1.13016,-0.124658,0.150808,-0.084804,0.155093,-3.75252,-1.21236,3.23646,-4.82284,0.943762,3.17898,0.391057,-0.00554465,0.900086,-0.119552,1.13016,-0.124658,0.150808,-0.084804,0.155093,-6.75252,-1.21236,0.236464,-7.82284,0.943762,0.178983,0.391057,-0.00554465,0.900086
5566.05,0.853027,0.219997,4,15,0,-5558.21,-0.0480182,1.392,0.0255148,0.10523,-0.0684933,0.0657171,-3.85184,-1.11408,3.09623,-4.85325,0.901889,2.93365,0.432404,-0.0369666,0.878114,-0.0480182,1.392,0.0255148,0.10523,-0.0684933,0.0657171,-6.85184,-1.11408,0.0962333,-7.85325,0.901889,-0.0663531,0.432404,-0.0369666,0.878114
5566.24,0.844817,0.254561,4,31,0,-5561.23,-0.0214496,1.17564,-0.117434,0.0813502,-0.0712461,0.0949587,-3.90446,-1.11732,3.18882,-4.92736,0.938142,3.15114,0.416545,0.00464725,0.874174,-0.0214496,1.17564,-0.117434,0.0813502,-0.0712461,0.0949587,-6.90446,-1.11732,0.188819,-7.92736,0.938142,0.151139,0.416545,0.00464725,0.874174
5567.76,0.254223,0.288052,3,15,0,-5561.77,-0.0470208,1.21792,0.0467929,0.0893596,-0.0535282,0.112246,-3.87624,-1.17518,3.13783,-4.86768,0.961858,3.00211,0.402014,-0.00126294,0.932448,-0.0470208,1.21792,0.0467929,0.0893596,-0.0535282,0.112246,-6.87624,-1.17518,0.137828,-7.86768,0.961858,0.00211418,0.402014,-0.00126294,0.932448
5569.55,0.997546,0.0770352,6,63,0,-5563.57,-0.141243,1.04745,0.390171,0.142308,-0.00588382,-0.00338987,-3.82669,-1.06266,3.0544,-4.80925,1.03174,2.92789,0.361466,0.00342649,1.02064,-0.141243,1.04745,0.390171,0.142308,-0.00588382,-0.00338987,-6.82669,-1.06266,0.0544025,-7.80925,1.03174,-0.0721121,0.361466,0.00342649,1.02064
5567.95,0.957656,0.127017,6,63,0,-5561.01,-0.150551,1.18786,-0.0226257,0.12957,0.0232098,0.00164419,-3.80405,-0.949024,2.89191,-4.8495,1.08378,2.94443,0.378633,-0.0414463,0.961159,-0.150551,1.18786,-0.0226257,0.12957,0.0232098,0.00164419,-6.80405,-0.949024,-0.108095,-7.8495,1.08378,-0.0555732,0.378633,-0.0414463,0.961159
5565.71,0.780149,0.188935,5,63,0,-5560.56,0.166858,0.967833,-0.000845605,0.141587,0.00352612,0.059018,-3.83707,-1.03499,3.08681,-4.80056,0.980356,2.94596,0.353385,0.0417095,1.02724,0.166858,0.967833,-0.000845605,0.141587,0.00352612,0.059018,-6.83707,-1.03499,0.0868105,-7.80056,0.980356,-0.0540443,0.353385,0.0417095,1.02724
5564.58,0.817037,0.182891,5,31,0,-5554.04,-0.208453,0.921491,0.542396,0.095374,-0.0312515,0.180489,-3.87486,-1.15799,3.27867,-4.85172,1.0131,3.09997,0.372963,-0.0785449,0.902213,-0.208453,0.921491,0.542396,0.095374,-0.0312515,0.180489,-6.87486,-1.15799,0.278675,-7.85172,1.0131,0.0999738,0.372963,-0.0785449,0.902213
5563.91,0.374807,0.193307,5,31,0,-5554.17,-0.169244,1.07289,0.414632,0.0404864,-0.0613362,0.146509,-3.97846,-1.141,3.16143,-4.9307,0.949112,3.05884,0.368187,0.0374037,1.01789,-0.169244,1.07289,0.414632,0.0404864,-0.0613362,0.146509,-6.97846,-1.141,0.161427,-7.9307,0.949112,0.0588428,0.368187,0.0374037,1.01789
# Adaptation terminated
# Step size = 0.145456
# Diagonal elements of inverse mass matrix:
# 0.00876375, 0.015444, 0.0219599, 0.000980823, 0.00149596, 0.00362113, 0.00272765, 0.00545705, 0.00989769, 0.00198395, 0.00319024, 0.0126735, 0.000955856, 0.00533158, 0.00994126
5559.82,0.938824,0.145456,5,31,0,-5553.94,-0.0708516,1.12643,0.268678,0.0500203,-0.056299,0.131024,-3.97646,-1.06866,3.35838,-4.94712,0.894093,3.05923,0.413403,-0.0844138,0.870701,-0.0708516,1.12643,0.268678,0.0500203,-0.056299,0.131024,-6.97646,-1.06866,0.35838,-7.94712,0.894093,0.05923,0.413403,-0.0844138,0.870701
5565.55,1,0.145456,5,31,0,-5555.36,-0.121298,1.17091,0.112126,0.0803463,-0.0857634,0.169844,-3.9083,-1.19066,3.25425,-4.93454,0.937493,3.23847,0.431357,0.03184,0.909395,-0.121298,1.17091,0.112126,0.0803463,-0.0857634,0.169844,-6.9083,-1.19066,0.25425,-7.93454,0.937493,0.238469,0.431357,0.03184,0.909395
5567.11,0.821558,0.145456,6,63,0,-5559.61,0.0935317,1.22067,-0.138676,0.133677,-0.0486555,0.0217416,-3.85009,-1.18306,3.13806,-4.81912,0.952255,2.93241,0.350991,-0.0280773,0.971621,0.0935317,1.22067,-0.138676,0.133677,-0.0486555,0.0217416,-6.85009,-1.18306,0.138056,-7.81912,0.952255,-0.0675862,0.350991,-0.0280773,0.971621
5570.31,1,0.145456,5,31,0,-5564.21,0.0222806,1.17629,-0.0675193,0.127321,-0.0434199,0.0435023,-3.83894,-1.08103,3.11487,-4.80858,0.975487,2.90569,0.35667,-0.0222831,0.959054,0.0222806,1.17629,-0.0675193,0.127321,-0.0434199,0.0435023,-6.83894,-1.08103,0.114866,-7.80858,0.975487,-0.0943054,0.35667,-0.0222831,0.959054
5567.17,0.952471,0.145456,5,31,0,-5563.53,-0.206609,1.16146,0.191285,0.0832162,-0.0337659,0.120844,-3.85714,-1.10676,3.09614,-4.92028,0.938627,3.14043,0.373034,0.0353158,1.01152,-0.206609,1.16146,0.191285,0.0832162,-0.0337659,0.120844,-6.85714,-1.10676,0.0961379,-7.92028,0.938627,0.140435,0.373034,0.0353158,1.01152
5564.81,0.941168,0.145456,5,31,0,-5561.18,-0.00764306,0.94365,0.340481,0.126025,-0.0428373,0.0718275,-3.90351,-1.09488,3.21371,-4.80283,0.939319,2.98157,0.368867,-0.0160496,0.952676,-0.00764306,0.94365,0.340481,0.126025,-0.0428373,0.0718275,-6.90351,-1.09488,0.213714,-7.80283,0.939319,-0.0184251,0.368867,-0.0160496,0.952676
5562.99,0.819942,0.145456,5,31,0,-5552.73,-0.013155,1.16485,-0.166886,0.091571,-0.126964,0.0874716,-3.89257,-1.2317,3.19253,-4.88768,0.84955,3.10168,0.371468,-0.114206,0.782127,-0.013155,1.16485,-0.166886,0.091571,-0.126964,0.0874716,-6.89257,-1.2317,0.19253,-7.88768,0.84955,0.101675,0.371468,-0.114206,0.782127
5562.91,0.960501,0.145456,5,31,0,-5556.72,0.0651076,1.16639,0.0652151,0.151383,-0.0539156,0.0657901,-3.76419,-1.17995,3.12411,-4.82039,0.919843,2.97544,0.435712,0.221606,1.14881,0.0651076,1.16639,0.0652151,0.151383,-0.0539156,0.0657901,-6.76419,-1.17995,0.124106,-7.82039,0.919843,-0.0245606,0.435712,0.221606,1.14881
5561.96,0.976245,0.145456,5,63,0,-5555.78,-0.0205429,1.10436,0.178856,0.152538,-0.0631906,0.0608877,-3.80929,-1.15015,3.15543,-4.79205,0.948889,2.97063,0.42526,0.283552,1.21729,-0.0205429,1.10436,0.178856,0.152538,-0.0631906,0.0608877,-6.80929,-1.15015,0.155432,-7.79205,0.948889,-0.0293672,0.42526,0.283552,1.21729
5566.15,0.906467,0.145456,5,31,0,-5555.76,0.00700414,1.04657,0.0834996,0.151741,-0.0700627,0.0576148,-3.74814,-1.15989,3.06844,-4.78865,0.902867,2.91084,0.368886,0.135681,1.07823,0.00700414,1.04657,0.0834996,0.151741,-0.0700627,0.0576148,-6.74814,-1.15989,0.0684426,-7.78865,0.902867,-0.0891594,0.368886,0.135681,1.07823
5564.55,0.9546,0.145456,5,31,0,-5555.44,-0.288488,1.1667,0.552964,0.0790118,-0.0274142,0.0503167,-3.89084,-1.0172,3.07101,-4.88953,0.984462,2.88532,0.381729,-0.121533,0.843934,-0.288488,1.1667,0.552964,0.0790118,-0.0274142,0.0503167,-6.89084,-1.0172,0.0710063,-7.88953,0.984462,-0.114677,0.381729,-0.121533,0.843934
5568.18,0.954307,0.145456,5,31,0,-5558.61,-0.21422,1.27616,0.478133,0.137313,-0.0565737,0.0412797,-3.7766,-1.10071,3.03681,-4.84458,0.9519,2.97894,0.358697,0.0129024,0.987787,-0.21422,1.27616,0.478133,0.137313,-0.0565737,0.0412797,-6.7766,-1.10071,0.0368078,-7.84458,0.9519,-0.0210645,0.358697,0.0129024,0.987787
5567.36,0.995643,0.145456,5,63,0,-5565.24,-0.237511,0.945038,0.371603,0.103173,-0.0173754,0.0646577,-3.88326,-1.04391,3.14804,-4.84539,0.993777,2.97,0.348611,-0.0407903,0.892567,-0.237511,0.945038,0.371603,0.103173,-0.0173754,0.0646577,-6.88326,-1.04391,0.148042,-7.84539,0.993777,-0.0300048,0.348611,-0.0407903,0.892567
5565.85,0.998012,0.145456,5,31,0,-5561.73,-0.124216,1.44964,0.233967,0.120128,-0.0463372,0.0590015,-3.81336,-1.09571,3.07032,-4.84912,0.986252,2.97209,0.396092,0.0959242,1.03064,-0.124216,1.44964,0.233967,0.120128,-0.0463372,0.0590015,-6.81336,-1.09571,0.070317,-7.84912,0.986252,-0.0279147,0.396092,0.0959242,1.03064
5566.5,0.84474,0.145456,5,31,0,-5557.12,-0.0760357,0.95171,0.0230433,0.10348,-0.0486766,0.0810891,-3.85634,-1.11499,3.08348,-4.85117,0.958838,3.02305,0.435753,0.064465,0.872752,-0.0760357,0.95171,0.0230433,0.10348,-0.0486766,0.0810891,-6.85634,-1.11499,0.083477,-7.85117,0.958838,0.0230475,0.435753,0.064465,0.872752
5568.06,0.999754,0.145456,5,63,0,-5561.8,-0.0873302,1.23807,0.310735,0.145932,0.0376264,0.0760243,-3.81329,-1.00368,3.07723,-4.78981,1.07248,3.02959,0.386958,-0.0120749,0.912778,-0.0873302,1.23807,0.310735,0.145932,0.0376264,0.0760243,-6.81329,-1.00368,0.0772336,-7.78981,1.07248,0.029588,0.386958,-0.0120749,0.912778
