# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=2
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_2/chain_data_nngp_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3
5565.15,0.934188,0.0848416,6,95,0,-5555.4,-0.0352863,0.936593,0.278298,0.203989,-0.0435102,-0.092928,-3.70779,-1.08953,2.82431,-4.73453,1.0115,2.83279,0.389005,-0.042333,0.939173,-0.0352863,0.936593,0.278298,0.203989,-0.0435102,-0.092928,-6.70779,-1.08953,-0.175693,-7.73453,1.0115,-0.167209,0.389005,-0.042333,0.939173
5567.74,0.98926,0.0741495,6,63,0,-5559.24,-0.263079,1.22054,0.390276,0.178125,-0.0371036,-0.057901,-3.74933,-1.08438,2.95416,-4.77132,0.909476,2.81688,0.356013,-0.0436923,0.959828,-0.263079,1.22054,0.390276,0.178125,-0.0371036,-0.057901,-6.74933,-1.08438,-0.0458376,-7.77132,0.909476,-0.183121,0.356013,-0.0436923,0.959828
5569.11,0.962262,0.0960369,6,63,0,-5561.47,-0.126609,1.06359,0.289936,0.111257,0.00672826,0.0758513,-3.81481,-1.05319,3.02017,-4.84783,1.01157,3.01395,0.351787,0.00468915,1.04293,-0.126609,1.06359,0.289936,0.111257,0.00672826,0.0758513,-6.81481,-1.05319,0.0201738,-7.84783,1.01157,0.0139469,0.351787,0.00468915,1.04293
5569.07,0.680781,0.132934,5,63,0,-5561.85,-0.0570456,1.19983,0.0844033,0.107352,-0.0505128,0.0362058,-3.86297,-1.08326,3.06473,-4.89652,0.927358,3.06539,0.422603,0.0266552,0.882341,-0.0570456,1.19983,0.0844033,0.107352,-0.0505128,0.0362058,-6.86297,-1.08326,0.0647299,-7.89652,0.927358,0.0653937,0.422603,0.0266552,0.882341
5570.06,0.995301,0.0843682,6,63,0,-5566.16,-0.111139,1.0848,0.261878,0.105942,-0.0283289,0.0705526,-3.85831,-1.03474,3.08442,-4.87923,0.965634,3.04419,0.316765,-0.0265579,1.03249,-0.111139,1.0848,0.261878,0.105942,-0.0283289,0.0705526,-6.85831,-1.03474,0.08442,-7.87923,0.965634,0.0441905,0.316765,-0.0265579,1.03249
5568.04,0.457625,0.14554,5,31,0,-5563.67,-0.0795592,1.23893,0.0984366,0.108913,-0.0892231,0.096902,-3.83417,-1.14019,3.1264,-4.87377,0.889949,3.10844,0.435508,0.0121611,0.861999,-0.0795592,1.23893,0.0984366,0.108913,-0.0892231,0.096902,-6.83417,-1.14019,0.126399,-7.87377,0.889949,0.108438,0.435508,0.0121611,0.861999
5566.48,0.971439,0.0480995,4,31,0,-5560.98,-0.0732624,1.2196,0.0899405,0.0995207,-0.0722951,0.0879904,-3.83894,-1.17412,3.10991,-4.87797,0.922361,3.00561,0.420968,0.0281849,0.854226,-0.0732624,1.2196,0.0899405,0.0995207,-0.0722951,0.0879904,-6.83894,-1.17412,0.109911,-7.87797,0.922361,0.00561287,0.420968,0.0281849,0.854226
5569.01,0.955263,0.0809375,6,63,0,-5558.62,-0.0985746,1.17332,0.106717,0.131819,-0.00653169,0.105421,-3.79887,-1.09262,3.14492,-4.82192,0.999137,3.08748,0.401467,0.0115897,0.864221,-0.0985746,1.17332,0.106717,0.131819,-0.00653169,0.105421,-6.79887,-1.09262,0.144918,-7.82192,0.999137,0.08748,0.401467,0.0115897,0.864221
5568.63,0.876504,0.131547,4,23,0,-5563.92,0.0109931,1.07293,0.00287163,0.10513,-0.0148508,0.00331046,-3.85953,-1.05167,2.95526,-4.84571,0.964199,2.86281,0.333441,-0.0627304,0.934185,0.0109931,1.07293,0.00287163,0.10513,-0.0148508,0.00331046,-6.85953,-1.05167,-0.0447351,-7.84571,0.964199,-0.137186,0.333441,-0.0627304,0.934185
5565.33,0.91702,0.16814,4,31,0,-5561.16,-0.0625699,0.916508,0.178597,0.134894,-0.0142502,0.0504598,-3.86817,-1.03114,3.14632,-4.85514,1.01228,3.01662,0.374344,-0.103463,0.907351,-0.0625699,0.916508,0.178597,0.134894,-0.0142502,0.0504598,-6.86817,-1.03114,0.14632,-7.85514,1.01228,0.016618,0.374344,-0.103463,0.907351
5565.33,0.0132056,0.24533,2,5,0,-5561.42,-0.0625699,0.916508,0.178597,0.134894,-0.0142502,0.0504598,-3.86817,-1.03114,3.14632,-4.85514,1.01228,3.01662,0.374344,-0.103463,0.907351,-0.0625699,0.916508,0.178597,0.134894,-0.0142502,0.0504598,-6.86817,-1.03114,0.14632,-7.85514,1.01228,0.016618,0.374344,-0.103463,0.907351
5570.2,0.99922,0.0210684,6,95,0,-5556.7,-0.0473207,1.00952,0.159549,0.1076,-0.0017308,0.047184,-3.85038,-1.03738,3.09528,-4.84802,0.978524,2.98158,0.366871,-0.0350125,0.892253,-0.0473207,1.00952,0.159549,0.1076,-0.0017308,0.047184,-6.85038,-1.03738,0.0952826,-7.84802,0.978524,-0.01842,0.366871,-0.0350125,0.892253
5570.48,0.999497,0.0403385,6,127,0,-5565.95,-0.0207748,1.15857,0.190197,0.111835,-0.0520213,0.0952518,-3.82875,-1.09997,3.13524,-4.86214,0.949243,3.06578,0.341336,-0.0812384,0.92274,-0.0207748,1.15857,0.190197,0.111835,-0.0520213,0.0952518,-6.82875,-1.09997,0.13524,-7.86214,0.949243,0.0657812,0.341336,-0.0812384,0.92274
5564.09,0.910792,0.0770067,5,31,0,-5558.96,-0.0879349,1.12411,0.0555227,0.133013,-0.0383834,0.0530256,-3.84012,-1.15016,3.16186,-4.79156,0.959934,2.88994,0.347066,-0.155002,0.796116,-0.0879349,1.12411,0.0555227,0.133013,-0.0383834,0.0530256,-6.84012,-1.15016,0.161864,-7.79156,0.959934,-0.110063,0.347066,-0.155002,0.796116
5565.83,0.92424,0.111229,5,31,0,-5559.93,-0.00545988,1.12148,0.115364,0.111969,-0.052875,0.0816985,-3.767,-1.10828,3.01704,-4.86778,0.911526,3.03351,0.371498,0.0225761,0.910895,-0.00545988,1.12148,0.115364,0.111969,-0.052875,0.0816985,-6.767,-1.10828,0.0170363,-7.86778,0.911526,0.0335062,0.371498,0.0225761,0.910895
5567.35,0.358222,0.166824,4,31,0,-5559.04,0.0153325,1.03257,0.0221456,0.150773,-0.061494,0.00441752,-3.80962,-1.13441,3.01304,-4.84901,0.902032,3.02487,0.381016,-0.0134687,0.918592,0.0153325,1.03257,0.0221456,0.150773,-0.061494,0.00441752,-6.80962,-1.13441,0.0130373,-7.84901,0.902032,0.0248705,0.381016,-0.0134687,0.918592
5564.97,0.999087,0.044798,7,159,0,-5557.82,-0.0154814,1.11741,-0.066585,0.10639,0.0084915,0.0213355,-3.7844,-1.01332,2.8503,-4.843,1.00296,2.9527,0.397051,-0.0433668,0.86804,-0.0154814,1.11741,-0.066585,0.10639,0.0084915,0.0213355,-6.7844,-1.01332,-0.149701,-7.843,1.00296,-0.0472974,0.397051,-0.0433668,0.86804
5564.48,0.964233,0.0844398,5,31,0,-5555.12,-0.0200755,1.02845,0.186064,0.138969,0.00293499,0.0323953,-3.79923,-0.99984,3.10585,-4.8082,0.961113,2.82939,0.359707,-0.0187818,1.00064,-0.0200755,1.02845,0.186064,0.138969,0.00293499,0.0323953,-6.79923,-0.99984,0.105854,-7.8082,0.961113,-0.17061,0.359707,-0.0187818,1.00064
5563.7,0.971511,0.142128,3,15,0,-5552.32,-0.0919017,1.19835,-0.00413755,0.181346,0.0132251,-0.0774398,-3.76418,-0.979838,2.83952,-4.77137,1.05329,2.90635,0.287646,-0.0220751,1.00723,-0.0919017,1.19835,-0.00413755,0.181346,0.0132251,-0.0774398,-6.76418,-0.979838,-0.160482,-7.77137,1.05329,-0.0936497,0.287646,-0.0220751,1.00723
5563.7,0.00445826,0.242503,2,6,1,-5551.37,-0.0919017,1.19835,-0.00413755,0.181346,0.0132251,-0.0774398,-3.76418,-0.979838,2.83952,-4.77137,1.05329,2.90635,0.287646,-0.0220751,1.00723,-0.0919017,1.19835,-0.00413755,0.181346,0.0132251,-0.0774398,-6.76418,-0.979838,-0.160482,-7.77137,1.05329,-0.0936497,0.287646,-0.0220751,1.00723
5564.96,0.999842,0.0240919,7,127,0,-5557.99,-0.120606,1.08631,0.383383,0.169474,-0.0392092,-0.0621304,-3.73429,-1.10171,2.91963,-4.79937,0.945045,2.79157,0.447686,0.13341,1.05462,-0.120606,1.08631,0.383383,0.169474,-0.0392092,-0.0621304,-6.73429,-1.10171,-0.0803735,-7.79937,0.945045,-0.208429,0.447686,0.13341,1.05462
5565.06,0.999889,0.0449491,6,63,0,-5561.76,-0.147148,1.16197,0.474482,0.159825,-0.0400561,-0.0572195,-3.78718,-1.08726,2.8816,-4.782,0.976675,2.85239,0.43988,0.15796,1.05587,-0.147148,1.16197,0.474482,0.159825,-0.0400561,-0.0572195,-6.78718,-1.08726,-0.118404,-7.782,0.976675,-0.147615,0.43988,0.15796,1.05587
5567.29,0.983687,0.0830281,5,63,0,-5557.41,0.0452197,0.863457,0.0506804,0.144709,-0.0736961,-0.00338009,-3.79137,-1.12873,2.98838,-4.83224,0.9001,2.90352,0.378018,0.10844,1.0731,0.0452197,0.863457,0.0506804,0.144709,-0.0736961,-0.00338009,-6.79137,-1.12873,-0.0116152,-7.83224,0.9001,-0.0964791,0.378018,0.10844,1.0731
5568.13,0.827455,0.14495,5,31,0,-5558.91,-0.0702557,1.06604,0.428121,0.0917761,-0.024359,0.122704,-3.87902,-1.06748,3.1488,-4.88591,0.970051,3.06549,0.374338,-0.0866467,0.836626,-0.0702557,1.06604,0.428121,0.0917761,-0.024359,0.122704,-6.87902,-1.06748,0.148797,-7.88591,0.970051,0.0654937,0.374338,-0.0866467,0.836626
5568.35,0.970702,0.161055,5,31,0,-5562.57,-0.147078,0.98079,0.149631,0.136175,-0.0386221,0.0760118,-3.80056,-1.12958,3.0949,-4.79718,0.970658,2.98087,0.315708,0.0410252,1.07727,-0.147078,0.98079,0.149631,0.136175,-0.0386221,0.0760118,-6.80056,-1.12958,0.0949024,-7.79718,0.970658,-0.0191261,0.315708,0.0410252,1.07727
5568.35,0.0501455,0.267143,2,7,1,-5561.23,-0.147078,0.98079,0.149631,0.136175,-0.0386221,0.0760118,-3.80056,-1.12958,3.0949,-4.79718,0.970658,2.98087,0.315708,0.0410252,1.07727,-0.147078,0.98079,0.149631,0.136175,-0.0386221,0.0760118,-6.80056,-1.12958,0.0949024,-7.79718,0.970658,-0.0191261,0.315708,0.0410252,1.07727
5566.39,0.994146,0.0338388,6,127,0,-5561.82,-0.0153566,1.18684,0.161543,0.157687,-0.0467372,0.106767,-3.76094,-1.11803,3.20796,-4.81175,0.967632,3.08487,0.314892,-0.0187252,1.01901,-0.0153566,1.18684,0.161543,0.157687,-0.0467372,0.106767,-6.76094,-1.11803,0.207959,-7.81175,0.967632,0.0848706,0.314892,-0.0187252,1.01901
5564.87,0.996526,0.0601679,6,63,0,-5555.9,0.036504,1.1063,-0.19503,0.0890377,-0.0414479,0.024105,-3.8711,-1.05481,3.00243,-4.88945,0.971911,2.94217,0.460315,0.158479,1.02669,0.036504,1.1063,-0.19503,0.0890377,-0.0414479,0.024105,-6.8711,-1.05481,0.00243123,-7.88945,0.971911,-0.0578305,0.460315,0.158479,1.02669
5568.12,0.998994,0.106659,5,63,0,-5559.72,0.00202736,1.22255,-0.169798,0.0899088,-0.00269194,0.124952,-3.8898,-1.05622,3.21913,-4.88926,0.988414,3.06968,0.395458,0.115237,1.02685,0.00202736,1.22255,-0.169798,0.0899088,-0.00269194,0.124952,-6.8898,-1.05622,0.219134,-7.88926,0.988414,0.0696763,0.395458,0.115237,1.02685
5568.25,0.916916,0.188551,4,31,0,-5562.23,0.0085562,0.952325,0.0947743,0.139065,-0.00151583,0.0890535,-3.8186,-1.08099,3.16034,-4.84068,1.02908,3.08422,0.323287,-0.0704376,0.970013,0.0085562,0.952325,0.0947743,0.139065,-0.00151583,0.0890535,-6.8186,-1.08099,0.160343,-7.84068,1.02908,0.0842152,0.323287,-0.0704376,0.970013
5565.59,0.161765,0.264715,2,5,0,-5558.65,0.0230651,0.982732,0.0266938,0.137835,-1.72758e-05,0.0866682,-3.8019,-1.07909,3.10744,-4.82669,1.05487,3.10755,0.307528,-0.0606454,0.916174,0.0230651,0.982732,0.0266938,0.137835,-1.72758e-05,0.0866682,-6.8019,-1.07909,0.107442,-7.82669,1.05487,0.107551,0.307528,-0.0606454,0.916174
5569.65,0.997624,0.0491423,5,63,0,-5559.17,-0.101893,1.06294,0.122058,0.120039,-0.0258646,0.0112816,-3.83735,-1.04588,2.98989,-4.8476,0.983882,2.88705,0.371897,-0.0823568,0.94573,-0.101893,1.06294,0.122058,0.120039,-0.0258646,0.0112816,-6.83735,-1.04588,-0.0101059,-7.8476,0.983882,-0.112952,0.371897,-0.0823568,0.94573
5567.5,0.895275,0.0858996,5,63,0,-5562.18,-0.0486334,1.33999,0.116589,0.140598,-0.00485882,-0.0343316,-3.79473,-1.01834,2.94241,-4.81807,0.97099,2.87991,0.314615,-0.114372,0.95079,-0.0486334,1.33999,0.116589,0.140598,-0.00485882,-0.0343316,-6.79473,-1.01834,-0.057589,-7.81807,0.97099,-0.120094,0.314615,-0.114372,0.95079
5568.7,0.934752,0.1137,6,63,0,-5563.04,-0.0604724,1.01644,0.144998,0.0731379,-0.0343325,0.140327,-3.92724,-1.08266,3.24327,-4.91831,0.983867,3.11384,0.397228,0.0543146,0.939662,-0.0604724,1.01644,0.144998,0.0731379,-0.0343325,0.140327,-6.92724,-1.08266,0.243269,-7.91831,0.983867,0.113843,0.397228,0.0543146,0.939662
5566.43,0.957859,0.166075,4,15,0,-5561.06,-0.116888,1.0923,0.270553,0.110092,-0.0533037,0.137971,-3.85564,-1.12623,3.25302,-4.84834,0.92912,3.12441,0.470742,0.101663,0.904055,-0.116888,1.0923,0.270553,0.110092,-0.0533037,0.137971,-6.85564,-1.12623,0.25302,-7.84834,0.92912,0.124408,0.470742,0.101663,0.904055
5565.97,0.0968527,0.255993,2,6,1,-5557.63,-0.164824,1.14958,0.199462,0.109979,-0.0568622,0.12882,-3.82368,-1.12373,3.23731,-4.86757,0.941744,3.08834,0.455212,0.0834909,0.904572,-0.164824,1.14958,0.199462,0.109979,-0.0568622,0.12882,-6.82368,-1.12373,0.237306,-7.86757,0.941744,0.0883407,0.455212,0.0834909,0.904572
5565.2,0.990464,0.042932,7,127,0,-5556.66,0.0132463,0.995951,0.224478,0.147578,-0.0293274,-0.00476993,-3.77973,-1.02971,2.99618,-4.81694,1.01329,2.84989,0.328497,-0.0353295,1.00527,0.0132463,0.995951,0.224478,0.147578,-0.0293274,-0.00476993,-6.77973,-1.02971,-0.00382398,-7.81694,1.01329,-0.150108,0.328497,-0.0353295,1.00527
5568.54,0.996044,0.0721651,5,63,0,-5560.26,-0.085926,1.08575,0.147683,0.157229,-0.0275834,-0.0440942,-3.7699,-1.07604,2.96519,-4.79098,0.964474,2.85685,0.287149,-0.0716535,0.976515,-0.085926,1.08575,0.147683,0.157229,-0.0275834,-0.0440942,-6.7699,-1.07604,-0.034808,-7.79098,0.964474,-0.143152,0.287149,-0.0716535,0.976515
5566.84,0.975716,0.122055,5,63,0,-5559.06,-0.00265694,0.942563,0.237846,0.156046,-0.0798184,-0.0475934,-3.78757,-1.17438,2.97338,-4.76845,0.894092,2.74043,0.373088,0.0155464,0.988613,-0.00265694,0.942563,0.237846,0.156046,-0.0798184,-0.0475934,-6.78757,-1.17438,-0.0266164,-7.76845,0.894092,-0.259567,0.373088,0.0155464,0.988613
5566.2,0.734774,0.194613,4,31,0,-5559.88,0.00279532,0.951651,0.272617,0.157847,-0.0696937,-0.062998,-3.79516,-1.17049,2.99373,-4.77398,0.900757,2.78126,0.390238,0.0141696,0.980114,0.00279532,0.951651,0.272617,0.157847,-0.0696937,-0.062998,-6.79516,-1.17049,-0.00627235,-7.77398,0.900757,-0.218743,0.390238,0.0141696,0.980114
5565.64,0.973064,0.169021,4,15,0,-5559.86,-0.152473,0.881756,0.437066,0.142598,-0.0806492,-0.0448823,-3.76105,-1.16798,2.90436,-4.82135,0.844551,2.84313,0.351381,-0.00410685,0.991812,-0.152473,0.881756,0.437066,0.142598,-0.0806492,-0.0448823,-6.76105,-1.16798,-0.0956369,-7.82135,0.844551,-0.156874,0.351381,-0.00410685,0.991812
5565.64,0.000471237,0.265241,1,3,0,-5561.29,-0.152473,0.881756,0.437066,0.142598,-0.0806492,-0.0448823,-3.76105,-1.16798,2.90436,-4.82135,0.844551,2.84313,0.351381,-0.00410685,0.991812,-0.152473,0.881756,0.437066,0.142598,-0.0806492,-0.0448823,-6.76105,-1.16798,-0.0956369,-7.82135,0.844551,-0.156874,0.351381,-0.00410685,0.991812
5565.16,0.998557,0.0379117,7,127,0,-5556.71,-0.0300176,1.18966,-0.396412,0.142801,0.0447493,0.105091,-3.77478,-0.985975,3.0394,-4.82039,1.08864,3.10599,0.377584,-0.0340171,0.914147,-0.0300176,1.18966,-0.396412,0.142801,0.0447493,0.105091,-6.77478,-0.985975,0.0393957,-7.82039,1.08864,0.10599,0.377584,-0.0340171,0.914147
5569.06,0.994142,0.0635638,6,63,0,-5561.44,0.114178,0.958753,0.0579408,0.123634,-0.00894532,0.0346719,-3.82258,-1.07078,3.0556,-4.83423,0.991428,2.93988,0.369364,-0.0695455,0.916251,0.114178,0.958753,0.0579408,0.123634,-0.00894532,0.0346719,-6.82258,-1.07078,0.0556043,-7.83423,0.991428,-0.0601199,0.369364,-0.0695455,0.916251
5568.52,0.954276,0.104663,6,63,0,-5562.62,-0.176708,0.927092,0.212361,0.0992188,0.0295619,0.0829993,-3.87934,-0.963351,3.08874,-4.85486,1.01616,3.00879,0.349727,0.00756093,0.986521,-0.176708,0.927092,0.212361,0.0992188,0.0295619,0.0829993,-6.87934,-0.963351,0.08874,-7.85486,1.01616,0.00879314,0.349727,0.00756093,0.986521
5564.67,0.825274,0.155478,5,31,0,-5555.19,0.0372831,1.1504,0.00274443,0.0828805,-0.141494,0.131799,-3.88816,-1.28314,3.27051,-4.90145,0.847733,3.08558,0.424722,0.0389234,0.871406,0.0372831,1.1504,0.00274443,0.0828805,-0.141494,0.131799,-6.88816,-1.28314,0.270512,-7.90145,0.847733,0.0855774,0.424722,0.0389234,0.871406
5565.91,0.780462,0.168771,5,31,0,-5556.23,-0.140452,0.890324,0.377233,0.158558,-0.0205022,-0.0234141,-3.82729,-1.03677,3.01192,-4.78935,0.94639,2.83355,0.353873,0.0361547,1.00821,-0.140452,0.890324,0.377233,0.158558,-0.0205022,-0.0234141,-6.82729,-1.03677,0.0119214,-7.78935,0.94639,-0.166446,0.353873,0.0361547,1.00821
5565.3,0.861688,0.16452,5,31,0,-5554.61,-0.00865751,1.23172,-0.0693846,0.171991,-0.0247989,0.043039,-3.75194,-1.14138,3.0556,-4.76181,1.03919,2.99154,0.447611,0.0626519,0.937526,-0.00865751,1.23172,-0.0693846,0.171991,-0.0247989,0.043039,-6.75194,-1.14138,0.0556,-7.76181,1.03919,-0.00846134,0.447611,0.0626519,0.937526
# Adaptation terminated
# Step size = 0.114341
# Diagonal elements of inverse mass matrix:
# 0.0132233, 0.0264555, 0.0466187, 0.001693, 0.00141455, 0.00585233, 0.00483096, 0.00459313, 0.0209667, 0.00259504, 0.00344403, 0.0119035, 0.00161859, 0.00523075, 0.00487109
5568.19,0.935234,0.114341,5,31,0,-5561.61,-0.0182495,1.11295,0.0156893,0.177773,-0.0297506,0.0071086,-3.73753,-1.13615,3.04438,-4.77966,0.965039,2.98887,0.412163,0.0850178,0.983642,-0.0182495,1.11295,0.0156893,0.177773,-0.0297506,0.0071086,-6.73753,-1.13615,0.0443804,-7.77966,0.965039,-0.0111319,0.412163,0.0850178,0.983642
5564.36,0.969988,0.114341,5,31,0,-5559.95,-0.123428,0.96555,0.00239615,0.189328,-0.0462487,-0.0196186,-3.73428,-1.09477,2.94001,-4.7625,0.949466,2.88452,0.44704,0.0896206,0.995499,-0.123428,0.96555,0.00239615,0.189328,-0.0462487,-0.0196186,-6.73428,-1.09477,-0.0599877,-7.7625,0.949466,-0.115482,0.44704,0.0896206,0.995499
5559.71,0.799358,0.114341,5,31,0,-5552.68,-0.184144,1.22161,-0.0881725,0.133797,-0.0613934,0.00896574,-3.8432,-1.12229,3.01045,-4.80562,0.904133,2.84168,0.240925,-0.0519442,1.12206,-0.184144,1.22161,-0.0881725,0.133797,-0.0613934,0.00896574,-6.8432,-1.12229,0.0104457,-7.80562,0.904133,-0.158325,0.240925,-0.0519442,1.12206
5565.32,0.99216,0.114341,4,15,0,-5555.81,0.0800707,1.06784,0.122912,0.126636,-0.0666528,0.0218812,-3.82557,-1.13306,3.07191,-4.80471,0.929109,2.88456,0.266489,-0.0689518,1.08594,0.0800707,1.06784,0.122912,0.126636,-0.0666528,0.0218812,-6.82557,-1.13306,0.0719132,-7.80471,0.929109,-0.115441,0.266489,-0.0689518,1.08594
5564.19,0.975969,0.114341,5,31,0,-5557.5,0.0580031,1.23278,-0.431242,0.128315,-0.0647079,0.0246495,-3.79968,-1.11112,2.98321,-4.84628,0.912799,2.90067,0.438351,0.106861,1.00139,0.0580031,1.23278,-0.431242,0.128315,-0.0647079,0.0246495,-6.79968,-1.11112,-0.0167866,-7.84628,0.912799,-0.0993278,0.438351,0.106861,1.00139
5563.92,0.986308,0.114341,4,31,0,-5553.67,-0.135491,1.17684,0.578066,0.170056,-0.111163,-0.0595223,-3.75902,-1.21425,2.95303,-4.7774,0.831379,2.836,0.35662,0.0087826,1.01551,-0.135491,1.17684,0.578066,0.170056,-0.111163,-0.0595223,-6.75902,-1.21425,-0.0469675,-7.7774,0.831379,-0.163999,0.35662,0.0087826,1.01551
5559.36,0.881889,0.114341,6,63,0,-5550.92,-0.119133,1.00683,0.0152483,0.0843835,0.0456063,-0.024505,-3.90256,-0.891116,2.99865,-4.93383,1.08923,2.87909,0.376996,-0.040991,0.985663,-0.119133,1.00683,0.0152483,0.0843835,0.0456063,-0.024505,-6.90256,-0.891116,-0.00135327,-7.93383,1.08923,-0.120908,0.376996,-0.040991,0.985663
5567.24,0.990665,0.114341,5,31,0,-5554.87,-0.107082,1.13487,0.187118,0.0898015,0.0681314,0.107946,-3.87304,-0.903957,3.09564,-4.8661,1.13322,3.03803,0.360215,0.0110983,0.954975,-0.107082,1.13487,0.187118,0.0898015,0.0681314,0.107946,-6.87304,-0.903957,0.0956357,-7.8661,1.13322,0.0380289,0.360215,0.0110983,0.954975
5564.4,0.993744,0.114341,5,63,0,-5556.37,-0.180844,1.14028,0.445182,0.0916403,-0.0875391,0.0754865,-3.90144,-1.16712,3.24622,-4.89609,0.922954,2.97431,0.427478,0.067601,0.993702,-0.180844,1.14028,0.445182,0.0916403,-0.0875391,0.0754865,-6.90144,-1.16712,0.246224,-7.89609,0.922954,-0.025693,0.427478,0.067601,0.993702
5562.3,0.919254,0.114341,6,63,0,-5553.19,0.114053,0.970271,-0.15224,0.144937,-0.0171327,0.136741,-3.83108,-1.05784,3.36794,-4.8133,0.981468,3.09777,0.351715,-0.0210631,0.920871,0.114053,0.970271,-0.15224,0.144937,-0.0171327,0.136741,-6.83108,-1.05784,0.367937,-7.8133,0.981468,0.0977713,0.351715,-0.0210631,0.920871
5564.84,0.969335,0.114341,4,15,0,-5556.23,0.0500857,1.05305,0.15398,0.0889115,-0.01693,0.139586,-3.8545,-1.10965,3.17297,-4.88567,1.06268,3.07017,0.351838,-0.0383641,0.968879,0.0500857,1.05305,0.15398,0.0889115,-0.01693,0.139586,-6.8545,-1.10965,0.172967,-7.88567,1.06268,0.0701696,0.351838,-0.0383641,0.968879
5569.48,0.992295,0.114341,4,31,0,-5557.09,-0.101075,1.24003,0.0628679,0.092017,-0.0154674,0.162698,-3.92286,-1.07093,3.32302,-4.86328,0.996205,3.12281,0.381836,-0.0295027,0.895274,-0.101075,1.24003,0.0628679,0.092017,-0.0154674,0.162698,-6.92286,-1.07093,0.323024,-7.86328,0.996205,0.12281,0.381836,-0.0295027,0.895274
5569.68,0.864433,0.114341,5,31,0,-5561.61,-0.0254067,1.09357,0.110814,0.0993762,0.064865,0.0369826,-3.88212,-0.896973,3.00672,-4.86155,1.08581,2.93153,0.351736,-0.0151737,1.02697,-0.0254067,1.09357,0.110814,0.0993762,0.064865,0.0369826,-6.88212,-0.896973,0.00672281,-7.86155,1.08581,-0.0684674,0.351736,-0.0151737,1.02697
5562.85,0.89434,0.114341,4,31,0,-5556.83,0.0515979,1.02466,0.0109164,0.128992,0.0480252,-0.0236138,-3.88996,-0.912171,3.07117,-4.77604,1.0431,2.79189,0.327117,-0.0760557,0.966034,0.0515979,1.02466,0.0109164,0.128992,0.0480252,-0.0236138,-6.88996,-0.912171,0.0711662,-7.77604,1.0431,-0.20811,0.327117,-0.0760557,0.966034
5566.86,0.998002,0.114341,5,31,0,-5553.13,0.0191905,1.13493,-0.101825,0.139895,0.0528331,-0.0654725,-3.85613,-0.922587,2.9789,-4.82296,1.09192,2.78847,0.356981,-0.0121035,1.00848,0.0191905,1.13493,-0.101825,0.139895,0.0528331,-0.0654725,-6.85613,-0.922587,-0.0211042,-7.82296,1.09192,-0.211527,0.356981,-0.0121035,1.00848
5564.51,0.916117,0.114341,5,31,0,-5559.72,-0.0010019,1.15023,-0.0946915,0.13902,0.0601634,-0.0602033,-3.84994,-0.907586,2.94803,-4.81716,1.06803,2.80851,0.342466,-0.0462638,1.0576,-0.0010019,1.15023,-0.0946915,0.13902,0.0601634,-0.0602033,-6.84994,-0.907586,-0.0519722,-7.81716,1.06803,-0.191488,0.342466,-0.0462638,1.0576
5563.44,0.943041,0.114341,4,15,0,-5558.59,0.143965,1.3125,-0.147512,0.116242,0.0658753,-0.0306614,-3.8172,-0.882533,2.82849,-4.82418,1.06531,2.87036,0.336304,0.0226898,1.06562,0.143965,1.3125,-0.147512,0.116242,0.0658753,-0.0306614,-6.8172,-0.882533,-0.171506,-7.82418,1.06531,-0.129644,0.336304,0.0226898,1.06562
5565.5,0.973873,0.114341,5,31,0,-5557.77,0.00576145,0.956021,0.14746,0.175673,0.0418497,0.0176976,-3.76318,-0.983904,3.06141,-4.77021,1.03562,2.89175,0.360917,-0.0348077,0.993833,0.00576145,0.956021,0.14746,0.175673,0.0418497,0.0176976,-6.76318,-0.983904,0.0614131,-7.77021,1.03562,-0.108248,0.360917,-0.0348077,0.993833
