# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=2
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_2/chain_data_nngp_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3
3163.54,0,0.0179176,0,1,1,-3158.22,1.14803,1.02582,0.7106,3.16242,0.414243,-1.44921,0.0447074,-0.234611,1.24175,-1.57003,1.58693,0.184837,0.613129,-1.88132,0.454656,1.14803,1.02582,0.7106,3.16242,0.414243,-1.44921,-2.95529,-0.234611,-1.75825,-4.57003,1.58693,-2.81516,0.613129,-1.88132,0.454656
3424.63,1,0.00144197,5,31,0,-3157.84,1.15913,1.03621,0.694036,3.18337,0.354696,-1.44401,0.0158413,-0.200742,1.23142,-1.56921,1.62926,0.194117,0.533962,-1.82518,0.431999,1.15913,1.03621,0.694036,3.18337,0.354696,-1.44401,-2.98416,-0.200742,-1.76858,-4.56921,1.62926,-2.80588,0.533962,-1.82518,0.431999
3644.72,1,0.00278004,3,7,0,-3419.94,1.13199,1.00504,0.694075,3.07817,0.3333,-1.47784,-0.0221977,-0.195578,1.21117,-1.54564,1.67278,0.204524,0.404729,-1.74319,0.333649,1.13199,1.00504,0.694075,3.07817,0.3333,-1.47784,-3.0222,-0.195578,-1.78883,-4.54564,1.67278,-2.79548,0.404729,-1.74319,0.333649
4385.31,1,0.00539629,4,15,0,-3647.23,1.19521,0.945725,0.698143,2.88602,0.685898,-1.74741,-0.198725,-0.562452,1.17724,-1.59353,1.71375,0.394655,-0.116827,-1.43072,0.0711746,1.19521,0.945725,0.698143,2.88602,0.685898,-1.74741,-3.19872,-0.562452,-1.82276,-4.59353,1.71375,-2.60534,-0.116827,-1.43072,0.0711746
4468.31,1,0.0104922,2,3,0,-4381.29,1.16754,0.935897,0.677902,2.89192,0.651257,-1.8757,-0.241138,-0.559751,1.20942,-1.68641,1.6819,0.478427,-0.0732675,-1.42849,0.0369228,1.16754,0.935897,0.677902,2.89192,0.651257,-1.8757,-3.24114,-0.559751,-1.79058,-4.68641,1.6819,-2.52157,-0.0732675,-1.42849,0.0369228
4468.31,7.14217e-41,0.0203599,1,3,1,-4464.28,1.16754,0.935897,0.677902,2.89192,0.651257,-1.8757,-0.241138,-0.559751,1.20942,-1.68641,1.6819,0.478427,-0.0732675,-1.42849,0.0369228,1.16754,0.935897,0.677902,2.89192,0.651257,-1.8757,-3.24114,-0.559751,-1.79058,-4.68641,1.6819,-2.52157,-0.0732675,-1.42849,0.0369228
4496.58,0.991306,0.00181295,5,31,0,-4461.97,1.14161,0.973844,0.665159,2.87939,0.643552,-1.91403,-0.280416,-0.597686,1.18494,-1.73074,1.6499,0.557548,-0.0827888,-1.35953,0.00994954,1.14161,0.973844,0.665159,2.87939,0.643552,-1.91403,-3.28042,-0.597686,-1.81506,-4.73074,1.6499,-2.44245,-0.0827888,-1.35953,0.00994954
4585.53,0.924728,0.00346596,5,31,0,-4489.82,1.15745,0.952058,0.557283,2.65862,0.586901,-1.85882,-0.476662,-0.669547,1.14943,-1.9654,1.65876,0.59679,0.0893886,-1.29667,-0.101504,1.15745,0.952058,0.557283,2.65862,0.586901,-1.85882,-3.47666,-0.669547,-1.85057,-4.9654,1.65876,-2.40321,0.0893886,-1.29667,-0.101504
4665.57,0.941953,0.00538052,5,31,0,-4576.28,1.00807,0.987424,0.438496,2.485,0.528666,-1.8998,-0.686872,-0.676641,1.02569,-2.15436,1.54807,0.527453,0.0673281,-1.27715,-0.0945508,1.00807,0.987424,0.438496,2.485,0.528666,-1.8998,-3.68687,-0.676641,-1.97431,-5.15436,1.54807,-2.47255,0.0673281,-1.27715,-0.0945508
4934.81,0.920623,0.00875764,4,15,0,-4653.47,0.681523,1.17678,0.291897,1.91286,0.219373,-1.74702,-1.15812,-0.96574,0.767229,-2.84777,1.20421,0.664799,0.243385,-1.08266,-0.0657091,0.681523,1.17678,0.291897,1.91286,0.219373,-1.74702,-4.15812,-0.96574,-2.23277,-5.84777,1.20421,-2.3352,0.243385,-1.08266,-0.0657091
4934.81,1.55796e-05,0.0132956,2,3,0,-4927.28,0.681523,1.17678,0.291897,1.91286,0.219373,-1.74702,-1.15812,-0.96574,0.767229,-2.84777,1.20421,0.664799,0.243385,-1.08266,-0.0657091,0.681523,1.17678,0.291897,1.91286,0.219373,-1.74702,-4.15812,-0.96574,-2.23277,-5.84777,1.20421,-2.3352,0.243385,-1.08266,-0.0657091
5257.79,0.999811,0.00132001,7,127,0,-4925.52,0.194684,1.32102,-0.121351,1.18517,0.0305253,-1.48893,-2.06401,-1.00957,0.662772,-3.63389,0.855072,0.950188,0.199484,-0.695492,0.36773,0.194684,1.32102,-0.121351,1.18517,0.0305253,-1.48893,-5.06401,-1.00957,-2.33723,-6.63389,0.855072,-2.04981,0.199484,-0.695492,0.36773
5265.39,0.952153,0.00255716,5,31,0,-5250.54,0.188617,1.30622,-0.120749,1.17027,0.000694223,-1.46702,-2.07918,-1.03461,0.672362,-3.63716,0.860117,0.978531,0.205907,-0.692125,0.383252,0.188617,1.30622,-0.120749,1.17027,0.000694223,-1.46702,-5.07918,-1.03461,-2.32764,-6.63716,0.860117,-2.02147,0.205907,-0.692125,0.383252
5291.51,0.996426,0.00426961,5,31,0,-5260.06,0.217172,1.19077,-0.223789,1.09953,-0.00736268,-1.41156,-2.15222,-1.07804,0.693904,-3.74323,0.893999,1.04721,0.232735,-0.633446,0.443315,0.217172,1.19077,-0.223789,1.09953,-0.00736268,-1.41156,-5.15222,-1.07804,-2.3061,-6.74323,0.893999,-1.95279,0.232735,-0.633446,0.443315
5343.23,0.90827,0.00803499,4,15,0,-5285.34,0.202765,1.16048,-0.176754,1.02165,-0.00562097,-1.31238,-2.27877,-1.03715,0.729471,-3.8261,0.910626,1.31438,0.305728,-0.36121,0.60161,0.202765,1.16048,-0.176754,1.02165,-0.00562097,-1.31238,-5.27877,-1.03715,-2.27053,-6.8261,0.910626,-1.68562,0.305728,-0.36121,0.60161
5394.85,0.257801,0.0116349,4,15,0,-5338.76,0.234659,1.12247,-0.156541,0.860896,-0.0239012,-1.14296,-2.51298,-1.06822,0.920176,-4.01623,0.913403,1.47067,0.292854,-0.286844,0.774239,0.234659,1.12247,-0.156541,0.860896,-0.0239012,-1.14296,-5.51298,-1.06822,-2.07982,-7.01623,0.913403,-1.52933,0.292854,-0.286844,0.774239
5401.88,0.998858,0.00265293,6,63,0,-5388.01,0.266455,1.18993,-0.208338,0.854949,-0.0312364,-1.14306,-2.55753,-1.06944,0.96972,-4.03037,0.879245,1.545,0.265775,-0.268507,0.828254,0.266455,1.18993,-0.208338,0.854949,-0.0312364,-1.14306,-5.55753,-1.06944,-2.03028,-7.03037,0.879245,-1.455,0.265775,-0.268507,0.828254
5409.27,0.995784,0.00497357,5,31,0,-5397.97,0.260736,1.24256,-0.216889,0.819449,-0.0346971,-1.10423,-2.5645,-1.06552,0.991413,-4.0651,0.863676,1.56634,0.267934,-0.236487,0.829462,0.260736,1.24256,-0.216889,0.819449,-0.0346971,-1.10423,-5.5645,-1.06552,-2.00859,-7.0651,0.863676,-1.43366,0.267934,-0.236487,0.829462
5433.17,0.825491,0.00914911,4,15,0,-5400.7,0.257353,1.20877,-0.189581,0.73982,-0.00050244,-0.994551,-2.70182,-1.0926,1.09131,-4.13689,1.03395,1.7232,0.399235,-0.0542082,0.829401,0.257353,1.20877,-0.189581,0.73982,-0.00050244,-0.994551,-5.70182,-1.0926,-1.90869,-7.13689,1.03395,-1.2768,0.399235,-0.0542082,0.829401
5440.8,0.905491,0.0104102,4,15,0,-5427.52,0.3024,1.25735,-0.181434,0.729195,0.0162674,-0.983907,-2.74506,-1.04761,1.11081,-4.16193,1.02058,1.78347,0.417266,-0.0484473,0.872359,0.3024,1.25735,-0.181434,0.729195,0.0162674,-0.983907,-5.74506,-1.04761,-1.88919,-7.16193,1.02058,-1.21653,0.417266,-0.0484473,0.872359
5440.8,0.00148115,0.0147156,1,3,1,-5430.29,0.3024,1.25735,-0.181434,0.729195,0.0162674,-0.983907,-2.74506,-1.04761,1.11081,-4.16193,1.02058,1.78347,0.417266,-0.0484473,0.872359,0.3024,1.25735,-0.181434,0.729195,0.0162674,-0.983907,-5.74506,-1.04761,-1.88919,-7.16193,1.02058,-1.21653,0.417266,-0.0484473,0.872359
5442.64,0.994123,0.00177541,5,31,0,-5438.15,0.307839,1.25489,-0.192725,0.736941,0.00346066,-0.969328,-2.72771,-1.03635,1.12602,-4.15513,1.01331,1.7951,0.38944,-0.0199463,0.879372,0.307839,1.25489,-0.192725,0.736941,0.00346066,-0.969328,-5.72771,-1.03635,-1.87398,-7.15513,1.01331,-1.2049,0.38944,-0.0199463,0.879372
5448.93,0.99326,0.00321452,5,31,0,-5435.08,0.277043,1.20765,-0.252773,0.74441,0.0134445,-0.97522,-2.72198,-1.00203,1.19059,-4.16592,0.953669,1.8459,0.340719,-0.0717981,0.923072,0.277043,1.20765,-0.252773,0.74441,0.0134445,-0.97522,-5.72198,-1.00203,-1.80941,-7.16592,0.953669,-1.1541,0.340719,-0.0717981,0.923072
5478.73,0.996603,0.00575051,5,31,0,-5444.17,0.248132,1.03366,-0.250007,0.600348,-0.00973227,-0.775541,-2.91217,-1.06872,1.41351,-4.29047,1.03398,1.95594,0.318703,-0.0631711,1.02771,0.248132,1.03366,-0.250007,0.600348,-0.00973227,-0.775541,-5.91217,-1.06872,-1.58649,-7.29047,1.03398,-1.04406,0.318703,-0.0631711,1.02771
5491.92,0.974358,0.0102809,4,15,0,-5469.22,0.29146,1.01546,-0.254373,0.605933,0.0560748,-0.749986,-2.96477,-0.951145,1.56085,-4.29353,1.08976,2.08066,0.331965,0.00359981,1.06408,0.29146,1.01546,-0.254373,0.605933,0.0560748,-0.749986,-5.96477,-0.951145,-1.43915,-7.29353,1.08976,-0.919337,0.331965,0.00359981,1.06408
5491.92,1.40467e-08,0.0171743,1,3,1,-5488.37,0.29146,1.01546,-0.254373,0.605933,0.0560748,-0.749986,-2.96477,-0.951145,1.56085,-4.29353,1.08976,2.08066,0.331965,0.00359981,1.06408,0.29146,1.01546,-0.254373,0.605933,0.0560748,-0.749986,-5.96477,-0.951145,-1.43915,-7.29353,1.08976,-0.919337,0.331965,0.00359981,1.06408
5514.6,0.964154,0.0022401,7,127,0,-5485,0.198125,0.998804,-0.293196,0.439534,0.0649313,-0.585001,-3.19257,-0.903369,1.75309,-4.46198,1.08417,2.17313,0.370894,-0.0268473,0.987979,0.198125,0.998804,-0.293196,0.439534,0.0649313,-0.585001,-6.19257,-0.903369,-1.24691,-7.46198,1.08417,-0.826873,0.370894,-0.0268473,0.987979
5535.9,0.996179,0.00365745,6,63,0,-5508.36,0.232709,1.23721,-0.380268,0.366206,0.0374817,-0.430846,-3.36551,-0.954279,2.15379,-4.50228,1.07107,2.25709,0.317671,-0.0125213,1.06599,0.232709,1.23721,-0.380268,0.366206,0.0374817,-0.430846,-6.36551,-0.954279,-0.846207,-7.50228,1.07107,-0.742911,0.317671,-0.0125213,1.06599
5569.48,0.998888,0.00643342,6,63,0,-5531.58,0.00352922,1.12888,-0.0482391,0.10849,-0.0166881,0.0996148,-3.8138,-1.07737,3.11545,-4.8407,1.00226,2.99463,0.388646,-0.00364624,0.968483,0.00352922,1.12888,-0.0482391,0.10849,-0.0166881,0.0996148,-6.8138,-1.07737,0.115454,-7.8407,1.00226,-0.00536804,0.388646,-0.00364624,0.968483
5565.5,0.872182,0.0112947,5,31,0,-5560.05,0.0603155,1.24843,-0.127611,0.0893956,-0.0944388,0.110673,-3.88334,-1.14687,3.18572,-4.91632,0.884957,3.08685,0.425298,0.121526,1.00187,0.0603155,1.24843,-0.127611,0.0893956,-0.0944388,0.110673,-6.88334,-1.14687,0.185723,-7.91632,0.884957,0.0868529,0.425298,0.121526,1.00187
5565.5,0.0448763,0.014267,2,5,1,-5556.02,0.0603155,1.24843,-0.127611,0.0893956,-0.0944388,0.110673,-3.88334,-1.14687,3.18572,-4.91632,0.884957,3.08685,0.425298,0.121526,1.00187,0.0603155,1.24843,-0.127611,0.0893956,-0.0944388,0.110673,-6.88334,-1.14687,0.185723,-7.91632,0.884957,0.0868529,0.425298,0.121526,1.00187
5565.82,0.974929,0.00224899,7,127,0,-5555.93,0.0220652,1.21988,-0.375694,0.1177,0.0219185,0.074532,-3.832,-1.03984,3.1548,-4.83455,1.07125,2.99833,0.325278,-0.0739441,0.958994,0.0220652,1.21988,-0.375694,0.1177,0.0219185,0.074532,-6.832,-1.03984,0.154803,-7.83455,1.07125,-0.00166919,0.325278,-0.0739441,0.958994
5565.31,0.974647,0.00369945,7,127,0,-5558.66,0.104032,1.19489,-0.435083,0.0975546,0.0505478,0.0807594,-3.85406,-0.956899,3.05917,-4.88369,1.0382,3.00705,0.394217,0.0287048,0.972305,0.104032,1.19489,-0.435083,0.0975546,0.0505478,0.0807594,-6.85406,-0.956899,0.0591728,-7.88369,1.0382,0.00704898,0.394217,0.0287048,0.972305
5564.41,0.921315,0.00603569,7,127,0,-5556.74,0.0219217,1.02755,-0.0418633,0.108661,-0.0724389,0.143824,-3.86578,-1.11545,3.28799,-4.87253,0.981932,3.14323,0.362791,-0.0807525,0.86647,0.0219217,1.02755,-0.0418633,0.108661,-0.0724389,0.143824,-6.86578,-1.11545,0.287992,-7.87253,0.981932,0.14323,0.362791,-0.0807525,0.86647
5564.78,0.972891,0.00857536,5,31,0,-5559.9,0.0516564,1.08082,-0.0869517,0.118946,-0.113632,0.123472,-3.81566,-1.19437,3.23602,-4.84926,0.874564,3.09949,0.367833,-0.0307033,0.844751,0.0516564,1.08082,-0.0869517,0.118946,-0.113632,0.123472,-6.81566,-1.19437,0.236015,-7.84926,0.874564,0.0994906,0.367833,-0.0307033,0.844751
5565.99,0.104778,0.0137451,2,6,1,-5554.57,0.0794448,1.09097,-0.0828191,0.0980507,-0.0813427,0.116541,-3.83748,-1.19013,3.2367,-4.87757,0.861582,3.09511,0.381634,-0.0243164,0.858116,0.0794448,1.09097,-0.0828191,0.0980507,-0.0813427,0.116541,-6.83748,-1.19013,0.236701,-7.87757,0.861582,0.0951107,0.381634,-0.0243164,0.858116
5560.54,0.998989,0.002672,8,255,0,-5550.68,-0.266359,0.833342,0.516594,0.16522,-0.0436691,-0.0952714,-3.7876,-1.04114,2.88444,-4.79765,0.931262,2.84358,0.448992,-0.0258413,0.843757,-0.266359,0.833342,0.516594,0.16522,-0.0436691,-0.0952714,-6.7876,-1.04114,-0.115559,-7.79765,0.931262,-0.156422,0.448992,-0.0258413,0.843757
5561.23,0.922362,0.00456514,7,127,0,-5542.13,-0.292132,1.16383,0.49721,0.0645914,-0.0457732,0.26676,-3.96481,-1.09227,3.45923,-4.87777,1.00195,3.25522,0.366276,-0.0648997,0.897265,-0.292132,1.16383,0.49721,0.0645914,-0.0457732,0.26676,-6.96481,-1.09227,0.459234,-7.87777,1.00195,0.255216,0.366276,-0.0648997,0.897265
5565.14,0.738337,0.00644561,6,63,0,-5555.29,-0.149251,1.1263,0.482667,0.100667,-0.0117207,0.0885372,-3.88387,-1.08881,3.09161,-4.86139,0.976402,3.02604,0.348796,0.0876024,1.03901,-0.149251,1.1263,0.482667,0.100667,-0.0117207,0.0885372,-6.88387,-1.08881,0.0916149,-7.86139,0.976402,0.0260386,0.348796,0.0876024,1.03901
5565.16,1,0.00585186,6,63,0,-5559.39,-0.295599,1.04116,0.39961,0.101072,-0.0333763,0.149424,-3.86396,-1.13843,3.21699,-4.84512,0.972632,3.05193,0.379682,-0.0125229,0.878246,-0.295599,1.04116,0.39961,0.101072,-0.0333763,0.149424,-6.86396,-1.13843,0.216992,-7.84512,0.972632,0.0519325,0.379682,-0.0125229,0.878246
5564.11,0.986357,0.00985434,5,63,0,-5558.53,-0.0037233,1.18416,0.228518,0.0965051,0.0536128,0.0944361,-3.926,-0.949745,3.15992,-4.85277,1.14347,3.10715,0.353423,-0.0109379,1.01078,-0.0037233,1.18416,0.228518,0.0965051,0.0536128,0.0944361,-6.926,-0.949745,0.159919,-7.85277,1.14347,0.107149,0.353423,-0.0109379,1.01078
5564.11,2.78838e-07,0.0159584,1,3,1,-5556.56,-0.0037233,1.18416,0.228518,0.0965051,0.0536128,0.0944361,-3.926,-0.949745,3.15992,-4.85277,1.14347,3.10715,0.353423,-0.0109379,1.01078,-0.0037233,1.18416,0.228518,0.0965051,0.0536128,0.0944361,-6.926,-0.949745,0.159919,-7.85277,1.14347,0.107149,0.353423,-0.0109379,1.01078
5565.39,0.995507,0.00258859,7,191,0,-5555.9,-0.0570181,1.20643,0.21347,0.0536082,0.0601976,0.166084,-3.93127,-0.950208,3.19666,-4.88913,1.1316,3.06303,0.387745,0.011763,0.965766,-0.0570181,1.20643,0.21347,0.0536082,0.0601976,0.166084,-6.93127,-0.950208,0.196665,-7.88913,1.1316,0.0630269,0.387745,0.011763,0.965766
5569.27,0.999924,0.00428995,7,127,0,-5561.24,-0.138243,1.2255,0.203969,0.158111,-0.109123,0.0492452,-3.76139,-1.20736,3.05931,-4.80079,0.861446,2.99207,0.406977,0.0745367,0.966825,-0.138243,1.2255,0.203969,0.158111,-0.109123,0.0492452,-6.76139,-1.20736,0.0593085,-7.80079,0.861446,-0.00792845,0.406977,0.0745367,0.966825
5566.53,0.967146,0.00713396,6,63,0,-5563.08,-0.128824,1.22709,0.185311,0.0483531,0.0428621,0.120241,-3.97384,-0.946497,3.14988,-4.92672,1.06387,3.07311,0.316643,-0.0948085,0.947709,-0.128824,1.22709,0.185311,0.0483531,0.0428621,0.120241,-6.97384,-0.946497,0.149875,-7.92672,1.06387,0.0731094,0.316643,-0.0948085,0.947709
5563.16,0.622043,0.0109353,4,31,0,-5551.86,-0.119287,0.912253,0.375312,0.180382,0.0402565,0.0875935,-3.77202,-1.00157,3.17031,-4.74141,1.05895,2.96856,0.37337,0.0513591,1.00406,-0.119287,0.912253,0.375312,0.180382,0.0402565,0.0875935,-6.77202,-1.00157,0.170309,-7.74141,1.05895,-0.0314411,0.37337,0.0513591,1.00406
5565.9,0.95024,0.00762158,5,31,0,-5558.8,-0.14226,0.940632,0.361973,0.16917,0.00728766,0.0427676,-3.777,-1.09221,3.13821,-4.77136,1.03949,2.99144,0.363154,-0.00815085,1.00457,-0.14226,0.940632,0.361973,0.16917,0.00728766,0.0427676,-6.777,-1.09221,0.138207,-7.77136,1.03949,-0.00856337,0.363154,-0.00815085,1.00457
5567.84,0.412795,0.0111771,4,31,0,-5562.53,-0.181344,0.948616,0.381776,0.136178,-0.0292349,0.0803588,-3.80524,-1.10978,3.10244,-4.80835,0.937002,2.96973,0.329056,-0.0562944,0.960955,-0.181344,0.948616,0.381776,0.136178,-0.0292349,0.0803588,-6.80524,-1.10978,0.102444,-7.80835,0.937002,-0.0302702,0.329056,-0.0562944,0.960955
5568.47,0.999563,0.00489403,6,127,0,-5563.67,-0.110573,0.971997,0.259061,0.113497,-0.0142046,0.0362229,-3.84141,-1.03612,3.00217,-4.86948,0.983478,3.01228,0.456191,-0.0238798,0.817773,-0.110573,0.971997,0.259061,0.113497,-0.0142046,0.0362229,-6.84141,-1.03612,0.00217411,-7.86948,0.983478,0.0122769,0.456191,-0.0238798,0.817773
5565.28,0.985061,0.00799099,5,31,0,-5560.65,-0.175865,0.963251,0.480572,0.115678,0.0174933,0.0234115,-3.85966,-0.97337,3.07549,-4.85302,1.02619,2.91129,0.315422,0.0871151,1.15936,-0.175865,0.963251,0.480572,0.115678,0.0174933,0.0234115,-6.85966,-0.97337,0.0754935,-7.85302,1.02619,-0.0887069,0.315422,0.0871151,1.15936
5565.28,5.6386e-05,0.012559,2,5,0,-5558.19,-0.175865,0.963251,0.480572,0.115678,0.0174933,0.0234115,-3.85966,-0.97337,3.07549,-4.85302,1.02619,2.91129,0.315422,0.0871151,1.15936,-0.175865,0.963251,0.480572,0.115678,0.0174933,0.0234115,-6.85966,-0.97337,0.0754935,-7.85302,1.02619,-0.0887069,0.315422,0.0871151,1.15936
5566.49,0.995817,0.00224776,7,127,0,-5558.55,-0.122619,1.06218,0.521184,0.127815,-0.0340954,0.0209512,-3.83012,-1.01142,2.98403,-4.85901,0.950754,3.03192,0.391936,0.00624367,0.898536,-0.122619,1.06218,0.521184,0.127815,-0.0340954,0.0209512,-6.83012,-1.01142,-0.0159696,-7.85901,0.950754,0.0319201,0.391936,0.00624367,0.898536
5565.64,0.941666,0.00362292,7,191,0,-5552.24,0.0570691,1.38078,-0.0657451,0.0997008,-0.0450912,0.0522462,-3.83983,-1.04828,3.07085,-4.86767,0.898133,2.92195,0.390793,-0.0266241,0.917541,0.0570691,1.38078,-0.0657451,0.0997008,-0.0450912,0.0522462,-6.83983,-1.04828,0.0708522,-7.86767,0.898133,-0.0780526,0.390793,-0.0266241,0.917541
5564.43,0.963909,0.0051609,6,63,0,-5559.51,-0.0574589,1.41998,-0.0527461,0.153536,-0.0410598,0.018497,-3.83579,-1.15744,3.1502,-4.7715,0.995388,2.94865,0.399947,0.0269553,0.920429,-0.0574589,1.41998,-0.0527461,0.153536,-0.0410598,0.018497,-6.83579,-1.15744,0.150205,-7.7715,0.995388,-0.0513505,0.399947,0.0269553,0.920429
