# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=4
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_2/chain_data_nngp_4.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3
5566.68,0.0852579,0.340028,2,5,0,-5562.58,0.0214979,1.10079,-0.0747364,0.0783242,0.0412859,0.0898141,-3.87364,-0.957007,3.02975,-4.88405,1.12053,2.97153,0.3716,0.0044948,1.03165,0.0214979,1.10079,-0.0747364,0.0783242,0.0412859,0.0898141,-6.87364,-0.957007,0.0297539,-7.88405,1.12053,-0.0284665,0.3716,0.0044948,1.03165
5567.21,0.59642,0.255482,5,31,0,-5557.91,-0.0487751,0.959285,0.00476453,0.122151,-0.0508594,0.0892886,-3.82927,-1.19373,3.15087,-4.81994,0.985137,3.0145,0.385675,-0.0328801,0.930817,-0.0487751,0.959285,0.00476453,0.122151,-0.0508594,0.0892886,-6.82927,-1.19373,0.150869,-7.81994,0.985137,0.0144979,0.385675,-0.0328801,0.930817
5567.21,0,1.76444,0,1,1,-5559.97,-0.0487751,0.959285,0.00476453,0.122151,-0.0508594,0.0892886,-3.82927,-1.19373,3.15087,-4.81994,0.985137,3.0145,0.385675,-0.0328801,0.930817,-0.0487751,0.959285,0.00476453,0.122151,-0.0508594,0.0892886,-6.82927,-1.19373,0.150869,-7.81994,0.985137,0.0144979,0.385675,-0.0328801,0.930817
5568.2,0.978405,0.239913,4,15,0,-5560.82,-0.218702,1.30739,0.551694,0.0972247,-0.0176493,0.112481,-3.88568,-1.05817,3.1831,-4.87196,1.01049,3.05822,0.413636,0.013984,0.912316,-0.218702,1.30739,0.551694,0.0972247,-0.0176493,0.112481,-6.88568,-1.05817,0.183105,-7.87196,1.01049,0.0582167,0.413636,0.013984,0.912316
5568.2,0.0522732,0.283411,4,31,0,-5562.87,-0.218702,1.30739,0.551694,0.0972247,-0.0176493,0.112481,-3.88568,-1.05817,3.1831,-4.87196,1.01049,3.05822,0.413636,0.013984,0.912316,-0.218702,1.30739,0.551694,0.0972247,-0.0176493,0.112481,-6.88568,-1.05817,0.183105,-7.87196,1.01049,0.0582167,0.413636,0.013984,0.912316
5569.57,0.997699,0.0285521,8,255,0,-5562.5,-0.0816642,1.15051,0.0338982,0.145047,-0.0245536,-0.0354435,-3.7877,-1.06103,2.91035,-4.78874,0.967454,2.79017,0.307008,-0.0652382,1.00695,-0.0816642,1.15051,0.0338982,0.145047,-0.0245536,-0.0354435,-6.7877,-1.06103,-0.089647,-7.78874,0.967454,-0.209834,0.307008,-0.0652382,1.00695
5568.35,0.997841,0.0423375,7,127,0,-5564,-0.276594,1.17253,0.314701,0.109697,-0.0386773,0.139494,-3.81175,-1.10254,3.18487,-4.85311,0.961174,3.08745,0.406503,0.0235171,0.917496,-0.276594,1.17253,0.314701,0.109697,-0.0386773,0.139494,-6.81175,-1.10254,0.184866,-7.85311,0.961174,0.0874534,0.406503,0.0235171,0.917496
5567.98,0.968914,0.0694645,6,63,0,-5560.99,-0.16111,1.12962,0.0510085,0.10318,0.0433218,0.10713,-3.84956,-0.954284,3.13154,-4.83951,1.06766,3.02652,0.342726,-0.0648735,0.977436,-0.16111,1.12962,0.0510085,0.10318,0.0433218,0.10713,-6.84956,-0.954284,0.131539,-7.83951,1.06766,0.0265184,0.342726,-0.0648735,0.977436
5567.1,0.946354,0.110697,6,63,0,-5561.46,-0.0850823,1.06905,0.078835,0.0592117,-0.0647689,0.148886,-3.95212,-1.13474,3.25346,-4.92909,0.929117,3.0559,0.427711,0.0597994,0.944854,-0.0850823,1.06905,0.078835,0.0592117,-0.0647689,0.148886,-6.95212,-1.13474,0.25346,-7.92909,0.929117,0.0558994,0.427711,0.0597994,0.944854
5565.01,0.964173,0.170109,5,31,0,-5558.65,0.0418873,1.0136,0.236846,0.0707106,-0.0513019,0.0838556,-3.90323,-1.06211,3.09334,-4.89519,0.976075,3.04046,0.35153,-0.121346,0.908371,0.0418873,1.0136,0.236846,0.0707106,-0.0513019,0.0838556,-6.90323,-1.06211,0.0933417,-7.89519,0.976075,0.0404579,0.35153,-0.121346,0.908371
5566.26,0.160991,0.281964,4,23,0,-5559.12,-0.0108329,1.00603,0.258789,0.0858977,-0.0137574,0.087045,-3.87506,-1.06523,3.18386,-4.87501,0.995833,2.95029,0.355919,-0.124748,0.85678,-0.0108329,1.00603,0.258789,0.0858977,-0.0137574,0.087045,-6.87506,-1.06523,0.183864,-7.87501,0.995833,-0.0497067,0.355919,-0.124748,0.85678
5564.6,0.99741,0.0372628,7,127,0,-5560.72,-0.119566,1.00607,0.0578559,0.10747,0.0487585,0.0750123,-3.88104,-0.952004,3.15985,-4.88883,1.03222,3.05243,0.385303,-0.014093,0.848781,-0.119566,1.00607,0.0578559,0.10747,0.0487585,0.0750123,-6.88104,-0.952004,0.159853,-7.88883,1.03222,0.0524309,0.385303,-0.014093,0.848781
5565.91,0.999749,0.0698499,6,63,0,-5559.08,-0.0611575,1.21317,-0.116065,0.0913443,-0.0322158,0.0675767,-3.89101,-1.09981,3.18093,-4.83445,0.991884,2.90151,0.365853,0.060093,1.01991,-0.0611575,1.21317,-0.116065,0.0913443,-0.0322158,0.0675767,-6.89101,-1.09981,0.18093,-7.83445,0.991884,-0.0984852,0.365853,0.060093,1.01991
5567.04,1,0.132453,5,31,0,-5561.87,0.088772,1.31266,-0.0533067,0.114089,-0.0618567,0.0291889,-3.87392,-1.08616,3.081,-4.86622,0.920658,2.94682,0.41867,0.080898,0.975193,0.088772,1.31266,-0.0533067,0.114089,-0.0618567,0.0291889,-6.87392,-1.08616,0.0809957,-7.86622,0.920658,-0.0531763,0.41867,0.080898,0.975193
5570.65,0.286197,0.251229,4,15,0,-5562.37,-0.0772445,1.03318,0.102889,0.12061,0.00377538,0.0236297,-3.8355,-1.02337,3.02533,-4.84573,0.992258,2.93751,0.330832,0.0422075,1.08131,-0.0772445,1.03318,0.102889,0.12061,0.00377538,0.0236297,-6.8355,-1.02337,0.025334,-7.84573,0.992258,-0.0624881,0.330832,0.0422075,1.08131
5566.89,0.9923,0.0512665,7,127,0,-5563.51,-0.153399,1.2903,0.136877,0.0853108,-0.0191008,0.0858956,-3.88031,-1.07645,3.07921,-4.87546,1.05039,3.00504,0.424387,0.00402922,0.948579,-0.153399,1.2903,0.136877,0.0853108,-0.0191008,0.0858956,-6.88031,-1.07645,0.0792088,-7.87546,1.05039,0.00504333,0.424387,0.00402922,0.948579
5565.25,0.991865,0.0953451,5,31,0,-5561.64,-0.00339977,1.25213,0.217491,0.109793,0.00464181,0.00236043,-3.90011,-0.942802,3.05655,-4.85876,0.960681,2.92915,0.412612,0.0315961,0.910465,-0.00339977,1.25213,0.217491,0.109793,0.00464181,0.00236043,-6.90011,-0.942802,0.0565537,-7.85876,0.960681,-0.0708526,0.412612,0.0315961,0.910465
5565.63,0.884763,0.176027,4,31,0,-5555.99,-0.0675037,0.893626,-0.00807406,0.0831681,0.0345845,0.0933225,-3.90331,-0.977681,3.13316,-4.86409,1.09477,3.03115,0.34099,-0.141125,0.888255,-0.0675037,0.893626,-0.00807406,0.0831681,0.0345845,0.0933225,-6.90331,-0.977681,0.133157,-7.86409,1.09477,0.0311459,0.34099,-0.141125,0.888255
5565.96,0.754502,0.232598,4,15,0,-5559.73,0.161121,0.875939,-0.0892166,0.0891169,0.0165212,0.113199,-3.86845,-0.996581,3.1437,-4.86734,1.07659,3.10154,0.350704,-0.0687687,0.929422,0.161121,0.875939,-0.0892166,0.0891169,0.0165212,0.113199,-6.86845,-0.996581,0.143703,-7.86734,1.07659,0.101543,0.350704,-0.0687687,0.929422
5567.13,0.955236,0.206443,4,15,0,-5559.82,-0.113878,0.9965,0.124622,0.0988498,0.0309932,0.0807618,-3.8797,-1.0093,3.10638,-4.84181,1.10388,3.06324,0.397997,-0.0149905,0.921305,-0.113878,0.9965,0.124622,0.0988498,0.0309932,0.0807618,-6.8797,-1.0093,0.106384,-7.84181,1.10388,0.0632444,0.397997,-0.0149905,0.921305
5567.13,0.0126194,0.33592,2,5,1,-5563.32,-0.113878,0.9965,0.124622,0.0988498,0.0309932,0.0807618,-3.8797,-1.0093,3.10638,-4.84181,1.10388,3.06324,0.397997,-0.0149905,0.921305,-0.113878,0.9965,0.124622,0.0988498,0.0309932,0.0807618,-6.8797,-1.0093,0.106384,-7.84181,1.10388,0.0632444,0.397997,-0.0149905,0.921305
5565.44,0.999944,0.0326562,7,127,0,-5559.99,-0.280647,1.33922,0.525328,0.112012,0.0101621,-0.0235126,-3.81906,-1.01667,2.9286,-4.86422,1.02776,2.88443,0.380715,0.0139403,1.03225,-0.280647,1.33922,0.525328,0.112012,0.0101621,-0.0235126,-6.81906,-1.01667,-0.0714047,-7.86422,1.02776,-0.115569,0.380715,0.0139403,1.03225
5567.17,0.998703,0.0611676,6,63,0,-5558.77,-0.105223,1.09511,0.094279,0.16041,-0.00586998,-0.0072257,-3.76834,-0.998201,2.97004,-4.79848,0.960783,2.91661,0.412715,0.0486598,0.877889,-0.105223,1.09511,0.094279,0.16041,-0.00586998,-0.0072257,-6.76834,-0.998201,-0.0299594,-7.79848,0.960783,-0.0833876,0.412715,0.0486598,0.877889
5566.6,0.949867,0.113031,4,31,0,-5560.51,-0.150453,1.0885,0.0652493,0.165357,-0.0103864,-0.0284591,-3.7931,-1.03252,2.97765,-4.80629,0.950258,2.95023,0.414432,0.0133919,0.924852,-0.150453,1.0885,0.0652493,0.165357,-0.0103864,-0.0284591,-6.7931,-1.03252,-0.0223471,-7.80629,0.950258,-0.0497747,0.414432,0.0133919,0.924852
5564.61,0.956094,0.179432,5,31,0,-5554.08,0.0422738,1.15081,0.194207,0.0642624,-0.00500124,0.0912285,-3.92497,-0.984247,3.18812,-4.92156,0.962031,2.96226,0.319813,-0.0706889,0.969014,0.0422738,1.15081,0.194207,0.0642624,-0.00500124,0.0912285,-6.92497,-0.984247,0.188118,-7.92156,0.962031,-0.0377368,0.319813,-0.0706889,0.969014
5564.61,0.0236924,0.287807,3,7,0,-5560.6,0.0422738,1.15081,0.194207,0.0642624,-0.00500124,0.0912285,-3.92497,-0.984247,3.18812,-4.92156,0.962031,2.96226,0.319813,-0.0706889,0.969014,0.0422738,1.15081,0.194207,0.0642624,-0.00500124,0.0912285,-6.92497,-0.984247,0.188118,-7.92156,0.962031,-0.0377368,0.319813,-0.0706889,0.969014
5567.27,0.999277,0.0319099,7,255,0,-5554.87,-0.225494,1.2211,0.12956,0.129731,0.0208805,-0.0519808,-3.82752,-0.979164,2.91306,-4.86819,1.04942,2.8857,0.383937,-0.0418809,0.912888,-0.225494,1.2211,0.12956,0.129731,0.0208805,-0.0519808,-6.82752,-0.979164,-0.086938,-7.86819,1.04942,-0.114298,0.383937,-0.0418809,0.912888
5565.88,0.970152,0.0582523,6,127,0,-5556.03,-0.0681747,1.00373,0.419536,0.141838,-0.0256727,-0.016405,-3.78075,-1.05024,2.92573,-4.83635,0.922022,2.98605,0.418701,0.0828015,0.964241,-0.0681747,1.00373,0.419536,0.141838,-0.0256727,-0.016405,-6.78075,-1.05024,-0.0742725,-7.83635,0.922022,-0.0139534,0.418701,0.0828015,0.964241
5566.14,0.930753,0.0970092,6,63,0,-5555.98,-0.0794677,1.23486,-0.0217812,0.133564,0.0134352,0.010623,-3.83143,-1.00017,3.00998,-4.82966,1.0154,3.03123,0.30588,-0.0330385,1.02098,-0.0794677,1.23486,-0.0217812,0.133564,0.0134352,0.010623,-6.83143,-1.00017,0.00998051,-7.82966,1.0154,0.0312255,0.30588,-0.0330385,1.02098
5567.59,0.901295,0.143536,5,31,0,-5560.18,-0.0264882,1.20817,0.0935781,0.166764,0.0291493,-0.00148416,-3.79045,-0.984607,2.93186,-4.80261,1.06171,3.00097,0.418486,0.0136386,0.887334,-0.0264882,1.20817,0.0935781,0.166764,0.0291493,-0.00148416,-6.79045,-0.984607,-0.0681415,-7.80261,1.06171,0.000968028,0.418486,0.0136386,0.887334
5565.11,0.951699,0.194513,5,31,0,-5559.3,-0.0198815,1.11225,-0.103019,0.15207,-0.061556,0.139349,-3.7513,-1.14514,3.15641,-4.81232,0.936056,3.06389,0.419964,-0.0172356,0.901755,-0.0198815,1.11225,-0.103019,0.15207,-0.061556,0.139349,-6.7513,-1.14514,0.156408,-7.81232,0.936056,0.0638925,0.419964,-0.0172356,0.901755
5566.93,0.281979,0.301087,3,11,1,-5560.81,-0.107595,1.14867,0.0761645,0.135498,-0.0851476,0.102724,-3.78117,-1.22282,3.12547,-4.80362,0.941664,3.07008,0.392959,0.00696776,0.876424,-0.107595,1.14867,0.0761645,0.135498,-0.0851476,0.102724,-6.78117,-1.22282,0.125473,-7.80362,0.941664,0.0700819,0.392959,0.00696776,0.876424
5566.53,0.995723,0.0750483,6,63,0,-5560.9,-0.113797,1.27649,0.385815,0.160083,-0.052456,0.0542142,-3.77518,-1.13893,3.1202,-4.81591,0.900113,3.00703,0.417235,0.117863,0.999415,-0.113797,1.27649,0.385815,0.160083,-0.052456,0.0542142,-6.77518,-1.13893,0.120202,-7.81591,0.900113,0.00702533,0.417235,0.117863,0.999415
5567.45,0.985809,0.130876,6,63,0,-5563.46,-0.20954,1.26693,0.315134,0.136012,-0.093332,0.0701681,-3.80223,-1.22914,3.10351,-4.81182,0.938388,2.99772,0.414686,0.0654984,0.987306,-0.20954,1.26693,0.315134,0.136012,-0.093332,0.0701681,-6.80223,-1.22914,0.103511,-7.81182,0.938388,-0.00227645,0.414686,0.0654984,0.987306
5562.27,0.727131,0.220261,4,31,0,-5558.41,-0.21109,1.10235,0.40411,0.144165,-0.0546143,0.050573,-3.82955,-1.09114,3.18255,-4.86467,0.856298,3.05078,0.398423,-0.0214134,0.875933,-0.21109,1.10235,0.40411,0.144165,-0.0546143,0.050573,-6.82955,-1.09114,0.182545,-7.86467,0.856298,0.0507845,0.398423,-0.0214134,0.875933
5564.35,0.692413,0.185186,5,31,0,-5553.97,-0.105203,1.2615,-0.0563064,0.0986068,-0.110456,0.161539,-3.88446,-1.22522,3.2139,-4.8613,0.863372,3.14155,0.346681,0.0181252,0.956859,-0.105203,1.2615,-0.0563064,0.0986068,-0.110456,0.161539,-6.88446,-1.22522,0.2139,-7.8613,0.863372,0.141545,0.346681,0.0181252,0.956859
5564.6,0.972687,0.142499,6,63,0,-5556.5,-0.0875589,1.24512,-0.0276705,0.170323,-0.0729992,0.0137173,-3.74502,-1.19673,3.13475,-4.80116,0.869925,2.93766,0.381113,0.0446374,1.01135,-0.0875589,1.24512,-0.0276705,0.170323,-0.0729992,0.0137173,-6.74502,-1.19673,0.134745,-7.80116,0.869925,-0.0623446,0.381113,0.0446374,1.01135
5563.59,0.977274,0.228723,5,63,0,-5556.57,-0.113293,1.20963,-0.133206,0.170438,-0.103814,0.0360029,-3.78478,-1.2446,3.19787,-4.80696,0.89958,2.95338,0.365129,0.0399854,1.01475,-0.113293,1.20963,-0.133206,0.170438,-0.103814,0.0360029,-6.78478,-1.2446,0.197867,-7.80696,0.89958,-0.0466197,0.365129,0.0399854,1.01475
5563.59,3.26691e-06,0.368757,1,3,0,-5552.68,-0.113293,1.20963,-0.133206,0.170438,-0.103814,0.0360029,-3.78478,-1.2446,3.19787,-4.80696,0.89958,2.95338,0.365129,0.0399854,1.01475,-0.113293,1.20963,-0.133206,0.170438,-0.103814,0.0360029,-6.78478,-1.2446,0.197867,-7.80696,0.89958,-0.0466197,0.365129,0.0399854,1.01475
5560.4,0.984546,0.0479532,7,127,0,-5552.1,-0.270853,1.02454,0.138702,0.208187,0.0457079,-0.0716299,-3.70748,-1.00457,2.77686,-4.74376,1.06869,2.92599,0.371509,-0.024814,0.906378,-0.270853,1.02454,0.138702,0.208187,0.0457079,-0.0716299,-6.70748,-1.00457,-0.223142,-7.74376,1.06869,-0.074015,0.371509,-0.024814,0.906378
5562.22,1,0.079111,6,127,0,-5553.59,-0.0253009,1.1934,-0.363983,0.132263,-0.113223,0.0661524,-3.84065,-1.26163,3.17478,-4.80416,0.826907,2.90088,0.367325,0.0130538,1.00041,-0.0253009,1.1934,-0.363983,0.132263,-0.113223,0.0661524,-6.84065,-1.26163,0.17478,-7.80416,0.826907,-0.0991172,0.367325,0.0130538,1.00041
5567.49,0.970324,0.134684,5,31,0,-5557.29,0.0872382,1.1349,-0.0536185,0.14965,-0.0945575,0.107944,-3.82036,-1.21438,3.27053,-4.7918,0.873772,3.03051,0.381333,0.035028,0.96228,0.0872382,1.1349,-0.0536185,0.14965,-0.0945575,0.107944,-6.82036,-1.21438,0.270534,-7.7918,0.873772,0.0305083,0.381333,0.035028,0.96228
5565.44,0.49774,0.211131,5,31,0,-5558.2,-0.274059,0.970014,0.697436,0.112822,-0.0269595,-0.00825315,-3.84054,-1.04641,2.93853,-4.88551,0.964265,2.99935,0.362126,0.0325563,0.979868,-0.274059,0.970014,0.697436,0.112822,-0.0269595,-0.00825315,-6.84054,-1.04641,-0.0614688,-7.88551,0.964265,-0.000650437,0.362126,0.0325563,0.979868
5563.53,0.899792,0.101228,5,47,0,-5554.61,0.123368,1.14242,-0.39372,0.106629,-0.0219107,0.0646802,-3.87725,-1.10783,3.12883,-4.81036,1.03686,2.88796,0.384237,-0.0303074,0.925285,0.123368,1.14242,-0.39372,0.106629,-0.0219107,0.0646802,-6.87725,-1.10783,0.128835,-7.81036,1.03686,-0.112041,0.384237,-0.0303074,0.925285
5563.2,0.750582,0.132653,5,31,0,-5550.57,-0.252009,1.14885,0.73352,0.152144,0.0245018,0.00424469,-3.83903,-1.00627,3.04574,-4.77476,1.04302,2.94947,0.359088,0.0219069,1.00411,-0.252009,1.14885,0.73352,0.152144,0.0245018,0.00424469,-6.83903,-1.00627,0.0457393,-7.77476,1.04302,-0.0505273,0.359088,0.0219069,1.00411
5568.78,0.993918,0.120006,4,31,0,-5557.97,-0.184928,1.23129,0.0353336,0.13655,0.00816623,0.0322185,-3.78779,-1.0384,2.97306,-4.82496,1.02324,2.93778,0.369719,-0.0281695,0.994642,-0.184928,1.23129,0.0353336,0.13655,0.00816623,0.0322185,-6.78779,-1.0384,-0.026941,-7.82496,1.02324,-0.0622212,0.369719,-0.0281695,0.994642
5566.83,0.919746,0.196812,5,31,0,-5557.49,-0.0422821,1.05437,0.168465,0.151517,-0.0809898,-0.0409455,-3.74271,-1.19642,2.83088,-4.80898,0.940874,2.89567,0.366494,-0.0281186,0.955153,-0.0422821,1.05437,0.168465,0.151517,-0.0809898,-0.0409455,-6.74271,-1.19642,-0.169121,-7.80898,0.940874,-0.104326,0.366494,-0.0281186,0.955153
5563.21,0.775962,0.267806,3,15,0,-5556.4,-0.088553,1.10621,0.31236,0.144023,-0.0923222,-0.0803402,-3.75259,-1.18318,2.77575,-4.84281,0.920576,2.91081,0.382008,-0.0421784,0.909873,-0.088553,1.10621,0.31236,0.144023,-0.0923222,-0.0803402,-6.75259,-1.18318,-0.22425,-7.84281,0.920576,-0.0891944,0.382008,-0.0421784,0.909873
5564.27,0.945344,0.256737,4,31,0,-5557.58,-0.102663,1.23695,-0.0300977,0.133495,-0.0526062,-0.0235236,-3.80977,-1.04799,2.93885,-4.83704,0.859943,2.82195,0.424986,0.0182384,0.936077,-0.102663,1.23695,-0.0300977,0.133495,-0.0526062,-0.0235236,-6.80977,-1.04799,-0.0611526,-7.83704,0.859943,-0.178053,0.424986,0.0182384,0.936077
5564.27,0.000426348,0.369077,1,3,1,-5554.97,-0.102663,1.23695,-0.0300977,0.133495,-0.0526062,-0.0235236,-3.80977,-1.04799,2.93885,-4.83704,0.859943,2.82195,0.424986,0.0182384,0.936077,-0.102663,1.23695,-0.0300977,0.133495,-0.0526062,-0.0235236,-6.80977,-1.04799,-0.0611526,-7.83704,0.859943,-0.178053,0.424986,0.0182384,0.936077
5565.03,0.968341,0.0560808,6,127,0,-5547.85,-0.080185,0.804956,0.292948,0.148954,-0.0194928,0.0180566,-3.73388,-1.05857,2.85637,-4.84097,0.982661,2.98432,0.382527,-0.00662397,0.981624,-0.080185,0.804956,0.292948,0.148954,-0.0194928,0.0180566,-6.73388,-1.05857,-0.14363,-7.84097,0.982661,-0.0156797,0.382527,-0.00662397,0.981624
# Adaptation terminated
# Step size = 0.139941
# Diagonal elements of inverse mass matrix:
# 0.0147736, 0.0115894, 0.0418467, 0.000928709, 0.00241325, 0.0044407, 0.00222717, 0.0083631, 0.0151676, 0.00117378, 0.00526907, 0.00921665, 0.00105204, 0.00388961, 0.00504892
5562.73,0.984268,0.139941,4,31,0,-5558.01,-0.137625,0.867729,0.113594,0.162798,-0.0386984,-0.0487601,-3.70697,-1.10444,2.80828,-4.84156,0.966708,2.99189,0.388895,0.0181053,0.91061,-0.137625,0.867729,0.113594,0.162798,-0.0386984,-0.0487601,-6.70697,-1.10444,-0.191723,-7.84156,0.966708,-0.00810699,0.388895,0.0181053,0.91061
5563.22,0.796041,0.139941,5,31,0,-5551.86,0.074426,0.952338,0.24108,0.214322,-0.0169874,-0.118148,-3.71692,-1.10455,2.90709,-4.73326,0.976083,2.79611,0.398064,0.0825057,1.01192,0.074426,0.952338,0.24108,0.214322,-0.0169874,-0.118148,-6.71692,-1.10455,-0.0929149,-7.73326,0.976083,-0.203894,0.398064,0.0825057,1.01192
5566.85,0.852628,0.139941,5,31,0,-5551.26,-0.0450525,1.14878,0.102856,0.183439,0.0177291,-0.0422278,-3.72013,-0.969121,2.85635,-4.78775,1.0858,2.89974,0.39727,-0.102024,0.861303,-0.0450525,1.14878,0.102856,0.183439,0.0177291,-0.0422278,-6.72013,-0.969121,-0.143648,-7.78775,1.0858,-0.100259,0.39727,-0.102024,0.861303
5568.04,0.981787,0.139941,5,63,0,-5561.43,-0.0669544,1.29556,0.198433,0.15446,-0.0909412,-0.0312884,-3.77499,-1.18682,2.99558,-4.80617,0.916338,2.85622,0.386505,0.049578,1.03254,-0.0669544,1.29556,0.198433,0.15446,-0.0909412,-0.0312884,-6.77499,-1.18682,-0.00441876,-7.80617,0.916338,-0.143782,0.386505,0.049578,1.03254
5566.32,0.995827,0.139941,5,31,0,-5561.52,-0.383252,1.16961,0.502433,0.136872,0.00750169,-0.0194688,-3.78481,-0.965778,2.90029,-4.83381,0.976337,2.89531,0.40014,0.0884639,1.00226,-0.383252,1.16961,0.502433,0.136872,0.00750169,-0.0194688,-6.78481,-0.965778,-0.0997087,-7.83381,0.976337,-0.104691,0.40014,0.0884639,1.00226
5565.91,0.947245,0.139941,5,31,0,-5556.53,-0.324304,1.043,0.512748,0.144212,0.020903,0.0111174,-3.81031,-0.945608,2.97821,-4.80085,1.00711,2.89635,0.429031,0.0614738,0.963471,-0.324304,1.043,0.512748,0.144212,0.020903,0.0111174,-6.81031,-0.945608,-0.0217917,-7.80085,1.00711,-0.103646,0.429031,0.0614738,0.963471
5565.08,0.919171,0.139941,5,31,0,-5558.01,-0.310523,1.04837,0.550891,0.144641,0.009885,0.0317168,-3.80452,-0.962805,2.96804,-4.79858,1.00211,2.91149,0.428075,0.0589264,0.969377,-0.310523,1.04837,0.550891,0.144641,0.009885,0.0317168,-6.80452,-0.962805,-0.0319601,-7.79858,1.00211,-0.0885119,0.428075,0.0589264,0.969377
5565.07,0.993547,0.139941,5,31,0,-5557.63,0.0617279,1.32037,-0.124382,0.176081,0.0177672,-0.0960879,-3.71217,-0.970554,2.8089,-4.76341,0.992706,2.75815,0.296163,-0.0308415,1.05022,0.0617279,1.32037,-0.124382,0.176081,0.0177672,-0.0960879,-6.71217,-0.970554,-0.191101,-7.76341,0.992706,-0.241848,0.296163,-0.0308415,1.05022
5566.68,0.979069,0.139941,5,31,0,-5557.97,-0.031553,1.23602,-0.0297019,0.157615,-0.0446537,-0.0593909,-3.76359,-1.11771,2.87783,-4.78029,0.998241,2.82816,0.331863,0.0209905,1.11987,-0.031553,1.23602,-0.0297019,0.157615,-0.0446537,-0.0593909,-6.76359,-1.11771,-0.122166,-7.78029,0.998241,-0.17184,0.331863,0.0209905,1.11987
5567.59,1,0.139941,5,31,0,-5563.95,-0.0241597,1.12138,0.154019,0.182993,-0.0611298,-0.0911857,-3.72682,-1.17816,2.82811,-4.76527,0.954923,2.777,0.377424,0.0231955,0.980348,-0.0241597,1.12138,0.154019,0.182993,-0.0611298,-0.0911857,-6.72682,-1.17816,-0.171888,-7.76527,0.954923,-0.223003,0.377424,0.0231955,0.980348
5567.39,0.962165,0.139941,5,63,0,-5563.55,-0.0676281,1.34168,-0.0601661,0.164695,-0.0408107,-0.0719537,-3.74262,-1.05062,2.88679,-4.77523,0.929258,2.80298,0.333071,0.018456,1.03609,-0.0676281,1.34168,-0.0601661,0.164695,-0.0408107,-0.0719537,-6.74262,-1.05062,-0.113208,-7.77523,0.929258,-0.197018,0.333071,0.018456,1.03609
5568.23,0.994919,0.139941,5,31,0,-5561.59,-0.166295,0.966339,0.255388,0.142064,-0.0220858,0.0533379,-3.77707,-1.07046,3.03419,-4.80984,0.965849,3.05722,0.396201,0.00276088,0.899941,-0.166295,0.966339,0.255388,0.142064,-0.0220858,0.0533379,-6.77707,-1.07046,0.0341932,-7.80984,0.965849,0.0572235,0.396201,0.00276088,0.899941
5566.97,0.871777,0.139941,5,31,0,-5561.95,0.0385597,1.25847,-0.0863388,0.133014,0.0390627,0.0710475,-3.84561,-0.992062,3.06321,-4.81289,1.05442,2.99247,0.330282,-0.0381551,0.984424,0.0385597,1.25847,-0.0863388,0.133014,0.0390627,0.0710475,-6.84561,-0.992062,0.0632095,-7.81289,1.05442,-0.00753486,0.330282,-0.0381551,0.984424
5566.26,0.980285,0.139941,5,31,0,-5560.48,-0.0187264,1.1652,0.27099,0.142495,-0.0903124,0.0809238,-3.77501,-1.19106,3.15317,-4.85082,0.87696,3.0379,0.420269,-0.0203145,0.825265,-0.0187264,1.1652,0.27099,0.142495,-0.0903124,0.0809238,-6.77501,-1.19106,0.153165,-7.85082,0.87696,0.0379043,0.420269,-0.0203145,0.825265
5569.47,0.989836,0.139941,5,31,0,-5561.93,-0.0412323,1.10941,0.31521,0.127793,-0.0124198,-0.00266001,-3.83872,-1.05811,3.0252,-4.82333,1.01589,2.93713,0.36535,0.0497089,1.00636,-0.0412323,1.10941,0.31521,0.127793,-0.0124198,-0.00266001,-6.83872,-1.05811,0.0251992,-7.82333,1.01589,-0.0628727,0.36535,0.0497089,1.00636
