ID,logprep
US10adam056,0.688161655175906
US10buff036,0.634184483432931
US10burt002,0.901777317801877
US10cass001,1.11222883865927
US10chas003,0.308037993837877
US10chas038,0.244631453919729
US10cher018,0.475365572387121
US10cher027,0.275919616820866
US10cumi008,0.991557786256733
US10cust015,0.863638279954913
US10cust020,0.743088755334419
US10cust041,0.572739736412297
US10dawe015,0.300701785660084
US10fill006,0.757937686075819
US10gage022,0.867484438542391
US10garf004,0.948456010073952
US10haye004,0.193016845910703
US10jeff001,0.867032716343857
US10john002,0.645948491257791
US10john017,0.65240918788778
US10keit025,0.569246680996384
US10lanc001,0.947622676692393
US10lanc012,0.911116076084138
US10linc004,0.615476210064238
US10linc060,0.637884501884896
US10loga005,0.712580774981652
US10morr007,0.555613935588375
US10nema009,0.848103986992728
US10otoe005,0.638452522348905
US10perk017,0.75604625369805
US10perk037,0.673191315717041
US10red_019,0.40832838851818
US10sarp039,0.775420648856166
US10sher030,0.308037993837877
US10vall018,0.868274461719873
US10webs013,0.603198943897006
US10york024,0.673602584486975
US1ALBL0013,1.32868518156372
US1ALBL0021,1.38393943993067
US1ALBW0001,1.71316806751804
US1ALBW0027,1.48050422905821
US1ALBW0040,1.70411250417586
US1ALBW0071,1.7462502073304
US1ALDK0009,1.43020834470492
US1ALEL0004,1.35399053129428
US1ALEL0018,1.28585005648107
US1ALJC0012,1.43373953517399
US1ALJF0044,1.43226437215755
US1ALLS0002,1.50515208790604
US1ALMD0002,1.33485957398361
US1ALMD0004,1.45284698162916
US1ALMG0009,1.4909086306634
US1ALMG0012,1.53263814861467
US1ALMS0022,1.4646607265513
US1ALMY0006,1.29906301859064
US1ALRN0002,1.32982356660306
US1ALTS0003,1.28138177380102
US1ARBT0003,1.0786107168526
US1ARBT0045,1.14970394982582
US1ARFK0017,1.42705183742986
US1ARNW0013,1.12330490125848
US1ARPL0006,1.31780539490941
US1ARPP0003,1.34576634220178
US1ARPS0026,1.43405993503576
US1ARPS0058,1.32504790622039
US1ARSH0019,1.06229774278217
US1ARSL0023,1.42679372295466
US1ARST0013,1.13477829960915
US1ARST0014,1.07311065715389
US1ARST0017,1.34953835002702
US1ARST0020,1.19628201555796
US1ARST0022,1.19000473574353
US1ARST0024,1.27268606683347
US1ARVB0011,1.39152260548442
US1AZCH0017,-0.248323513823059
US1AZCH0022,-0.285176254065232
US1AZCH0054,-0.0829142100055594
US1AZCN0033,0.00989709830677671
US1AZCN0113,0.0982384395834133
US1AZGH0002,-0.533940181065563
US1AZGL0001,-0.366709763768059
US1AZMH0027,-0.937344141071987
US1AZMR0010,-1.03231120884687
US1AZMR0035,-1.49884915241174
US1AZMR0041,-1.50488417374621
US1AZMR0046,-1.56090379742751
US1AZMR0075,-1.55198085740931
US1AZMR0096,-1.05675856849533
US1AZMR0103,-1.17657383013782
US1AZMR0111,-1.29294112910253
US1AZMR0197,-1.13223579223968
US1AZMR0211,-1.12973683217204
US1AZMR0245,-1.95808068467557
US1AZMR0264,-0.972263890152803
US1AZMR0313,-1.93362038710541
US1AZMR0326,-1.39710527722411
US1AZMR0357,-0.971553410549204
US1AZMR0372,-1.26875030264232
US1AZMR0384,-0.772562844722992
US1AZMR0412,-1.7933736745826
US1AZMR0420,-1.33596927723237
US1AZMR0442,-1.19150603556081
US1AZMR0448,-1.52197860710551
US1AZMR0470,-0.731508048432391
US1AZMR0477,-1.16702928913425
US1AZNV0007,0.173772573343803
US1AZNV0010,-0.178779450369555
US1AZNV0012,-0.54176530730082
US1AZPM0010,-0.274861384022719
US1AZPM0046,-0.574170114910954
US1AZPM0062,-0.40465898150264
US1AZPM0082,-0.298130735337038
US1AZPM0105,0.0241679536066681
US1AZPM0111,-0.337655732375039
US1AZPM0141,-0.0669787721152501
US1AZPM0143,-0.00782624423719357
US1AZPM0156,-0.142480688582038
US1AZPM0160,-0.539918584707655
US1AZPM0172,-0.0358500561195849
US1AZPM0184,-0.332769423085178
US1AZPM0206,-0.0316793285389637
US1AZPM0231,-0.128627919728808
